index,true_label,random_label,predicted,raw_answer,clip_pos_similarity,clip_neg_similarity
35760,standard transportation vehicles,flowers,CL,NO,0.1371,0.1599
35761,fruit_and_vegetables,small_mammals,CL,NO,0.174,0.1567
35762,medium_mammals,large_natural_outdoor_scenes,OL,YES,0.1854,0.185
35763,large_omnivores_and_herbivores,fruit_and_vegetables,CL,NO,0.1421,0.1729
35764,large_carnivores,trees,CL,NO,0.1259,0.1556
35765,large_omnivores_and_herbivores,household_furniture,CL,NO,0.1575,0.1837
35766,fruit_and_vegetables,standard transportation vehicles,CL,NO,0.1527,0.1642
35767,large_natural_outdoor_scenes,non-insect_invertebrates,CL,NO,0.1593,0.1705
35768,household_furniture,small_mammals,CL,NO,0.1847,0.1703
35769,people,household_furniture,CL,NO,0.1818,0.1952
35770,household_furniture,flowers,CL,NO,0.1499,0.1628
35771,medium_mammals,people,CL,NO,0.1796,0.1797
35772,household_electrical_devices,large_omnivores_and_herbivores,CL,NO,0.1532,0.1514
35773,large_man-made_outdoor_things,food_containers,CL,NO,0.1566,0.1814
35774,flowers,aquatic_mammals,CL,NO,0.1776,0.1836
35775,aquatic_mammals,large_omnivores_and_herbivores,OL,YES,0.1603,0.193
35776,flowers,large_natural_outdoor_scenes,CL,NO,0.1927,0.1921
35777,household_electrical_devices,large_man-made_outdoor_things,CL,NO,0.1711,0.1692
35778,people,large_omnivores_and_herbivores,CL,NO,0.1768,0.1891
35779,large_man-made_outdoor_things,aquatic_mammals,CL,NO,0.146,0.1698
35780,medium_mammals,aquatic_mammals,CL,NO,0.1604,0.1631
35781,insects,trees,CL,NO,0.1548,0.1812
35782,large_carnivores,household_electrical_devices,CL,NO,0.1562,0.1823
35783,large_carnivores,fish,CL,NO,0.1573,0.1837
35784,insects,medium_mammals,OL,YES,0.2068,0.1954
35785,fish,household_electrical_devices,CL,NO,0.1542,0.1924
35786,reptiles,reptiles,OL,YES,0.1804,0.2065
35787,food_containers,large_omnivores_and_herbivores,CL,NO,0.1798,0.1807
35788,large_man-made_outdoor_things,large_man-made_outdoor_things,OL,YES,0.1984,0.181
35789,specialized utility vehicles,small_mammals,CL,NO,0.1775,0.1687
35790,trees,food_containers,CL,NO,0.1936,0.2146
35791,non-insect_invertebrates,large_carnivores,OL,YES,0.1467,0.1594
35792,trees,household_furniture,CL,NO,0.1896,0.1952
35793,insects,fish,CL,NO,0.2019,0.1958
35794,fruit_and_vegetables,household_furniture,CL,NO,0.1564,0.16
35795,fish,standard transportation vehicles,CL,NO,0.1471,0.1609
35796,flowers,non-insect_invertebrates,CL,NO,0.2161,0.2129
35797,people,fruit_and_vegetables,CL,NO,0.1437,0.1699
35798,food_containers,aquatic_mammals,CL,NO,0.1954,0.195
35799,large_carnivores,large_carnivores,OL,YES,0.1989,0.2107
35800,insects,medium_mammals,OL,YES,0.1962,0.2003
35801,people,large_natural_outdoor_scenes,CL,NO,0.1694,0.1669
35802,flowers,small_mammals,CL,NO,0.1827,0.1611
35803,large_omnivores_and_herbivores,large_omnivores_and_herbivores,OL,YES,0.2191,0.2145
35804,large_omnivores_and_herbivores,fish,CL,NO,0.1417,0.1726
35805,large_carnivores,insects,CL,NO,0.1643,0.1802
35806,reptiles,specialized utility vehicles,CL,NO,0.1732,0.186
35807,large_carnivores,flowers,CL,NO,0.1366,0.1627
35808,insects,large_natural_outdoor_scenes,CL,NO,0.166,0.1892
35809,medium_mammals,medium_mammals,OL,YES,0.2354,0.2175
35810,fruit_and_vegetables,aquatic_mammals,CL,NO,0.1873,0.1849
35811,trees,people,CL,NO,0.1791,0.1677
35812,large_omnivores_and_herbivores,food_containers,CL,NO,0.1466,0.1766
35813,standard transportation vehicles,fruit_and_vegetables,CL,NO,0.148,0.1696
35814,fish,large_natural_outdoor_scenes,CL,NO,0.1484,0.1693
35815,trees,food_containers,CL,NO,0.1833,0.2021
35816,standard transportation vehicles,trees,OL,YES,0.1879,0.208
35817,standard transportation vehicles,food_containers,CL,NO,0.1501,0.1884
35818,reptiles,fish,CL,NO,0.1815,0.1819
35819,large_omnivores_and_herbivores,household_furniture,CL,NO,0.1453,0.1622
35820,large_omnivores_and_herbivores,fruit_and_vegetables,CL,NO,0.1372,0.1721
35821,standard transportation vehicles,aquatic_mammals,CL,NO,0.1909,0.1743
35822,large_carnivores,small_mammals,CL,NO,0.1881,0.189
35823,trees,household_furniture,CL,NO,0.1747,0.194
35824,household_electrical_devices,standard transportation vehicles,CL,NO,0.1594,0.1633
35825,trees,people,CL,NO,0.1873,0.1776
35826,fish,food_containers,CL,NO,0.1571,0.1759
35827,large_man-made_outdoor_things,non-insect_invertebrates,CL,NO,0.193,0.1924
35828,people,trees,CL,NO,0.1486,0.1663
35829,flowers,large_omnivores_and_herbivores,CL,NO,0.197,0.2114
35830,large_man-made_outdoor_things,large_omnivores_and_herbivores,CL,NO,0.1604,0.1636
35831,food_containers,large_carnivores,CL,NO,0.11035,0.1122
35832,aquatic_mammals,non-insect_invertebrates,CL,NO,0.1843,0.1846
35833,fruit_and_vegetables,large_omnivores_and_herbivores,CL,NO,0.1864,0.2025
35834,trees,small_mammals,CL,NO,0.1947,0.1848
35835,large_carnivores,small_mammals,CL,NO,0.2021,0.1981
35836,medium_mammals,specialized utility vehicles,CL,NO,0.1627,0.1799
35837,flowers,trees,CL,NO,0.1159,0.1453
35838,people,trees,CL,NO,0.1406,0.1726
35839,large_man-made_outdoor_things,fruit_and_vegetables,CL,NO,0.1469,0.1918
35840,household_electrical_devices,household_furniture,CL,NO,0.1731,0.1844
35841,insects,household_furniture,CL,NO,0.1948,0.1913
35842,large_man-made_outdoor_things,standard transportation vehicles,CL,NO,0.1523,0.1746
35843,large_natural_outdoor_scenes,household_electrical_devices,CL,NO,0.1656,0.1957
35844,small_mammals,household_electrical_devices,CL,NO,0.1838,0.2045
35845,fruit_and_vegetables,large_carnivores,CL,NO,0.1593,0.1658
35846,household_electrical_devices,large_carnivores,CL,NO,0.1301,0.1263
35847,household_furniture,standard transportation vehicles,CL,NO,0.1554,0.1688
35848,trees,large_man-made_outdoor_things,CL,NO,0.1984,0.1926
35849,fruit_and_vegetables,non-insect_invertebrates,CL,NO,0.1925,0.1904
35850,food_containers,food_containers,CL,NO,0.1959,0.2031
35851,aquatic_mammals,people,CL,NO,0.1555,0.164
35852,people,household_electrical_devices,CL,NO,0.1598,0.1885
35853,trees,large_man-made_outdoor_things,CL,NO,0.1869,0.1948
35854,large_carnivores,trees,CL,NO,0.1318,0.1681
35855,aquatic_mammals,non-insect_invertebrates,OL,YES,0.1804,0.1796
35856,large_carnivores,fruit_and_vegetables,CL,NO,0.1382,0.171
35857,large_man-made_outdoor_things,reptiles,CL,NO,0.1371,0.1665
35858,standard transportation vehicles,food_containers,CL,NO,0.1726,0.1942
35859,large_man-made_outdoor_things,small_mammals,CL,NO,0.1715,0.167
35860,flowers,aquatic_mammals,CL,NO,0.1908,0.1869
35861,medium_mammals,trees,CL,NO,0.1316,0.1633
35862,small_mammals,fish,CL,NO,0.1514,0.1602
35863,aquatic_mammals,household_electrical_devices,CL,NO,0.1608,0.1914
35864,non-insect_invertebrates,small_mammals,OL,YES,0.2032,0.1832
35865,non-insect_invertebrates,specialized utility vehicles,CL,NO,0.164,0.1718
35866,household_furniture,specialized utility vehicles,CL,NO,0.153,0.1681
35867,large_natural_outdoor_scenes,large_man-made_outdoor_things,CL,NO,0.1925,0.1907
35868,aquatic_mammals,small_mammals,OL,YES,0.2384,0.2047
35869,specialized utility vehicles,large_man-made_outdoor_things,CL,NO,0.1982,0.1946
35870,trees,household_furniture,CL,NO,0.1913,0.191
35871,small_mammals,aquatic_mammals,CL,NO,0.2032,0.1971
35872,food_containers,fruit_and_vegetables,CL,NO,0.1362,0.1487
35873,people,small_mammals,CL,NO,0.1863,0.1654
35874,large_omnivores_and_herbivores,food_containers,CL,NO,0.172,0.1941
35875,standard transportation vehicles,non-insect_invertebrates,CL,NO,0.1759,0.1654
35876,standard transportation vehicles,insects,CL,NO,0.1926,0.1885
35877,fruit_and_vegetables,food_containers,CL,NO,0.199,0.1945
35878,flowers,household_furniture,CL,NO,0.1857,0.1866
35879,people,trees,CL,NO,0.1311,0.1614
35880,standard transportation vehicles,large_man-made_outdoor_things,CL,NO,0.1818,0.1803
35881,fruit_and_vegetables,flowers,CL,NO,0.1458,0.1483
35882,aquatic_mammals,large_man-made_outdoor_things,CL,NO,0.1537,0.1715
35883,people,flowers,CL,NO,0.1384,0.1783
35884,medium_mammals,trees,CL,NO,0.1506,0.1782
35885,large_carnivores,trees,OL,YES,0.1312,0.1569
35886,people,reptiles,CL,NO,0.1456,0.1761
35887,standard transportation vehicles,fish,CL,NO,0.1799,0.1847
35888,fruit_and_vegetables,household_electrical_devices,CL,NO,0.1638,0.1787
35889,large_man-made_outdoor_things,flowers,CL,NO,0.1481,0.1738
35890,non-insect_invertebrates,specialized utility vehicles,CL,NO,0.1508,0.1659
35891,small_mammals,specialized utility vehicles,CL,NO,0.169,0.1819
35892,household_electrical_devices,standard transportation vehicles,CL,NO,0.1302,0.1453
35893,standard transportation vehicles,people,CL,NO,0.1719,0.1576
35894,reptiles,medium_mammals,OL,YES,0.1947,0.1925
35895,food_containers,people,CL,NO,0.1638,0.157
35896,aquatic_mammals,flowers,CL,NO,0.1445,0.175
35897,medium_mammals,reptiles,CL,NO,0.1666,0.1694
35898,food_containers,non-insect_invertebrates,CL,NO,0.181,0.1818
35899,reptiles,non-insect_invertebrates,OL,YES,0.2067,0.2058
35900,large_omnivores_and_herbivores,specialized utility vehicles,CL,NO,0.1907,0.1938
35901,trees,specialized utility vehicles,CL,NO,0.1411,0.1719
35902,insects,food_containers,CL,NO,0.2025,0.2054
35903,food_containers,standard transportation vehicles,CL,NO,0.1475,0.1404
35904,aquatic_mammals,standard transportation vehicles,CL,NO,0.1346,0.1655
35905,aquatic_mammals,household_electrical_devices,CL,NO,0.163,0.1855
35906,people,insects,CL,NO,0.1494,0.1742
35907,trees,large_omnivores_and_herbivores,CL,NO,0.2119,0.2008
35908,fruit_and_vegetables,food_containers,CL,NO,0.1779,0.1892
35909,people,food_containers,CL,NO,0.1301,0.1813
35910,reptiles,large_carnivores,OL,YES,0.1931,0.1722
35911,large_natural_outdoor_scenes,reptiles,CL,NO,0.138,0.1647
35912,large_omnivores_and_herbivores,large_omnivores_and_herbivores,OL,YES,0.2096,0.2075
35913,small_mammals,people,CL,NO,0.1777,0.1741
35914,small_mammals,non-insect_invertebrates,CL,NO,0.2031,0.2037
35915,large_natural_outdoor_scenes,household_furniture,CL,NO,0.1469,0.1621
35916,insects,fish,CL,NO,0.1777,0.1893
35917,insects,household_electrical_devices,CL,NO,0.1588,0.1816
35918,medium_mammals,large_man-made_outdoor_things,CL,NO,0.1682,0.1854
35919,large_carnivores,large_natural_outdoor_scenes,OL,YES,0.1987,0.2
35920,trees,standard transportation vehicles,CL,NO,0.1709,0.1755
35921,people,household_furniture,OL,YES,0.1439,0.1542
35922,food_containers,small_mammals,CL,NO,0.16,0.1559
35923,aquatic_mammals,large_omnivores_and_herbivores,OL,YES,0.1765,0.1812
35924,large_carnivores,food_containers,CL,NO,0.1477,0.1903
35925,fruit_and_vegetables,people,CL,NO,0.1727,0.1647
35926,household_electrical_devices,trees,CL,NO,0.0924,0.1221
35927,large_omnivores_and_herbivores,household_furniture,CL,NO,0.1586,0.1797
35928,standard transportation vehicles,large_omnivores_and_herbivores,CL,NO,0.1796,0.188
35929,large_man-made_outdoor_things,insects,CL,NO,0.1813,0.1864
35930,trees,insects,CL,NO,0.1948,0.2006
35931,large_omnivores_and_herbivores,household_furniture,CL,NO,0.1743,0.1881
35932,small_mammals,household_electrical_devices,CL,NO,0.1621,0.1947
35933,specialized utility vehicles,aquatic_mammals,CL,NO,0.1469,0.1527
35934,large_omnivores_and_herbivores,aquatic_mammals,CL,NO,0.1995,0.1967
35935,household_electrical_devices,flowers,CL,NO,0.1161,0.1606
35936,reptiles,standard transportation vehicles,CL,NO,0.1536,0.1643
35937,large_omnivores_and_herbivores,large_man-made_outdoor_things,CL,NO,0.1669,0.1854
35938,non-insect_invertebrates,large_omnivores_and_herbivores,CL,NO,0.1475,0.1665
35939,aquatic_mammals,fruit_and_vegetables,CL,NO,0.1171,0.1685
35940,large_carnivores,fruit_and_vegetables,CL,NO,0.1289,0.1664
35941,standard transportation vehicles,large_natural_outdoor_scenes,OL,YES,0.1674,0.1814
35942,insects,household_furniture,CL,NO,0.1946,0.1937
35943,large_omnivores_and_herbivores,large_carnivores,CL,NO,0.1555,0.1486
35944,reptiles,large_natural_outdoor_scenes,OL,YES,0.1803,0.1763
35945,medium_mammals,food_containers,CL,NO,0.1781,0.1971
35946,fish,people,OL,YES,0.1709,0.1514
35947,aquatic_mammals,large_carnivores,CL,NO,0.1738,0.1719
35948,fish,large_carnivores,CL,NO,0.1437,0.1403
35949,large_natural_outdoor_scenes,non-insect_invertebrates,CL,NO,0.1711,0.1815
35950,aquatic_mammals,specialized utility vehicles,CL,NO,0.1298,0.1512
35951,specialized utility vehicles,fish,CL,NO,0.1318,0.1586
35952,non-insect_invertebrates,household_electrical_devices,CL,NO,0.1846,0.1941
35953,non-insect_invertebrates,large_natural_outdoor_scenes,CL,NO,0.1483,0.166
35954,specialized utility vehicles,aquatic_mammals,CL,NO,0.2104,0.1836
35955,large_man-made_outdoor_things,small_mammals,CL,NO,0.1416,0.1453
35956,large_omnivores_and_herbivores,large_natural_outdoor_scenes,OL,YES,0.1776,0.1853
35957,household_furniture,people,OL,YES,0.2028,0.1979
35958,specialized utility vehicles,large_natural_outdoor_scenes,OL,YES,0.1498,0.1677
35959,fruit_and_vegetables,aquatic_mammals,CL,NO,0.1873,0.1815
35960,insects,insects,OL,YES,0.2422,0.2069
35961,reptiles,aquatic_mammals,CL,NO,0.1963,0.1923
35962,people,food_containers,CL,NO,0.10547,0.1309
35963,fruit_and_vegetables,food_containers,CL,NO,0.186,0.1838
35964,household_furniture,large_natural_outdoor_scenes,CL,NO,0.1885,0.204
35965,large_omnivores_and_herbivores,large_natural_outdoor_scenes,OL,YES,0.1918,0.1812
35966,flowers,large_natural_outdoor_scenes,OL,YES,0.1678,0.1808
35967,flowers,reptiles,CL,NO,0.16,0.1858
35968,insects,specialized utility vehicles,CL,NO,0.1493,0.1611
35969,small_mammals,non-insect_invertebrates,OL,YES,0.1884,0.186
35970,large_carnivores,small_mammals,CL,NO,0.1873,0.1902
35971,fruit_and_vegetables,household_electrical_devices,CL,NO,0.148,0.1781
35972,large_man-made_outdoor_things,food_containers,CL,NO,0.1721,0.1862
35973,large_carnivores,household_furniture,CL,NO,0.1573,0.1676
35974,trees,flowers,CL,NO,0.1777,0.1964
35975,large_omnivores_and_herbivores,large_carnivores,CL,NO,0.1823,0.1779
35976,people,trees,CL,NO,0.1757,0.2048
35977,large_man-made_outdoor_things,specialized utility vehicles,CL,NO,0.154,0.1653
35978,fish,reptiles,CL,NO,0.1617,0.1783
35979,standard transportation vehicles,household_furniture,CL,NO,0.1749,0.193
35980,small_mammals,trees,CL,NO,0.1237,0.164
35981,large_man-made_outdoor_things,large_man-made_outdoor_things,OL,YES,0.177,0.1687
35982,large_omnivores_and_herbivores,fruit_and_vegetables,CL,NO,0.1409,0.1703
35983,small_mammals,large_carnivores,CL,NO,0.1519,0.1442
35984,non-insect_invertebrates,fruit_and_vegetables,CL,NO,0.1605,0.183
35985,specialized utility vehicles,large_natural_outdoor_scenes,OL,YES,0.1522,0.1675
35986,small_mammals,medium_mammals,OL,YES,0.231,0.2151
35987,non-insect_invertebrates,trees,CL,NO,0.1465,0.1724
35988,standard transportation vehicles,non-insect_invertebrates,CL,NO,0.1777,0.1729
35989,reptiles,large_man-made_outdoor_things,CL,NO,0.1692,0.18
35990,fish,people,CL,NO,0.1482,0.1531
35991,large_man-made_outdoor_things,fruit_and_vegetables,CL,NO,0.1289,0.1566
35992,non-insect_invertebrates,large_natural_outdoor_scenes,CL,NO,0.1677,0.1687
35993,large_omnivores_and_herbivores,non-insect_invertebrates,CL,NO,0.173,0.1895
35994,specialized utility vehicles,specialized utility vehicles,CL,NO,0.2168,0.2078
35995,specialized utility vehicles,large_man-made_outdoor_things,CL,NO,0.2021,0.1875
35996,non-insect_invertebrates,standard transportation vehicles,CL,NO,0.1403,0.1584
35997,food_containers,aquatic_mammals,CL,NO,0.1713,0.1744
35998,specialized utility vehicles,insects,CL,NO,0.1876,0.1904
35999,trees,trees,OL,YES,0.2223,0.201
36000,standard transportation vehicles,fish,CL,NO,0.1333,0.1576
36001,specialized utility vehicles,aquatic_mammals,CL,NO,0.1534,0.1704
36002,medium_mammals,medium_mammals,OL,YES,0.2266,0.215
36003,fish,reptiles,CL,NO,0.1772,0.1887
36004,large_man-made_outdoor_things,medium_mammals,CL,NO,0.1721,0.1785
36005,standard transportation vehicles,specialized utility vehicles,CL,NO,0.1846,0.1989
36006,medium_mammals,large_omnivores_and_herbivores,CL,NO,0.1682,0.1973
36007,fish,trees,CL,NO,0.1458,0.1802
36008,fish,insects,CL,NO,0.1471,0.165
36009,large_natural_outdoor_scenes,standard transportation vehicles,CL,NO,0.1514,0.1687
36010,large_man-made_outdoor_things,non-insect_invertebrates,CL,NO,0.1744,0.1818
36011,large_omnivores_and_herbivores,large_omnivores_and_herbivores,OL,YES,0.183,0.187
36012,non-insect_invertebrates,household_furniture,CL,NO,0.1278,0.1653
36013,trees,people,CL,NO,0.1677,0.1595
36014,large_man-made_outdoor_things,household_electrical_devices,CL,NO,0.1493,0.1758
36015,fruit_and_vegetables,aquatic_mammals,CL,NO,0.1906,0.1913
36016,reptiles,standard transportation vehicles,CL,NO,0.1328,0.157
36017,fish,standard transportation vehicles,CL,NO,0.1582,0.1693
36018,standard transportation vehicles,trees,CL,NO,0.12085,0.1346
36019,food_containers,fruit_and_vegetables,CL,NO,0.1841,0.1727
36020,small_mammals,large_carnivores,CL,NO,0.18,0.172
36021,large_carnivores,household_electrical_devices,CL,NO,0.1411,0.1753
36022,standard transportation vehicles,reptiles,CL,NO,0.1262,0.1421
36023,food_containers,specialized utility vehicles,CL,NO,0.1694,0.1799
36024,large_man-made_outdoor_things,flowers,CL,NO,0.1362,0.1667
36025,fruit_and_vegetables,household_electrical_devices,CL,NO,0.1724,0.1808
36026,large_omnivores_and_herbivores,large_omnivores_and_herbivores,OL,YES,0.2255,0.2058
36027,non-insect_invertebrates,aquatic_mammals,OL,YES,0.2113,0.1946
36028,aquatic_mammals,food_containers,CL,NO,0.1378,0.1852
36029,small_mammals,household_furniture,CL,NO,0.1671,0.1884
36030,aquatic_mammals,people,CL,NO,0.1733,0.1746
36031,people,trees,OL,YES,0.1635,0.1761
36032,food_containers,reptiles,CL,NO,0.1238,0.1323
36033,small_mammals,reptiles,CL,NO,0.1761,0.1805
36034,small_mammals,household_furniture,CL,NO,0.1527,0.1753
36035,medium_mammals,aquatic_mammals,CL,NO,0.201,0.2058
36036,non-insect_invertebrates,large_carnivores,CL,NO,0.1577,0.1531
36037,insects,large_man-made_outdoor_things,CL,NO,0.1526,0.1732
36038,large_omnivores_and_herbivores,non-insect_invertebrates,CL,NO,0.1726,0.1827
36039,household_furniture,small_mammals,CL,NO,0.1613,0.1519
36040,specialized utility vehicles,small_mammals,CL,NO,0.168,0.1688
36041,large_natural_outdoor_scenes,household_electrical_devices,CL,NO,0.152,0.1848
36042,large_man-made_outdoor_things,fruit_and_vegetables,CL,NO,0.1732,0.1885
36043,large_man-made_outdoor_things,flowers,CL,NO,0.1721,0.1696
36044,household_furniture,household_electrical_devices,CL,NO,0.1848,0.1735
36045,large_man-made_outdoor_things,small_mammals,CL,NO,0.183,0.177
36046,specialized utility vehicles,household_electrical_devices,CL,NO,0.1442,0.176
36047,small_mammals,standard transportation vehicles,CL,NO,0.1338,0.1462
36048,small_mammals,specialized utility vehicles,CL,NO,0.1142,0.1481
36049,household_furniture,large_man-made_outdoor_things,CL,NO,0.1705,0.1646
36050,people,insects,CL,NO,0.1708,0.1791
36051,food_containers,reptiles,CL,NO,0.163,0.1732
36052,large_natural_outdoor_scenes,specialized utility vehicles,CL,NO,0.164,0.1807
36053,insects,insects,OL,YES,0.1984,0.1754
36054,standard transportation vehicles,specialized utility vehicles,CL,NO,0.1799,0.1921
36055,reptiles,non-insect_invertebrates,CL,NO,0.194,0.1906
36056,people,specialized utility vehicles,CL,NO,0.1455,0.1583
36057,fruit_and_vegetables,large_man-made_outdoor_things,CL,NO,0.17,0.1765
36058,people,standard transportation vehicles,CL,NO,0.1467,0.1525
36059,household_electrical_devices,flowers,CL,NO,0.124,0.134
36060,large_carnivores,people,CL,NO,0.1849,0.183
36061,reptiles,specialized utility vehicles,CL,NO,0.1794,0.1758
36062,large_omnivores_and_herbivores,medium_mammals,OL,YES,0.2233,0.2122
36063,aquatic_mammals,fish,CL,NO,0.1375,0.1536
36064,household_furniture,insects,CL,NO,0.16,0.1608
36065,household_electrical_devices,large_natural_outdoor_scenes,CL,NO,0.129,0.153
36066,household_electrical_devices,non-insect_invertebrates,CL,NO,0.1648,0.1627
36067,specialized utility vehicles,fish,CL,NO,0.1832,0.1823
36068,standard transportation vehicles,medium_mammals,CL,NO,0.1776,0.1616
36069,household_electrical_devices,aquatic_mammals,CL,NO,0.1815,0.1813
36070,household_electrical_devices,aquatic_mammals,OL,YES,0.1892,0.1648
36071,household_furniture,medium_mammals,CL,NO,0.1754,0.1707
36072,household_electrical_devices,specialized utility vehicles,CL,NO,0.1399,0.1565
36073,large_natural_outdoor_scenes,household_electrical_devices,CL,NO,0.1628,0.1779
36074,reptiles,food_containers,CL,NO,0.1628,0.1874
36075,fruit_and_vegetables,household_electrical_devices,CL,NO,0.1481,0.1746
36076,small_mammals,household_electrical_devices,CL,NO,0.1962,0.194
36077,people,food_containers,CL,NO,0.1393,0.1719
36078,food_containers,non-insect_invertebrates,CL,NO,0.2031,0.1973
36079,small_mammals,small_mammals,OL,YES,0.2452,0.2114
36080,household_electrical_devices,fruit_and_vegetables,CL,NO,0.1718,0.188
36081,food_containers,large_natural_outdoor_scenes,CL,NO,0.1193,0.1494
36082,non-insect_invertebrates,reptiles,OL,YES,0.1549,0.1627
36083,insects,reptiles,CL,NO,0.1333,0.1561
36084,large_natural_outdoor_scenes,large_man-made_outdoor_things,OL,YES,0.1718,0.1808
36085,aquatic_mammals,insects,CL,NO,0.158,0.178
36086,specialized utility vehicles,standard transportation vehicles,CL,NO,0.1969,0.188
36087,small_mammals,people,CL,NO,0.204,0.2125
36088,household_furniture,large_omnivores_and_herbivores,CL,NO,0.1666,0.1853
36089,people,small_mammals,CL,NO,0.1865,0.1785
36090,non-insect_invertebrates,household_electrical_devices,CL,NO,0.1628,0.1804
36091,standard transportation vehicles,non-insect_invertebrates,CL,NO,0.1716,0.1725
36092,aquatic_mammals,insects,CL,NO,0.195,0.2012
36093,household_electrical_devices,food_containers,CL,NO,0.1332,0.1469
36094,fish,flowers,CL,NO,0.1522,0.1692
36095,specialized utility vehicles,flowers,CL,NO,0.1464,0.165
36096,small_mammals,specialized utility vehicles,CL,NO,0.1638,0.1775
36097,medium_mammals,food_containers,CL,NO,0.15,0.178
36098,medium_mammals,fish,CL,NO,0.1853,0.1926
36099,large_man-made_outdoor_things,large_carnivores,CL,NO,0.157,0.1433
36100,specialized utility vehicles,non-insect_invertebrates,CL,NO,0.163,0.1654
36101,food_containers,insects,CL,NO,0.1744,0.1764
36102,large_carnivores,food_containers,CL,NO,0.1641,0.186
36103,flowers,medium_mammals,CL,NO,0.1925,0.1812
36104,medium_mammals,aquatic_mammals,CL,NO,0.2166,0.1938
36105,large_omnivores_and_herbivores,medium_mammals,OL,YES,0.2225,0.2158
36106,aquatic_mammals,specialized utility vehicles,CL,NO,0.1501,0.1665
36107,standard transportation vehicles,insects,CL,NO,0.1561,0.1643
36108,large_natural_outdoor_scenes,aquatic_mammals,CL,NO,0.1729,0.1823
36109,fruit_and_vegetables,insects,CL,NO,0.1694,0.1792
36110,small_mammals,reptiles,CL,NO,0.1597,0.1771
36111,trees,people,CL,NO,0.2117,0.2002
36112,medium_mammals,insects,CL,NO,0.1996,0.2009
36113,specialized utility vehicles,medium_mammals,CL,NO,0.1422,0.154
36114,medium_mammals,large_omnivores_and_herbivores,OL,YES,0.1875,0.1974
36115,medium_mammals,large_carnivores,CL,NO,0.1528,0.1532
36116,reptiles,flowers,CL,NO,0.1181,0.1586
36117,aquatic_mammals,flowers,CL,NO,0.1664,0.1892
36118,medium_mammals,fish,CL,NO,0.1746,0.1843
36119,people,large_omnivores_and_herbivores,CL,NO,0.163,0.1931
36120,food_containers,large_man-made_outdoor_things,CL,NO,0.1816,0.1782
36121,people,non-insect_invertebrates,CL,NO,0.1813,0.1892
36122,household_electrical_devices,specialized utility vehicles,CL,NO,0.1543,0.1715
36123,flowers,medium_mammals,CL,NO,0.1929,0.1909
36124,aquatic_mammals,fish,CL,NO,0.1655,0.1733
36125,food_containers,medium_mammals,CL,NO,0.1798,0.1711
36126,large_carnivores,trees,CL,NO,0.1578,0.1835
36127,fish,flowers,CL,NO,0.1484,0.1724
36128,fruit_and_vegetables,small_mammals,CL,NO,0.1619,0.1534
36129,specialized utility vehicles,trees,CL,NO,0.1224,0.1492
36130,non-insect_invertebrates,fish,CL,NO,0.2091,0.2075
36131,trees,trees,OL,YES,0.227,0.1995
36132,household_furniture,household_furniture,OL,YES,0.1821,0.1838
36133,household_electrical_devices,medium_mammals,CL,NO,0.1857,0.1777
36134,large_omnivores_and_herbivores,food_containers,CL,NO,0.1255,0.1691
36135,household_electrical_devices,trees,CL,NO,0.1625,0.1757
36136,flowers,large_carnivores,CL,NO,0.1686,0.1661
36137,trees,fruit_and_vegetables,CL,NO,0.2053,0.2239
36138,fruit_and_vegetables,specialized utility vehicles,CL,NO,0.1643,0.1813
36139,standard transportation vehicles,trees,CL,NO,0.1389,0.1505
36140,large_omnivores_and_herbivores,large_carnivores,CL,NO,0.1572,0.146
36141,aquatic_mammals,large_natural_outdoor_scenes,OL,YES,0.1788,0.1798
36142,household_furniture,large_carnivores,CL,NO,0.1536,0.1561
36143,small_mammals,large_carnivores,CL,NO,0.1562,0.1576
36144,specialized utility vehicles,insects,CL,NO,0.1886,0.183
36145,non-insect_invertebrates,flowers,CL,NO,0.1382,0.1576
36146,reptiles,standard transportation vehicles,CL,NO,0.1809,0.1844
36147,aquatic_mammals,reptiles,CL,NO,0.1412,0.1643
36148,household_furniture,small_mammals,CL,NO,0.168,0.1471
36149,aquatic_mammals,trees,CL,NO,0.1284,0.164
36150,standard transportation vehicles,aquatic_mammals,CL,NO,0.1902,0.1775
36151,large_natural_outdoor_scenes,people,CL,NO,0.1772,0.1714
36152,insects,reptiles,CL,NO,0.1376,0.171
36153,non-insect_invertebrates,fish,OL,YES,0.1581,0.1572
36154,small_mammals,non-insect_invertebrates,OL,YES,0.2051,0.2012
36155,household_furniture,reptiles,CL,NO,0.1367,0.1665
36156,medium_mammals,trees,CL,NO,0.157,0.1805
36157,reptiles,large_man-made_outdoor_things,CL,NO,0.1635,0.1768
36158,large_man-made_outdoor_things,large_omnivores_and_herbivores,CL,NO,0.1672,0.1709
36159,large_carnivores,people,CL,NO,0.1725,0.1776
36160,aquatic_mammals,reptiles,CL,NO,0.1389,0.1747
36161,household_electrical_devices,large_man-made_outdoor_things,CL,NO,0.137,0.1476
36162,small_mammals,trees,CL,NO,0.154,0.1805
36163,specialized utility vehicles,non-insect_invertebrates,CL,NO,0.1738,0.1672
36164,household_furniture,large_omnivores_and_herbivores,CL,NO,0.1664,0.1736
36165,trees,household_electrical_devices,CL,NO,0.1814,0.1952
36166,household_furniture,fish,CL,NO,0.1151,0.1373
