index,true_label,candidate_labels,complementary_label
40963,5,"['three'; 'zero'; 'four'; 'two'; 'five']",zero
40964,5,"['four'; 'two'; 'five'; 'three'; 'zero']",zero
40965,0,"['four'; 'one'; 'zero'; 'nine'; 'six']",zero
40966,5,"['zero'; 'four'; 'three'; 'five'; 'two']",zero
40967,2,"['six'; 'one'; 'zero'; 'nine'; 'seven']",zero
40968,2,"['six'; 'zero'; 'one'; 'nine'; 'seven']",zero
40969,0,"['six'; 'four'; 'zero'; 'one'; 'nine']",zero
40970,4,"['eight'; 'seven'; 'three'; 'four'; 'six']",seven
40971,1,"['eight'; 'four'; 'three'; 'two'; 'one']",four
40972,5,"['zero'; 'four'; 'three'; 'five'; 'two']",zero
40973,1,"['one'; 'eight'; 'three'; 'four'; 'two']",eight
40974,1,"['four'; 'eight'; 'three'; 'one'; 'two']",one
40975,2,"['nine'; 'seven'; 'zero'; 'one'; 'six']",zero
40976,1,"['three'; 'two'; 'four'; 'one'; 'eight']",two
40977,9,"['zero'; 'six'; 'one'; 'four'; 'eight']",zero
40978,9,"['zero'; 'four'; 'eight'; 'six'; 'one']",four
40979,6,"['two'; 'four'; 'five'; 'one'; 'seven']",four
40980,6,"['five'; 'four'; 'one'; 'seven'; 'two']",one
40981,8,"['five'; 'nine'; 'zero'; 'three'; 'four']",zero
40982,1,"['eight'; 'three'; 'four'; 'one'; 'two']",three
40983,1,"['three'; 'four'; 'two'; 'one'; 'eight']",four
40984,9,"['eight'; 'four'; 'zero'; 'one'; 'six']",zero
40985,2,"['zero'; 'nine'; 'seven'; 'six'; 'one']",nine
40986,6,"['one'; 'seven'; 'two'; 'five'; 'four']",seven
40987,1,"['eight'; 'three'; 'four'; 'one'; 'two']",three
40988,2,"['seven'; 'nine'; 'six'; 'one'; 'zero']",zero
40989,0,"['one'; 'nine'; 'four'; 'zero'; 'six']",zero
40990,4,"['seven'; 'four'; 'three'; 'eight'; 'six']",three
40991,6,"['one'; 'two'; 'four'; 'seven'; 'five']",four
40992,4,"['three'; 'four'; 'eight'; 'seven'; 'six']",eight
40993,5,"['four'; 'two'; 'three'; 'five'; 'zero']",zero
40994,9,"['eight'; 'one'; 'four'; 'six'; 'zero']",zero
40995,2,"['seven'; 'zero'; 'six'; 'one'; 'nine']",zero
40996,3,"['zero'; 'three'; 'eight'; 'six'; 'five']",zero
40997,9,"['eight'; 'one'; 'zero'; 'six'; 'four']",zero
40998,8,"['four'; 'three'; 'nine'; 'five'; 'zero']",zero
40999,1,"['one'; 'two'; 'four'; 'three'; 'eight']",four
41000,5,"['two'; 'three'; 'five'; 'four'; 'zero']",zero
41001,5,"['two'; 'five'; 'three'; 'zero'; 'four']",zero
41002,7,"['one'; 'six'; 'nine'; 'two'; 'zero']",zero
41003,3,"['six'; 'zero'; 'eight'; 'three'; 'five']",zero
41004,2,"['zero'; 'six'; 'seven'; 'nine'; 'one']",seven
41005,9,"['eight'; 'zero'; 'six'; 'one'; 'four']",zero
41006,4,"['four'; 'six'; 'seven'; 'three'; 'eight']",six
41007,3,"['eight'; 'zero'; 'five'; 'six'; 'three']",zero
41008,9,"['four'; 'six'; 'eight'; 'one'; 'zero']",zero
41009,7,"['nine'; 'one'; 'two'; 'six'; 'zero']",zero
41010,3,"['six'; 'zero'; 'eight'; 'three'; 'five']",zero
41011,1,"['one'; 'four'; 'three'; 'eight'; 'two']",four
41012,0,"['nine'; 'one'; 'four'; 'zero'; 'six']",nine
41013,8,"['nine'; 'five'; 'three'; 'zero'; 'four']",zero
41014,9,"['zero'; 'four'; 'one'; 'eight'; 'six']",four
41015,3,"['six'; 'three'; 'five'; 'zero'; 'eight']",zero
41016,5,"['zero'; 'five'; 'two'; 'three'; 'four']",zero
41017,8,"['three'; 'zero'; 'four'; 'nine'; 'five']",zero
41018,6,"['five'; 'one'; 'seven'; 'four'; 'two']",one
41019,1,"['one'; 'two'; 'four'; 'three'; 'eight']",four
41020,4,"['four'; 'eight'; 'three'; 'six'; 'seven']",eight
41021,9,"['one'; 'four'; 'six'; 'eight'; 'zero']",zero
41022,4,"['four'; 'six'; 'three'; 'eight'; 'seven']",four
41023,5,"['zero'; 'three'; 'four'; 'two'; 'five']",zero
41024,7,"['two'; 'one'; 'six'; 'nine'; 'zero']",zero
41025,5,"['zero'; 'three'; 'four'; 'two'; 'five']",zero
41026,7,"['two'; 'six'; 'zero'; 'one'; 'nine']",zero
41027,0,"['nine'; 'zero'; 'six'; 'one'; 'four']",zero
41028,4,"['eight'; 'four'; 'three'; 'six'; 'seven']",four
41029,1,"['two'; 'three'; 'one'; 'four'; 'eight']",three
41030,0,"['zero'; 'one'; 'six'; 'nine'; 'four']",nine
41031,1,"['two'; 'four'; 'three'; 'eight'; 'one']",four
41032,5,"['zero'; 'four'; 'two'; 'three'; 'five']",zero
41033,9,"['four'; 'zero'; 'one'; 'eight'; 'six']",zero
41034,8,"['five'; 'three'; 'zero'; 'nine'; 'four']",zero
41035,8,"['three'; 'four'; 'zero'; 'five'; 'nine']",zero
41036,4,"['seven'; 'eight'; 'six'; 'three'; 'four']",eight
41037,2,"['nine'; 'zero'; 'six'; 'seven'; 'one']",zero
41038,0,"['six'; 'four'; 'nine'; 'one'; 'zero']",zero
41039,6,"['four'; 'seven'; 'five'; 'two'; 'one']",five
41040,9,"['four'; 'zero'; 'one'; 'six'; 'eight']",zero
41041,0,"['zero'; 'four'; 'nine'; 'one'; 'six']",four
41042,9,"['one'; 'eight'; 'four'; 'six'; 'zero']",zero
41043,4,"['three'; 'seven'; 'six'; 'eight'; 'four']",seven
41044,7,"['nine'; 'one'; 'two'; 'zero'; 'six']",zero
41045,5,"['four'; 'five'; 'three'; 'zero'; 'two']",zero
41046,8,"['nine'; 'five'; 'four'; 'zero'; 'three']",zero
41047,6,"['two'; 'five'; 'one'; 'four'; 'seven']",five
41048,3,"['five'; 'six'; 'zero'; 'three'; 'eight']",zero
41049,5,"['two'; 'zero'; 'three'; 'four'; 'five']",zero
41050,6,"['one'; 'seven'; 'two'; 'five'; 'four']",seven
41051,0,"['nine'; 'four'; 'six'; 'one'; 'zero']",zero
41052,0,"['six'; 'nine'; 'one'; 'four'; 'zero']",zero
41053,3,"['six'; 'zero'; 'five'; 'eight'; 'three']",zero
41054,7,"['zero'; 'nine'; 'one'; 'six'; 'two']",nine
41055,1,"['four'; 'eight'; 'two'; 'one'; 'three']",one
41056,0,"['nine'; 'zero'; 'four'; 'one'; 'six']",zero
41057,8,"['four'; 'five'; 'zero'; 'nine'; 'three']",zero
41058,9,"['six'; 'one'; 'eight'; 'zero'; 'four']",zero
41059,6,"['two'; 'seven'; 'four'; 'five'; 'one']",seven
41060,6,"['five'; 'four'; 'one'; 'seven'; 'two']",one
41061,7,"['zero'; 'six'; 'two'; 'nine'; 'one']",zero
41062,7,"['six'; 'nine'; 'one'; 'zero'; 'two']",zero
41063,5,"['two'; 'zero'; 'three'; 'four'; 'five']",zero
41064,8,"['zero'; 'three'; 'four'; 'five'; 'nine']",three
41065,9,"['four'; 'eight'; 'six'; 'zero'; 'one']",zero
41066,4,"['three'; 'seven'; 'four'; 'six'; 'eight']",four
41067,3,"['zero'; 'six'; 'three'; 'five'; 'eight']",zero
41068,4,"['eight'; 'seven'; 'four'; 'six'; 'three']",seven
41069,0,"['four'; 'nine'; 'zero'; 'one'; 'six']",zero
41070,9,"['eight'; 'six'; 'one'; 'zero'; 'four']",zero
41071,3,"['three'; 'eight'; 'six'; 'zero'; 'five']",zero
41072,5,"['two'; 'three'; 'five'; 'four'; 'zero']",zero
41073,1,"['eight'; 'three'; 'one'; 'four'; 'two']",three
41074,2,"['one'; 'zero'; 'seven'; 'nine'; 'six']",zero
41075,4,"['six'; 'four'; 'seven'; 'three'; 'eight']",three
41076,1,"['four'; 'one'; 'eight'; 'two'; 'three']",one
41077,0,"['one'; 'nine'; 'four'; 'zero'; 'six']",zero
41078,8,"['three'; 'zero'; 'nine'; 'four'; 'five']",zero
41079,4,"['three'; 'six'; 'eight'; 'seven'; 'four']",six
41080,2,"['seven'; 'six'; 'zero'; 'nine'; 'one']",zero
41081,9,"['one'; 'zero'; 'eight'; 'six'; 'four']",zero
41082,2,"['zero'; 'one'; 'seven'; 'six'; 'nine']",seven
41083,7,"['nine'; 'six'; 'one'; 'zero'; 'two']",zero
41084,9,"['eight'; 'six'; 'one'; 'zero'; 'four']",zero
41085,3,"['eight'; 'zero'; 'three'; 'six'; 'five']",zero
41086,6,"['four'; 'five'; 'seven'; 'two'; 'one']",five
41087,2,"['six'; 'nine'; 'seven'; 'one'; 'zero']",zero
41088,7,"['nine'; 'six'; 'two'; 'zero'; 'one']",zero
41089,6,"['five'; 'one'; 'seven'; 'four'; 'two']",one
41090,1,"['one'; 'three'; 'four'; 'two'; 'eight']",three
41091,5,"['four'; 'two'; 'five'; 'three'; 'zero']",zero
41092,8,"['three'; 'four'; 'zero'; 'nine'; 'five']",zero
41093,4,"['three'; 'four'; 'seven'; 'eight'; 'six']",seven
41094,5,"['five'; 'two'; 'zero'; 'three'; 'four']",zero
41095,7,"['one'; 'zero'; 'two'; 'six'; 'nine']",zero
41096,4,"['four'; 'seven'; 'six'; 'eight'; 'three']",seven
41097,9,"['four'; 'six'; 'zero'; 'eight'; 'one']",zero
41098,4,"['four'; 'seven'; 'three'; 'six'; 'eight']",seven
41099,7,"['nine'; 'two'; 'six'; 'one'; 'zero']",zero
41100,0,"['one'; 'four'; 'six'; 'nine'; 'zero']",zero
41101,0,"['four'; 'six'; 'nine'; 'zero'; 'one']",zero
41102,9,"['one'; 'four'; 'eight'; 'six'; 'zero']",zero
41103,1,"['three'; 'two'; 'eight'; 'four'; 'one']",eight
41104,1,"['three'; 'one'; 'eight'; 'two'; 'four']",eight
41105,2,"['nine'; 'seven'; 'six'; 'zero'; 'one']",zero
41106,8,"['zero'; 'four'; 'three'; 'five'; 'nine']",zero
41107,3,"['six'; 'three'; 'five'; 'zero'; 'eight']",zero
41108,0,"['six'; 'one'; 'nine'; 'four'; 'zero']",zero
41109,4,"['three'; 'seven'; 'four'; 'eight'; 'six']",seven
41110,3,"['six'; 'eight'; 'five'; 'zero'; 'three']",zero
41111,6,"['seven'; 'one'; 'two'; 'four'; 'five']",one
41112,2,"['nine'; 'seven'; 'zero'; 'one'; 'six']",zero
41113,7,"['nine'; 'six'; 'two'; 'one'; 'zero']",zero
41114,9,"['four'; 'zero'; 'eight'; 'six'; 'one']",zero
41115,8,"['three'; 'four'; 'nine'; 'zero'; 'five']",zero
41116,9,"['eight'; 'one'; 'six'; 'zero'; 'four']",zero
41117,0,"['nine'; 'four'; 'one'; 'zero'; 'six']",zero
41118,8,"['nine'; 'zero'; 'three'; 'four'; 'five']",zero
41119,1,"['one'; 'four'; 'eight'; 'two'; 'three']",four
41120,4,"['eight'; 'seven'; 'six'; 'three'; 'four']",seven
41121,2,"['nine'; 'zero'; 'six'; 'seven'; 'one']",zero
41122,0,"['nine'; 'six'; 'four'; 'zero'; 'one']",nine
41123,3,"['five'; 'three'; 'zero'; 'six'; 'eight']",zero
41124,8,"['four'; 'zero'; 'nine'; 'three'; 'five']",zero
41125,4,"['eight'; 'three'; 'seven'; 'four'; 'six']",four
41126,0,"['one'; 'nine'; 'six'; 'zero'; 'four']",nine
41127,5,"['five'; 'four'; 'two'; 'zero'; 'three']",zero
41128,9,"['four'; 'eight'; 'six'; 'zero'; 'one']",zero
41129,6,"['seven'; 'four'; 'five'; 'two'; 'one']",four
41130,8,"['nine'; 'zero'; 'three'; 'four'; 'five']",zero
41131,7,"['two'; 'six'; 'one'; 'nine'; 'zero']",zero
41132,8,"['nine'; 'four'; 'three'; 'five'; 'zero']",zero
41133,8,"['nine'; 'four'; 'five'; 'zero'; 'three']",zero
41134,6,"['seven'; 'two'; 'four'; 'five'; 'one']",two
41135,9,"['six'; 'four'; 'eight'; 'zero'; 'one']",zero
41136,3,"['three'; 'eight'; 'zero'; 'six'; 'five']",zero
41137,0,"['six'; 'zero'; 'nine'; 'one'; 'four']",zero
41138,0,"['zero'; 'four'; 'six'; 'one'; 'nine']",four
41139,1,"['three'; 'two'; 'eight'; 'four'; 'one']",eight
41140,5,"['two'; 'three'; 'five'; 'four'; 'zero']",zero
41141,2,"['zero'; 'six'; 'nine'; 'seven'; 'one']",seven
41142,6,"['seven'; 'two'; 'four'; 'five'; 'one']",five
41143,3,"['five'; 'three'; 'six'; 'eight'; 'zero']",zero
41144,5,"['three'; 'zero'; 'four'; 'five'; 'two']",zero
41145,4,"['seven'; 'four'; 'three'; 'eight'; 'six']",three
41146,1,"['four'; 'two'; 'one'; 'eight'; 'three']",one
41147,5,"['four'; 'three'; 'two'; 'zero'; 'five']",zero
41148,7,"['one'; 'two'; 'six'; 'nine'; 'zero']",zero
41149,6,"['seven'; 'two'; 'one'; 'five'; 'four']",two
41150,1,"['three'; 'one'; 'two'; 'eight'; 'four']",one
41151,7,"['nine'; 'two'; 'six'; 'one'; 'zero']",zero
41152,5,"['zero'; 'three'; 'four'; 'two'; 'five']",zero
41153,8,"['four'; 'five'; 'nine'; 'three'; 'zero']",zero
41154,8,"['nine'; 'three'; 'zero'; 'five'; 'four']",zero
41155,9,"['four'; 'six'; 'one'; 'zero'; 'eight']",zero
41156,0,"['four'; 'six'; 'one'; 'zero'; 'nine']",zero
41157,6,"['five'; 'seven'; 'four'; 'two'; 'one']",four
41158,0,"['zero'; 'nine'; 'four'; 'one'; 'six']",nine
41159,4,"['four'; 'eight'; 'three'; 'seven'; 'six']",eight
41160,6,"['seven'; 'two'; 'four'; 'one'; 'five']",two
41161,7,"['zero'; 'six'; 'one'; 'nine'; 'two']",nine
41162,9,"['zero'; 'one'; 'six'; 'four'; 'eight']",four
41163,4,"['four'; 'eight'; 'three'; 'six'; 'seven']",eight
41164,7,"['six'; 'two'; 'one'; 'zero'; 'nine']",zero
41165,3,"['six'; 'five'; 'eight'; 'zero'; 'three']",zero
41166,4,"['four'; 'six'; 'eight'; 'seven'; 'three']",six
41167,6,"['two'; 'five'; 'seven'; 'four'; 'one']",five
41168,7,"['six'; 'nine'; 'zero'; 'two'; 'one']",zero
41169,2,"['six'; 'one'; 'zero'; 'nine'; 'seven']",zero
41170,6,"['two'; 'one'; 'four'; 'seven'; 'five']",one
41171,3,"['five'; 'zero'; 'six'; 'three'; 'eight']",zero
41172,6,"['two'; 'one'; 'five'; 'four'; 'seven']",one
41173,4,"['eight'; 'four'; 'six'; 'three'; 'seven']",four
41174,7,"['two'; 'one'; 'zero'; 'six'; 'nine']",zero
41175,8,"['five'; 'three'; 'nine'; 'zero'; 'four']",zero
41176,7,"['one'; 'two'; 'nine'; 'six'; 'zero']",zero
41177,9,"['one'; 'zero'; 'eight'; 'four'; 'six']",zero
41178,9,"['zero'; 'six'; 'one'; 'four'; 'eight']",six
41179,2,"['one'; 'zero'; 'six'; 'seven'; 'nine']",zero
41180,8,"['zero'; 'five'; 'four'; 'nine'; 'three']",five
41181,2,"['seven'; 'nine'; 'one'; 'zero'; 'six']",zero
41182,2,"['one'; 'nine'; 'six'; 'seven'; 'zero']",zero
41183,8,"['nine'; 'five'; 'three'; 'zero'; 'four']",zero
41184,7,"['two'; 'six'; 'zero'; 'nine'; 'one']",zero
41185,5,"['zero'; 'three'; 'two'; 'four'; 'five']",zero
41186,5,"['five'; 'zero'; 'two'; 'four'; 'three']",zero
41187,0,"['zero'; 'nine'; 'six'; 'one'; 'four']",nine
41188,6,"['seven'; 'two'; 'four'; 'one'; 'five']",two
41189,2,"['seven'; 'nine'; 'six'; 'zero'; 'one']",zero
41190,6,"['one'; 'two'; 'five'; 'seven'; 'four']",four
41191,0,"['zero'; 'nine'; 'six'; 'four'; 'one']",nine
41192,4,"['six'; 'three'; 'eight'; 'four'; 'seven']",three
41193,1,"['three'; 'four'; 'eight'; 'two'; 'one']",four
41194,7,"['one'; 'zero'; 'two'; 'nine'; 'six']",zero
41195,1,"['three'; 'eight'; 'two'; 'four'; 'one']",eight
41196,9,"['four'; 'eight'; 'zero'; 'six'; 'one']",zero
41197,2,"['nine'; 'one'; 'zero'; 'seven'; 'six']",zero
41198,6,"['one'; 'two'; 'five'; 'four'; 'seven']",one
41199,9,"['zero'; 'eight'; 'four'; 'one'; 'six']",four
41200,8,"['zero'; 'five'; 'nine'; 'three'; 'four']",five
41201,6,"['five'; 'two'; 'four'; 'one'; 'seven']",one
41202,5,"['three'; 'four'; 'five'; 'two'; 'zero']",zero
41203,8,"['four'; 'five'; 'three'; 'zero'; 'nine']",zero
41204,2,"['one'; 'nine'; 'seven'; 'zero'; 'six']",zero
41205,1,"['three'; 'two'; 'one'; 'four'; 'eight']",two
41206,4,"['three'; 'six'; 'four'; 'seven'; 'eight']",six
41207,2,"['seven'; 'one'; 'nine'; 'six'; 'zero']",zero
41208,5,"['two'; 'four'; 'three'; 'five'; 'zero']",zero
41209,1,"['two'; 'one'; 'four'; 'eight'; 'three']",one
41210,1,"['three'; 'eight'; 'one'; 'four'; 'two']",one
41211,0,"['nine'; 'four'; 'six'; 'zero'; 'one']",zero
41212,3,"['eight'; 'six'; 'zero'; 'three'; 'five']",zero
41213,6,"['five'; 'two'; 'one'; 'seven'; 'four']",one
41214,6,"['two'; 'four'; 'seven'; 'one'; 'five']",four
41215,5,"['zero'; 'five'; 'three'; 'four'; 'two']",zero
41216,2,"['nine'; 'zero'; 'seven'; 'six'; 'one']",zero
41217,2,"['one'; 'nine'; 'six'; 'seven'; 'zero']",zero
41218,8,"['three'; 'five'; 'nine'; 'four'; 'zero']",zero
41219,9,"['eight'; 'six'; 'zero'; 'four'; 'one']",zero
41220,4,"['eight'; 'three'; 'six'; 'seven'; 'four']",three
41221,7,"['six'; 'nine'; 'two'; 'zero'; 'one']",zero
41222,1,"['four'; 'eight'; 'one'; 'three'; 'two']",four
41223,5,"['two'; 'three'; 'five'; 'zero'; 'four']",zero
41224,7,"['two'; 'one'; 'zero'; 'six'; 'nine']",zero
41225,3,"['five'; 'zero'; 'six'; 'three'; 'eight']",zero
41226,1,"['three'; 'two'; 'one'; 'eight'; 'four']",eight
41227,9,"['one'; 'four'; 'six'; 'eight'; 'zero']",zero
41228,0,"['nine'; 'one'; 'four'; 'zero'; 'six']",zero
41229,3,"['zero'; 'three'; 'five'; 'six'; 'eight']",zero
41230,5,"['three'; 'two'; 'five'; 'zero'; 'four']",zero
41231,8,"['four'; 'zero'; 'nine'; 'five'; 'three']",zero
41232,7,"['two'; 'zero'; 'one'; 'six'; 'nine']",zero
41233,3,"['zero'; 'three'; 'five'; 'eight'; 'six']",zero
41234,2,"['zero'; 'seven'; 'one'; 'six'; 'nine']",seven
41235,8,"['five'; 'zero'; 'four'; 'nine'; 'three']",zero
41236,7,"['two'; 'six'; 'zero'; 'nine'; 'one']",zero
41237,1,"['four'; 'eight'; 'one'; 'three'; 'two']",four
41238,1,"['three'; 'two'; 'one'; 'eight'; 'four']",eight
41239,9,"['six'; 'zero'; 'one'; 'eight'; 'four']",zero
41240,7,"['nine'; 'two'; 'six'; 'one'; 'zero']",zero
41241,5,"['five'; 'four'; 'two'; 'zero'; 'three']",zero
41242,6,"['four'; 'seven'; 'five'; 'two'; 'one']",one
41243,5,"['three'; 'two'; 'five'; 'zero'; 'four']",zero
41244,7,"['six'; 'one'; 'zero'; 'nine'; 'two']",zero
41245,0,"['nine'; 'one'; 'zero'; 'four'; 'six']",zero
41246,6,"['five'; 'two'; 'one'; 'seven'; 'four']",one
41247,1,"['two'; 'four'; 'one'; 'three'; 'eight']",four
41248,1,"['eight'; 'three'; 'four'; 'one'; 'two']",three
41249,1,"['eight'; 'three'; 'four'; 'one'; 'two']",three
41250,7,"['zero'; 'nine'; 'one'; 'two'; 'six']",nine
41251,9,"['four'; 'one'; 'zero'; 'eight'; 'six']",zero
41252,0,"['nine'; 'four'; 'six'; 'zero'; 'one']",zero
41253,8,"['three'; 'five'; 'four'; 'nine'; 'zero']",zero
41254,9,"['six'; 'zero'; 'one'; 'four'; 'eight']",zero
41255,2,"['zero'; 'nine'; 'six'; 'seven'; 'one']",nine
41256,2,"['seven'; 'nine'; 'six'; 'zero'; 'one']",zero
41257,6,"['two'; 'four'; 'seven'; 'one'; 'five']",four
41258,5,"['two'; 'zero'; 'four'; 'five'; 'three']",zero
41259,0,"['one'; 'six'; 'four'; 'nine'; 'zero']",zero
41260,2,"['zero'; 'seven'; 'six'; 'nine'; 'one']",seven
41261,6,"['five'; 'one'; 'four'; 'seven'; 'two']",one
41262,6,"['two'; 'seven'; 'one'; 'four'; 'five']",four
41263,5,"['zero'; 'three'; 'five'; 'two'; 'four']",zero
41264,2,"['nine'; 'zero'; 'one'; 'six'; 'seven']",zero
41265,0,"['one'; 'nine'; 'zero'; 'six'; 'four']",zero
41266,1,"['four'; 'two'; 'three'; 'one'; 'eight']",four
41267,3,"['five'; 'three'; 'zero'; 'eight'; 'six']",zero
41268,6,"['one'; 'four'; 'two'; 'five'; 'seven']",four
41269,1,"['three'; 'one'; 'four'; 'two'; 'eight']",one
41270,9,"['eight'; 'four'; 'one'; 'six'; 'zero']",zero
41271,8,"['three'; 'four'; 'nine'; 'five'; 'zero']",zero
41272,6,"['four'; 'one'; 'five'; 'two'; 'seven']",one
41273,6,"['one'; 'four'; 'seven'; 'five'; 'two']",four
41274,9,"['zero'; 'eight'; 'six'; 'four'; 'one']",eight
41275,7,"['one'; 'nine'; 'six'; 'zero'; 'two']",zero
41276,2,"['seven'; 'zero'; 'six'; 'nine'; 'one']",zero
41277,5,"['five'; 'four'; 'two'; 'zero'; 'three']",zero
41278,5,"['five'; 'four'; 'two'; 'zero'; 'three']",zero
41279,9,"['zero'; 'eight'; 'six'; 'four'; 'one']",six
41280,7,"['two'; 'one'; 'zero'; 'nine'; 'six']",zero
41281,9,"['one'; 'four'; 'six'; 'eight'; 'zero']",zero
41282,1,"['four'; 'two'; 'three'; 'one'; 'eight']",one
41283,3,"['zero'; 'six'; 'three'; 'five'; 'eight']",zero
41284,2,"['one'; 'seven'; 'zero'; 'nine'; 'six']",zero
41285,0,"['six'; 'four'; 'one'; 'nine'; 'zero']",zero
41286,0,"['zero'; 'four'; 'one'; 'nine'; 'six']",nine
41287,3,"['zero'; 'five'; 'three'; 'eight'; 'six']",zero
41288,0,"['six'; 'four'; 'nine'; 'zero'; 'one']",zero
41289,1,"['three'; 'four'; 'eight'; 'two'; 'one']",four
41290,2,"['zero'; 'nine'; 'seven'; 'one'; 'six']",seven
41291,0,"['one'; 'nine'; 'four'; 'six'; 'zero']",zero
41292,2,"['six'; 'nine'; 'one'; 'zero'; 'seven']",zero
41293,4,"['four'; 'six'; 'seven'; 'three'; 'eight']",six
41294,2,"['nine'; 'one'; 'zero'; 'six'; 'seven']",zero
41295,9,"['zero'; 'four'; 'one'; 'eight'; 'six']",four
41296,0,"['nine'; 'six'; 'zero'; 'four'; 'one']",nine
41297,7,"['six'; 'one'; 'zero'; 'two'; 'nine']",zero
41298,4,"['seven'; 'three'; 'eight'; 'four'; 'six']",three
41299,3,"['three'; 'zero'; 'six'; 'eight'; 'five']",zero
41300,7,"['six'; 'two'; 'one'; 'zero'; 'nine']",zero
41301,2,"['seven'; 'zero'; 'nine'; 'six'; 'one']",zero
41302,9,"['one'; 'four'; 'eight'; 'zero'; 'six']",zero
41303,6,"['four'; 'one'; 'seven'; 'five'; 'two']",one
41304,8,"['five'; 'three'; 'zero'; 'four'; 'nine']",zero
41305,5,"['four'; 'zero'; 'five'; 'two'; 'three']",zero
41306,9,"['six'; 'zero'; 'eight'; 'four'; 'one']",zero
41307,4,"['eight'; 'six'; 'three'; 'seven'; 'four']",four
41308,6,"['five'; 'one'; 'seven'; 'four'; 'two']",one
41309,7,"['zero'; 'six'; 'two'; 'one'; 'nine']",zero
41310,7,"['six'; 'one'; 'zero'; 'two'; 'nine']",zero
41311,9,"['four'; 'six'; 'zero'; 'one'; 'eight']",zero
41312,5,"['zero'; 'four'; 'two'; 'three'; 'five']",zero
41313,7,"['two'; 'six'; 'zero'; 'one'; 'nine']",zero
41314,5,"['five'; 'four'; 'three'; 'two'; 'zero']",zero
41315,0,"['one'; 'six'; 'four'; 'zero'; 'nine']",zero
41316,6,"['four'; 'seven'; 'one'; 'five'; 'two']",one
41317,3,"['eight'; 'five'; 'six'; 'zero'; 'three']",zero
41318,0,"['one'; 'nine'; 'four'; 'zero'; 'six']",zero
41319,4,"['four'; 'seven'; 'three'; 'eight'; 'six']",seven
41320,0,"['zero'; 'six'; 'four'; 'nine'; 'one']",four
41321,5,"['five'; 'four'; 'two'; 'zero'; 'three']",zero
41322,5,"['four'; 'two'; 'three'; 'zero'; 'five']",zero
41323,6,"['one'; 'two'; 'seven'; 'four'; 'five']",four
41324,7,"['two'; 'one'; 'six'; 'nine'; 'zero']",zero
41325,7,"['two'; 'six'; 'zero'; 'one'; 'nine']",zero
41326,9,"['eight'; 'zero'; 'six'; 'one'; 'four']",zero
41327,8,"['zero'; 'four'; 'three'; 'nine'; 'five']",three
41328,7,"['zero'; 'two'; 'six'; 'one'; 'nine']",nine
41329,9,"['eight'; 'one'; 'six'; 'four'; 'zero']",zero
41330,2,"['zero'; 'seven'; 'six'; 'one'; 'nine']",seven
41331,0,"['one'; 'four'; 'nine'; 'zero'; 'six']",zero
41332,1,"['three'; 'two'; 'eight'; 'four'; 'one']",eight
41333,1,"['one'; 'four'; 'eight'; 'two'; 'three']",four
41334,9,"['zero'; 'eight'; 'one'; 'four'; 'six']",zero
41335,2,"['seven'; 'nine'; 'one'; 'six'; 'zero']",seven
41336,7,"['six'; 'zero'; 'nine'; 'two'; 'one']",zero
41337,3,"['six'; 'eight'; 'three'; 'zero'; 'five']",zero
41338,0,"['zero'; 'nine'; 'one'; 'four'; 'six']",nine
41339,7,"['six'; 'nine'; 'zero'; 'one'; 'two']",zero
41340,2,"['seven'; 'nine'; 'one'; 'zero'; 'six']",zero
41341,0,"['six'; 'zero'; 'nine'; 'four'; 'one']",zero
41342,4,"['three'; 'four'; 'seven'; 'eight'; 'six']",four
41343,3,"['eight'; 'three'; 'six'; 'zero'; 'five']",zero
41344,6,"['two'; 'one'; 'four'; 'seven'; 'five']",one
41345,7,"['two'; 'zero'; 'one'; 'six'; 'nine']",zero
41346,6,"['seven'; 'four'; 'two'; 'five'; 'one']",two
41347,8,"['four'; 'nine'; 'zero'; 'five'; 'three']",zero
41348,2,"['nine'; 'zero'; 'one'; 'six'; 'seven']",zero
41349,9,"['eight'; 'zero'; 'one'; 'six'; 'four']",zero
41350,0,"['nine'; 'zero'; 'one'; 'four'; 'six']",zero
41351,6,"['five'; 'two'; 'four'; 'seven'; 'one']",two
41352,0,"['six'; 'nine'; 'zero'; 'one'; 'four']",nine
41353,0,"['one'; 'six'; 'nine'; 'four'; 'zero']",zero
41354,4,"['eight'; 'three'; 'six'; 'seven'; 'four']",three
41355,4,"['four'; 'seven'; 'eight'; 'three'; 'six']",seven
41356,3,"['eight'; 'five'; 'three'; 'zero'; 'six']",zero
41357,0,"['four'; 'one'; 'six'; 'zero'; 'nine']",zero
41358,0,"['nine'; 'four'; 'one'; 'zero'; 'six']",zero
41359,8,"['zero'; 'four'; 'nine'; 'five'; 'three']",zero
41360,1,"['three'; 'four'; 'eight'; 'one'; 'two']",four
41361,6,"['two'; 'four'; 'seven'; 'one'; 'five']",four
41362,7,"['one'; 'six'; 'nine'; 'two'; 'zero']",zero
41363,8,"['zero'; 'four'; 'five'; 'nine'; 'three']",zero
41364,9,"['six'; 'zero'; 'one'; 'eight'; 'four']",zero
41365,7,"['nine'; 'zero'; 'six'; 'two'; 'one']",zero
41366,2,"['one'; 'zero'; 'nine'; 'six'; 'seven']",zero
