index,true_label,candidate_labels,complementary_label
41201,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",non-insect invertebrates
41202,13,"['large omnivores and herbivores'; 'large carnivores'; 'fish']",fish
41203,11,"['food containers'; 'large natural outdoor scenes'; 'flowers']",flowers
41204,17,"['fish'; 'insects'; 'flowers']",fish
41205,0,"['food containers'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
41206,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
41207,0,"['food containers'; 'aquatic mammals'; 'large carnivores']",food containers
41208,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
41209,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
41210,5,"['aquatic mammals'; 'small mammals'; 'insects']",aquatic mammals
41211,10,"['household furniture'; 'fruit and vegetables'; 'large carnivores']",fruit and vegetables
41212,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
41213,7,"['non-insect invertebrates'; 'people'; 'insects']",people
41214,17,"['insects'; 'flowers'; 'fish']",fish
41215,18,"['insects'; 'flowers'; 'large man-made outdoor things']",flowers
41216,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
41217,16,"['household furniture'; 'large omnivores and herbivores'; 'large man-made outdoor things']",household furniture
41218,17,"['fish'; 'flowers'; 'insects']",fish
41219,7,"['insects'; 'people'; 'non-insect invertebrates']",people
41220,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
41221,2,"['food containers'; 'flowers'; 'trees']",food containers
41222,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
41223,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
41224,12,"['large omnivores and herbivores'; 'food containers'; 'medium-sized mammals']",food containers
41225,2,"['flowers'; 'food containers'; 'trees']",food containers
41226,1,"['vehicles 2'; 'fruit and vegetables'; 'insects']",fruit and vegetables
41227,8,"['aquatic mammals'; 'large carnivores'; 'vehicles 1']",Vehicles
41228,10,"['household furniture'; 'fruit and vegetables'; 'large carnivores']",household furniture
41229,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
41230,4,"['flowers'; 'aquatic mammals'; 'household furniture']",flowers
41231,4,"['household furniture'; 'flowers'; 'aquatic mammals']",aquatic mammals
41232,3,"['vehicles 1'; 'fish'; 'non-insect invertebrates']",fish
41233,12,"['food containers'; 'large omnivores and herbivores'; 'medium-sized mammals']",food containers
41234,6,"['household furniture'; 'vehicles 2'; 'trees']",trees
41235,6,"['vehicles 2'; 'trees'; 'household furniture']",trees
41236,16,"['large omnivores and herbivores'; 'household furniture'; 'large man-made outdoor things']",household furniture
41237,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
41238,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
41239,2,"['food containers'; 'trees'; 'flowers']",trees
41240,13,"['large omnivores and herbivores'; 'large carnivores'; 'fish']",fish
41241,10,"['large carnivores'; 'household furniture'; 'fruit and vegetables']",household furniture
41242,4,"['household furniture'; 'aquatic mammals'; 'flowers']",aquatic mammals
41243,11,"['flowers'; 'food containers'; 'large natural outdoor scenes']",flowers
41244,2,"['flowers'; 'food containers'; 'trees']",food containers
41245,7,"['people'; 'non-insect invertebrates'; 'insects']",people
41246,10,"['household furniture'; 'fruit and vegetables'; 'large carnivores']",fruit and vegetables
41247,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
41248,4,"['flowers'; 'household furniture'; 'aquatic mammals']",flowers
41249,6,"['trees'; 'vehicles 2'; 'household furniture']",vehicles 2
41250,2,"['trees'; 'food containers'; 'flowers']",food containers
41251,10,"['fruit and vegetables'; 'household furniture'; 'large carnivores']",fruit and vegetables
41252,16,"['large man-made outdoor things'; 'household furniture'; 'large omnivores and herbivores']",household furniture
41253,10,"['household furniture'; 'large carnivores'; 'fruit and vegetables']",household furniture
41254,4,"['aquatic mammals'; 'household furniture'; 'flowers']",household furniture
41255,15,"['medium-sized mammals'; 'flowers'; 'trees']",flowers
41256,11,"['food containers'; 'flowers'; 'large natural outdoor scenes']",flowers
41257,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
41258,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",non-insect invertebrates
41259,4,"['household furniture'; 'flowers'; 'aquatic mammals']",aquatic mammals
41260,9,"['non-insect invertebrates'; 'large natural outdoor scenes'; 'household electrical devices']",non-insect invertebrates
41261,19,"['food containers'; 'large carnivores'; 'medium-sized mammals']",large carnivores
41262,15,"['trees'; 'flowers'; 'medium-sized mammals']",trees
41263,19,"['food containers'; 'medium-sized mammals'; 'large carnivores']",food containers
41264,17,"['flowers'; 'fish'; 'insects']",fish
41265,2,"['flowers'; 'trees'; 'food containers']",food containers
41266,14,"['trees'; 'people'; 'food containers']",trees
41267,15,"['trees'; 'flowers'; 'medium-sized mammals']",trees
41268,17,"['flowers'; 'fish'; 'insects']",fish
41269,12,"['medium-sized mammals'; 'food containers'; 'large omnivores and herbivores']",food containers
41270,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
41271,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",non-insect invertebrates
41272,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
41273,7,"['people'; 'insects'; 'non-insect invertebrates']",people
41274,0,"['large carnivores'; 'aquatic mammals'; 'food containers']",food containers
41275,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
41276,2,"['flowers'; 'food containers'; 'trees']",food containers
41277,19,"['large carnivores'; 'food containers'; 'medium-sized mammals']",food containers
41278,13,"['large omnivores and herbivores'; 'large carnivores'; 'fish']",fish
41279,1,"['vehicles 2'; 'insects'; 'fruit and vegetables']",fruit and vegetables
41280,8,"['aquatic mammals'; 'large carnivores'; 'vehicles 1']",Vehicles
41281,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",non-insect invertebrates
41282,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",fish
41283,14,"['people'; 'trees'; 'food containers']",trees
41284,4,"['flowers'; 'household furniture'; 'aquatic mammals']",household furniture
41285,7,"['people'; 'non-insect invertebrates'; 'insects']",people
41286,4,"['flowers'; 'household furniture'; 'aquatic mammals']",flowers
41287,15,"['medium-sized mammals'; 'trees'; 'flowers']",trees
41288,2,"['trees'; 'food containers'; 'flowers']",food containers
41289,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
41290,12,"['food containers'; 'large omnivores and herbivores'; 'medium-sized mammals']",food containers
41291,11,"['flowers'; 'food containers'; 'large natural outdoor scenes']",flowers
41292,12,"['medium-sized mammals'; 'food containers'; 'large omnivores and herbivores']",food containers
41293,17,"['fish'; 'insects'; 'flowers']",fish
41294,18,"['insects'; 'large man-made outdoor things'; 'flowers']",insects
41295,6,"['vehicles 2'; 'trees'; 'household furniture']",trees
41296,3,"['vehicles 1'; 'non-insect invertebrates'; 'fish']",fish
41297,0,"['food containers'; 'aquatic mammals'; 'large carnivores']",food containers
41298,1,"['vehicles 2'; 'insects'; 'fruit and vegetables']",fruit and vegetables
41299,8,"['large carnivores'; 'aquatic mammals'; 'vehicles 1']",Vehicles
41300,17,"['insects'; 'flowers'; 'fish']",fish
41301,5,"['aquatic mammals'; 'small mammals'; 'insects']",aquatic mammals
41302,7,"['non-insect invertebrates'; 'people'; 'insects']",people
41303,4,"['household furniture'; 'flowers'; 'aquatic mammals']",aquatic mammals
41304,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
41305,5,"['aquatic mammals'; 'small mammals'; 'insects']",aquatic mammals
41306,18,"['insects'; 'large man-made outdoor things'; 'flowers']",insects
41307,17,"['insects'; 'fish'; 'flowers']",fish
41308,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",Vehicles
41309,14,"['people'; 'food containers'; 'trees']",food containers
41310,2,"['trees'; 'food containers'; 'flowers']",food containers
41311,14,"['trees'; 'food containers'; 'people']",trees
41312,9,"['large natural outdoor scenes'; 'household electrical devices'; 'non-insect invertebrates']",household electrical devices
41313,4,"['household furniture'; 'aquatic mammals'; 'flowers']",aquatic mammals
41314,1,"['vehicles 2'; 'fruit and vegetables'; 'insects']",fruit and vegetables
41315,9,"['large natural outdoor scenes'; 'household electrical devices'; 'non-insect invertebrates']",household electrical devices
41316,17,"['fish'; 'flowers'; 'insects']",fish
41317,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",insects
41318,3,"['vehicles 1'; 'fish'; 'non-insect invertebrates']",fish
41319,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",household electrical devices
41320,10,"['fruit and vegetables'; 'large carnivores'; 'household furniture']",fruit and vegetables
41321,16,"['large omnivores and herbivores'; 'household furniture'; 'large man-made outdoor things']",household furniture
41322,16,"['large omnivores and herbivores'; 'household furniture'; 'large man-made outdoor things']",household furniture
41323,17,"['insects'; 'flowers'; 'fish']",fish
41324,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
41325,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",Vehicles
41326,16,"['large man-made outdoor things'; 'household furniture'; 'large omnivores and herbivores']",household furniture
41327,15,"['medium-sized mammals'; 'flowers'; 'trees']",flowers
41328,10,"['fruit and vegetables'; 'household furniture'; 'large carnivores']",household furniture
41329,2,"['food containers'; 'flowers'; 'trees']",food containers
41330,18,"['insects'; 'large man-made outdoor things'; 'flowers']",insects
41331,12,"['food containers'; 'medium-sized mammals'; 'large omnivores and herbivores']",food containers
41332,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
41333,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
41334,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
41335,14,"['trees'; 'food containers'; 'people']",food containers
41336,18,"['large man-made outdoor things'; 'flowers'; 'insects']",flowers
41337,15,"['trees'; 'flowers'; 'medium-sized mammals']",trees
41338,13,"['large omnivores and herbivores'; 'fish'; 'large carnivores']",fish
41339,11,"['food containers'; 'large natural outdoor scenes'; 'flowers']",flowers
41340,15,"['trees'; 'flowers'; 'medium-sized mammals']",trees
41341,5,"['aquatic mammals'; 'insects'; 'small mammals']",aquatic mammals
41342,9,"['large natural outdoor scenes'; 'household electrical devices'; 'non-insect invertebrates']",household electrical devices
41343,18,"['large man-made outdoor things'; 'flowers'; 'insects']",flowers
41344,7,"['insects'; 'non-insect invertebrates'; 'people']",people
41345,17,"['insects'; 'flowers'; 'fish']",fish
41346,17,"['flowers'; 'fish'; 'insects']",fish
41347,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
41348,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
41349,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",fish
41350,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",fish
41351,7,"['non-insect invertebrates'; 'people'; 'insects']",people
41352,1,"['fruit and vegetables'; 'insects'; 'vehicles 2']",Vehicles
41353,1,"['vehicles 2'; 'fruit and vegetables'; 'insects']",fruit and vegetables
41354,16,"['large man-made outdoor things'; 'large omnivores and herbivores'; 'household furniture']",large omnivores and herbivores
41355,14,"['trees'; 'people'; 'food containers']",food containers
41356,1,"['vehicles 2'; 'insects'; 'fruit and vegetables']",fruit and vegetables
41357,8,"['vehicles 1'; 'large carnivores'; 'aquatic mammals']",Vehicles
41358,18,"['insects'; 'flowers'; 'large man-made outdoor things']",flowers
41359,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
41360,5,"['small mammals'; 'insects'; 'aquatic mammals']",aquatic mammals
41361,9,"['non-insect invertebrates'; 'household electrical devices'; 'large natural outdoor scenes']",household electrical devices
41362,1,"['vehicles 2'; 'fruit and vegetables'; 'insects']",fruit and vegetables
41363,4,"['flowers'; 'household furniture'; 'aquatic mammals']",flowers
41364,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",Vehicles
41365,4,"['household furniture'; 'aquatic mammals'; 'flowers']",aquatic mammals
41366,7,"['insects'; 'people'; 'non-insect invertebrates']",people
41367,11,"['flowers'; 'large natural outdoor scenes'; 'food containers']",flowers
41368,8,"['large carnivores'; 'vehicles 1'; 'aquatic mammals']",vehicles 1
41369,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",fish
41370,7,"['insects'; 'people'; 'non-insect invertebrates']",people
41371,9,"['household electrical devices'; 'large natural outdoor scenes'; 'non-insect invertebrates']",household electrical devices
41372,2,"['trees'; 'food containers'; 'flowers']",food containers
41373,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",fish
41374,11,"['food containers'; 'flowers'; 'large natural outdoor scenes']",flowers
41375,12,"['medium-sized mammals'; 'food containers'; 'large omnivores and herbivores']",food containers
41376,3,"['non-insect invertebrates'; 'vehicles 1'; 'fish']",non-insect invertebrates
41377,5,"['insects'; 'aquatic mammals'; 'small mammals']",aquatic mammals
41378,4,"['household furniture'; 'aquatic mammals'; 'flowers']",household furniture
41379,6,"['vehicles 2'; 'household furniture'; 'trees']",trees
41380,13,"['large omnivores and herbivores'; 'fish'; 'large carnivores']",fish
41381,0,"['aquatic mammals'; 'food containers'; 'large carnivores']",food containers
41382,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",fish
41383,5,"['insects'; 'aquatic mammals'; 'small mammals']",aquatic mammals
41384,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",fish
41385,14,"['trees'; 'people'; 'food containers']",trees
41386,14,"['trees'; 'food containers'; 'people']",trees
41387,18,"['insects'; 'large man-made outdoor things'; 'flowers']",insects
41388,9,"['household electrical devices'; 'large natural outdoor scenes'; 'non-insect invertebrates']",household electrical devices
41389,3,"['non-insect invertebrates'; 'vehicles 1'; 'fish']",non-insect invertebrates
41390,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
41391,14,"['people'; 'trees'; 'food containers']",trees
41392,1,"['fruit and vegetables'; 'vehicles 2'; 'insects']",vehicles 2
41393,14,"['trees'; 'food containers'; 'people']",trees
41394,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",fish
41395,11,"['food containers'; 'flowers'; 'large natural outdoor scenes']",flowers
41396,4,"['aquatic mammals'; 'flowers'; 'household furniture']",aquatic mammals
41397,18,"['insects'; 'flowers'; 'large man-made outdoor things']",flowers
41398,2,"['food containers'; 'flowers'; 'trees']",food containers
41399,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
41400,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
41401,18,"['flowers'; 'insects'; 'large man-made outdoor things']",flowers
41402,14,"['food containers'; 'people'; 'trees']",trees
41403,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
41404,6,"['household furniture'; 'vehicles 2'; 'trees']",trees
41405,7,"['non-insect invertebrates'; 'people'; 'insects']",people
41406,15,"['trees'; 'medium-sized mammals'; 'flowers']",trees
41407,14,"['people'; 'food containers'; 'trees']",trees
41408,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",food containers
41409,7,"['insects'; 'people'; 'non-insect invertebrates']",people
41410,2,"['flowers'; 'trees'; 'food containers']",food containers
41411,13,"['fish'; 'large carnivores'; 'large omnivores and herbivores']",fish
41412,4,"['household furniture'; 'flowers'; 'aquatic mammals']",aquatic mammals
41413,5,"['insects'; 'small mammals'; 'aquatic mammals']",aquatic mammals
41414,12,"['large omnivores and herbivores'; 'food containers'; 'medium-sized mammals']",food containers
41415,13,"['fish'; 'large carnivores'; 'large omnivores and herbivores']",fish
41416,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
41417,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
41418,12,"['large omnivores and herbivores'; 'medium-sized mammals'; 'food containers']",food containers
41419,15,"['flowers'; 'trees'; 'medium-sized mammals']",flowers
41420,7,"['people'; 'non-insect invertebrates'; 'insects']",people
41421,2,"['food containers'; 'trees'; 'flowers']",food containers
41422,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",non-insect invertebrates
41423,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
41424,2,"['flowers'; 'food containers'; 'trees']",food containers
41425,17,"['flowers'; 'fish'; 'insects']",fish
41426,11,"['flowers'; 'food containers'; 'large natural outdoor scenes']",flowers
41427,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
41428,11,"['flowers'; 'food containers'; 'large natural outdoor scenes']",flowers
41429,13,"['large omnivores and herbivores'; 'large carnivores'; 'fish']",fish
41430,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",vehicles 1
41431,11,"['food containers'; 'flowers'; 'large natural outdoor scenes']",food containers
41432,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",household electrical devices
41433,2,"['trees'; 'flowers'; 'food containers']",food containers
41434,17,"['flowers'; 'fish'; 'insects']",fish
41435,14,"['food containers'; 'people'; 'trees']",trees
41436,17,"['fish'; 'flowers'; 'insects']",fish
41437,15,"['flowers'; 'trees'; 'medium-sized mammals']",flowers
41438,13,"['fish'; 'large carnivores'; 'large omnivores and herbivores']",Herbivores
41439,18,"['large man-made outdoor things'; 'flowers'; 'insects']",flowers
41440,1,"['insects'; 'vehicles 2'; 'fruit and vegetables']",Vehicles
41441,9,"['non-insect invertebrates'; 'household electrical devices'; 'large natural outdoor scenes']",household electrical devices
41442,9,"['household electrical devices'; 'large natural outdoor scenes'; 'non-insect invertebrates']",household electrical devices
41443,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
41444,19,"['food containers'; 'medium-sized mammals'; 'large carnivores']",food containers
41445,16,"['household furniture'; 'large omnivores and herbivores'; 'large man-made outdoor things']",household furniture
41446,8,"['aquatic mammals'; 'vehicles 1'; 'large carnivores']",aquatic mammals
41447,6,"['trees'; 'vehicles 2'; 'household furniture']",Vehicles
41448,16,"['large man-made outdoor things'; 'large omnivores and herbivores'; 'household furniture']",large man-made outdoor things
41449,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
41450,11,"['food containers'; 'flowers'; 'large natural outdoor scenes']",flowers
41451,3,"['vehicles 1'; 'fish'; 'non-insect invertebrates']",fish
41452,2,"['flowers'; 'food containers'; 'trees']",food containers
41453,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",fish
41454,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",fruit and vegetables
41455,5,"['aquatic mammals'; 'small mammals'; 'insects']",aquatic mammals
41456,17,"['flowers'; 'insects'; 'fish']",fish
41457,18,"['large man-made outdoor things'; 'insects'; 'flowers']",flowers
41458,11,"['flowers'; 'large natural outdoor scenes'; 'food containers']",flowers
41459,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",vehicles 1
41460,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",fish
41461,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",vehicles 1
41462,4,"['flowers'; 'aquatic mammals'; 'household furniture']",aquatic mammals
41463,7,"['non-insect invertebrates'; 'people'; 'insects']",people
41464,9,"['non-insect invertebrates'; 'household electrical devices'; 'large natural outdoor scenes']",household electrical devices
41465,16,"['large man-made outdoor things'; 'large omnivores and herbivores'; 'household furniture']",large man-made outdoor things
41466,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
41467,18,"['large man-made outdoor things'; 'insects'; 'flowers']",flowers
41468,9,"['large natural outdoor scenes'; 'non-insect invertebrates'; 'household electrical devices']",household electrical devices
41469,16,"['large omnivores and herbivores'; 'household furniture'; 'large man-made outdoor things']",household furniture
41470,8,"['large carnivores'; 'aquatic mammals'; 'vehicles 1']",Vehicles
41471,8,"['large carnivores'; 'aquatic mammals'; 'vehicles 1']",Vehicles
41472,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
41473,14,"['trees'; 'food containers'; 'people']",trees
41474,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",large carnivores
41475,12,"['large omnivores and herbivores'; 'food containers'; 'medium-sized mammals']",food containers
41476,7,"['insects'; 'non-insect invertebrates'; 'people']",people
41477,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
41478,3,"['vehicles 1'; 'non-insect invertebrates'; 'fish']",fish
41479,12,"['food containers'; 'medium-sized mammals'; 'large omnivores and herbivores']",food containers
41480,12,"['large omnivores and herbivores'; 'medium-sized mammals'; 'food containers']",large omnivores and herbivores
41481,0,"['aquatic mammals'; 'food containers'; 'large carnivores']",food containers
41482,12,"['food containers'; 'medium-sized mammals'; 'large omnivores and herbivores']",food containers
41483,2,"['food containers'; 'flowers'; 'trees']",food containers
41484,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",fish
41485,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
41486,13,"['large carnivores'; 'large omnivores and herbivores'; 'fish']",fish
41487,8,"['large carnivores'; 'aquatic mammals'; 'vehicles 1']",Vehicles
41488,2,"['food containers'; 'flowers'; 'trees']",food containers
41489,12,"['medium-sized mammals'; 'food containers'; 'large omnivores and herbivores']",food containers
41490,6,"['vehicles 2'; 'household furniture'; 'trees']",trees
41491,15,"['flowers'; 'medium-sized mammals'; 'trees']",flowers
41492,15,"['flowers'; 'medium-sized mammals'; 'trees']",flowers
41493,9,"['large natural outdoor scenes'; 'household electrical devices'; 'non-insect invertebrates']",household electrical devices
41494,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",Large omnivores
41495,11,"['large natural outdoor scenes'; 'food containers'; 'flowers']",flowers
41496,15,"['medium-sized mammals'; 'trees'; 'flowers']",trees
41497,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",fish
41498,8,"['aquatic mammals'; 'vehicles 1'; 'large carnivores']",vehicles 1
41499,6,"['vehicles 2'; 'household furniture'; 'trees']",trees
41500,14,"['trees'; 'people'; 'food containers']",trees
41501,8,"['large carnivores'; 'aquatic mammals'; 'vehicles 1']",Vehicles
41502,11,"['food containers'; 'flowers'; 'large natural outdoor scenes']",flowers
41503,4,"['flowers'; 'aquatic mammals'; 'household furniture']",aquatic mammals
41504,16,"['large man-made outdoor things'; 'large omnivores and herbivores'; 'household furniture']",large man-made outdoor things
41505,15,"['trees'; 'medium-sized mammals'; 'flowers']",trees
41506,16,"['large man-made outdoor things'; 'large omnivores and herbivores'; 'household furniture']",large man-made outdoor things
41507,5,"['insects'; 'small mammals'; 'aquatic mammals']",insects
41508,5,"['insects'; 'small mammals'; 'aquatic mammals']",insects
41509,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
41510,1,"['vehicles 2'; 'fruit and vegetables'; 'insects']",fruit and vegetables
41511,12,"['food containers'; 'medium-sized mammals'; 'large omnivores and herbivores']",food containers
41512,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
41513,17,"['flowers'; 'fish'; 'insects']",fish
41514,4,"['flowers'; 'aquatic mammals'; 'household furniture']",aquatic mammals
41515,18,"['large man-made outdoor things'; 'flowers'; 'insects']",flowers
41516,1,"['fruit and vegetables'; 'vehicles 2'; 'insects']",vehicles 2
41517,8,"['large carnivores'; 'vehicles 1'; 'aquatic mammals']",vehicles 1
41518,8,"['vehicles 1'; 'large carnivores'; 'aquatic mammals']",Vehicles
41519,2,"['trees'; 'food containers'; 'flowers']",food containers
41520,6,"['household furniture'; 'vehicles 2'; 'trees']",trees
41521,17,"['fish'; 'flowers'; 'insects']",fish
41522,0,"['aquatic mammals'; 'food containers'; 'large carnivores']",food containers
41523,11,"['food containers'; 'flowers'; 'large natural outdoor scenes']",flowers
41524,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
41525,9,"['household electrical devices'; 'large natural outdoor scenes'; 'non-insect invertebrates']",household electrical devices
41526,15,"['flowers'; 'trees'; 'medium-sized mammals']",flowers
41527,12,"['large omnivores and herbivores'; 'medium-sized mammals'; 'food containers']",large omnivores and herbivores
41528,12,"['medium-sized mammals'; 'food containers'; 'large omnivores and herbivores']",food containers
41529,7,"['people'; 'non-insect invertebrates'; 'insects']",people
41530,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
41531,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
41532,7,"['people'; 'non-insect invertebrates'; 'insects']",people
41533,9,"['household electrical devices'; 'large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
41534,14,"['food containers'; 'people'; 'trees']",food containers
41535,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",fish
41536,14,"['food containers'; 'people'; 'trees']",food containers
41537,14,"['food containers'; 'people'; 'trees']",food containers
41538,2,"['food containers'; 'flowers'; 'trees']",food containers
41539,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",fish
41540,7,"['insects'; 'non-insect invertebrates'; 'people']",people
41541,17,"['flowers'; 'fish'; 'insects']",fish
41542,0,"['food containers'; 'aquatic mammals'; 'large carnivores']",food containers
41543,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
41544,4,"['flowers'; 'household furniture'; 'aquatic mammals']",household furniture
41545,8,"['large carnivores'; 'aquatic mammals'; 'vehicles 1']",Vehicles
41546,6,"['vehicles 2'; 'trees'; 'household furniture']",Vehicles
41547,2,"['trees'; 'flowers'; 'food containers']",trees
41548,18,"['large man-made outdoor things'; 'flowers'; 'insects']",flowers
41549,19,"['food containers'; 'large carnivores'; 'medium-sized mammals']",large carnivores
41550,14,"['food containers'; 'people'; 'trees']",food containers
41551,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",fish
41552,15,"['flowers'; 'trees'; 'medium-sized mammals']",flowers
41553,17,"['fish'; 'flowers'; 'insects']",fish
41554,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
41555,2,"['food containers'; 'flowers'; 'trees']",food containers
41556,8,"['aquatic mammals'; 'large carnivores'; 'vehicles 1']",Vehicles
41557,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
41558,4,"['flowers'; 'household furniture'; 'aquatic mammals']",flowers
41559,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
41560,13,"['fish'; 'large carnivores'; 'large omnivores and herbivores']",fish
41561,9,"['household electrical devices'; 'large natural outdoor scenes'; 'non-insect invertebrates']",household electrical devices
41562,6,"['vehicles 2'; 'household furniture'; 'trees']",trees
41563,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
41564,13,"['large carnivores'; 'large omnivores and herbivores'; 'fish']",fish
41565,5,"['insects'; 'aquatic mammals'; 'small mammals']",aquatic mammals
41566,2,"['food containers'; 'flowers'; 'trees']",food containers
41567,6,"['vehicles 2'; 'trees'; 'household furniture']",trees
41568,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",fish
41569,7,"['insects'; 'people'; 'non-insect invertebrates']",people
41570,5,"['insects'; 'aquatic mammals'; 'small mammals']",insects
41571,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",Vehicles
41572,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",fish
41573,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
41574,18,"['insects'; 'flowers'; 'large man-made outdoor things']",insects
41575,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",food containers
41576,7,"['people'; 'insects'; 'non-insect invertebrates']",people
41577,1,"['vehicles 2'; 'insects'; 'fruit and vegetables']",fruit and vegetables
41578,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
41579,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",fish
41580,12,"['large omnivores and herbivores'; 'food containers'; 'medium-sized mammals']",food containers
41581,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",fish
41582,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
