index,true_label,candidate_labels,complementary_label
45108,19,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
45109,5,"['fish'; 'non-insect invertebrates']",fish
45110,3,"['food containers'; 'trees']",trees
45111,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45112,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45113,19,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
45114,0,"['food containers'; 'aquatic mammals']",food containers
45115,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
45116,4,"['flowers'; 'vehicles 1']",Vehicles
45117,17,"['food containers'; 'flowers']",flowers
45118,1,"['insects'; 'large carnivores']",insects
45119,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45120,9,"['household furniture'; 'trees']",household furniture
45121,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45122,3,"['food containers'; 'trees']",trees
45123,11,"['people'; 'insects']",insects
45124,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
45125,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45126,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45127,4,"['flowers'; 'vehicles 1']",Vehicles
45128,3,"['food containers'; 'trees']",trees
45129,3,"['food containers'; 'trees']",trees
45130,17,"['flowers'; 'food containers']",flowers
45131,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
45132,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
45133,4,"['flowers'; 'vehicles 1']",Vehicles
45134,12,"['vehicles 1'; 'large carnivores']",Vehicles
45135,12,"['large carnivores'; 'vehicles 1']",Vehicles
45136,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45137,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
45138,0,"['food containers'; 'aquatic mammals']",food containers
45139,12,"['large carnivores'; 'vehicles 1']",vehicles 1
45140,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45141,5,"['fish'; 'non-insect invertebrates']",fish
45142,17,"['food containers'; 'flowers']",food containers
45143,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45144,4,"['flowers'; 'vehicles 1']",Vehicles
45145,9,"['household furniture'; 'trees']",household furniture
45146,5,"['fish'; 'non-insect invertebrates']",fish
45147,2,"['insects'; 'fruit and vegetables']",insects
45148,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45149,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
45150,3,"['food containers'; 'trees']",trees
45151,0,"['food containers'; 'aquatic mammals']",food containers
45152,17,"['flowers'; 'food containers']",flowers
45153,12,"['vehicles 1'; 'large carnivores']",Vehicles
45154,6,"['flowers'; 'aquatic mammals']",flowers
45155,3,"['food containers'; 'trees']",trees
45156,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
45157,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45158,4,"['vehicles 1'; 'flowers']",vehicles 1
45159,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45160,11,"['insects'; 'people']",insects
45161,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45162,7,"['insects'; 'household furniture']",household furniture
45163,0,"['food containers'; 'aquatic mammals']",food containers
45164,12,"['large carnivores'; 'vehicles 1']",vehicles 1
45165,12,"['large carnivores'; 'vehicles 1']",Vehicles
45166,0,"['aquatic mammals'; 'food containers']",food containers
45167,11,"['people'; 'insects']",insects
45168,3,"['food containers'; 'trees']",trees
45169,11,"['insects'; 'people']",insects
45170,1,"['insects'; 'large carnivores']",insects
45171,4,"['vehicles 1'; 'flowers']",Vehicles
45172,9,"['trees'; 'household furniture']",household furniture
45173,12,"['large carnivores'; 'vehicles 1']",Vehicles
45174,9,"['trees'; 'household furniture']",household furniture
45175,9,"['trees'; 'household furniture']",trees
45176,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45177,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
45178,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
45179,10,"['trees'; 'non-insect invertebrates']",trees
45180,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45181,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45182,9,"['trees'; 'household furniture']",household furniture
45183,0,"['food containers'; 'aquatic mammals']",food containers
45184,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45185,17,"['flowers'; 'food containers']",flowers
45186,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45187,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
45188,7,"['household furniture'; 'insects']",household furniture
45189,2,"['insects'; 'fruit and vegetables']",insects
45190,17,"['food containers'; 'flowers']",flowers
45191,18,"['food containers'; 'medium-sized mammals']",food containers
45192,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45193,3,"['food containers'; 'trees']",trees
45194,11,"['people'; 'insects']",insects
45195,3,"['trees'; 'food containers']",trees
45196,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45197,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45198,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
45199,9,"['household furniture'; 'trees']",household furniture
45200,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45201,4,"['vehicles 1'; 'flowers']",Vehicles
45202,11,"['people'; 'insects']",insects
45203,18,"['medium-sized mammals'; 'food containers']",food containers
45204,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45205,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",large natural outdoor scenes
45206,18,"['food containers'; 'medium-sized mammals']",food containers
45207,3,"['trees'; 'food containers']",trees
45208,2,"['fruit and vegetables'; 'insects']",insects
45209,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
45210,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
45211,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
45212,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45213,4,"['flowers'; 'vehicles 1']",Vehicles
45214,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45215,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45216,3,"['food containers'; 'trees']",trees
45217,17,"['flowers'; 'food containers']",food containers
45218,17,"['flowers'; 'food containers']",flowers
45219,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
45220,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
45221,7,"['insects'; 'household furniture']",household furniture
45222,12,"['vehicles 1'; 'large carnivores']",Vehicles
45223,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45224,17,"['flowers'; 'food containers']",flowers
45225,0,"['aquatic mammals'; 'food containers']",food containers
45226,4,"['vehicles 1'; 'flowers']",vehicles 1
45227,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
45228,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45229,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45230,4,"['flowers'; 'vehicles 1']",Vehicles
45231,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
45232,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45233,18,"['food containers'; 'medium-sized mammals']",food containers
45234,6,"['flowers'; 'aquatic mammals']",aquatic mammals
45235,0,"['food containers'; 'aquatic mammals']",food containers
45236,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
45237,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45238,9,"['household furniture'; 'trees']",household furniture
45239,10,"['trees'; 'non-insect invertebrates']",trees
45240,3,"['trees'; 'food containers']",trees
45241,9,"['household furniture'; 'trees']",household furniture
45242,3,"['trees'; 'food containers']",trees
45243,3,"['food containers'; 'trees']",trees
45244,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
45245,1,"['insects'; 'large carnivores']",insects
45246,9,"['household furniture'; 'trees']",trees
45247,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45248,9,"['household furniture'; 'trees']",trees
45249,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
45250,12,"['vehicles 1'; 'large carnivores']",Vehicles
45251,1,"['insects'; 'large carnivores']",insects
45252,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45253,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45254,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
45255,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45256,6,"['flowers'; 'aquatic mammals']",flowers
45257,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45258,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
45259,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
45260,3,"['food containers'; 'trees']",trees
45261,1,"['large carnivores'; 'insects']",insects
45262,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45263,5,"['fish'; 'non-insect invertebrates']",fish
45264,6,"['flowers'; 'aquatic mammals']",aquatic mammals
45265,5,"['fish'; 'non-insect invertebrates']",fish
45266,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
45267,17,"['flowers'; 'food containers']",food containers
45268,0,"['food containers'; 'aquatic mammals']",food containers
45269,6,"['flowers'; 'aquatic mammals']",flowers
45270,8,"['small mammals'; 'aquatic mammals']",small mammals
45271,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45272,11,"['insects'; 'people']",insects
45273,0,"['food containers'; 'aquatic mammals']",food containers
45274,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45275,12,"['vehicles 1'; 'large carnivores']",vehicles 1
45276,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
45277,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
45278,10,"['non-insect invertebrates'; 'trees']",trees
45279,11,"['people'; 'insects']",insects
45280,9,"['trees'; 'household furniture']",trees
45281,4,"['vehicles 1'; 'flowers']",flowers
45282,9,"['household furniture'; 'trees']",household furniture
45283,11,"['people'; 'insects']",insects
45284,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
45285,5,"['fish'; 'non-insect invertebrates']",fish
45286,1,"['large carnivores'; 'insects']",insects
45287,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
45288,9,"['household furniture'; 'trees']",household furniture
45289,7,"['insects'; 'household furniture']",Furniture
45290,3,"['food containers'; 'trees']",trees
45291,12,"['vehicles 1'; 'large carnivores']",Vehicles
45292,0,"['aquatic mammals'; 'food containers']",aquatic mammals
45293,0,"['food containers'; 'aquatic mammals']",food containers
45294,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
45295,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
45296,7,"['insects'; 'household furniture']",household furniture
45297,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45298,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
45299,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
45300,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45301,3,"['trees'; 'food containers']",food containers
45302,7,"['household furniture'; 'insects']",household furniture
45303,18,"['medium-sized mammals'; 'food containers']",food containers
45304,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45305,11,"['insects'; 'people']",insects
45306,5,"['fish'; 'non-insect invertebrates']",fish
45307,18,"['food containers'; 'medium-sized mammals']",food containers
45308,17,"['food containers'; 'flowers']",flowers
45309,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
45310,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
45311,17,"['flowers'; 'food containers']",food containers
45312,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
45313,4,"['vehicles 1'; 'flowers']",Vehicles
45314,3,"['trees'; 'food containers']",trees
45315,11,"['insects'; 'people']",insects
45316,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
45317,4,"['flowers'; 'vehicles 1']",Vehicles
45318,18,"['food containers'; 'medium-sized mammals']",food containers
45319,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
45320,6,"['flowers'; 'aquatic mammals']",flowers
45321,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45322,8,"['small mammals'; 'aquatic mammals']",small mammals
45323,3,"['trees'; 'food containers']",trees
45324,18,"['food containers'; 'medium-sized mammals']",food containers
45325,11,"['insects'; 'people']",insects
45326,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45327,18,"['food containers'; 'medium-sized mammals']",food containers
45328,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
45329,2,"['fruit and vegetables'; 'insects']",insects
45330,18,"['medium-sized mammals'; 'food containers']",food containers
45331,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
45332,3,"['trees'; 'food containers']",trees
45333,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45334,7,"['insects'; 'household furniture']",Furniture
45335,10,"['trees'; 'non-insect invertebrates']",trees
45336,18,"['medium-sized mammals'; 'food containers']",food containers
45337,0,"['food containers'; 'aquatic mammals']",aquatic mammals
45338,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
45339,17,"['food containers'; 'flowers']",food containers
45340,9,"['trees'; 'household furniture']",household furniture
45341,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
45342,4,"['vehicles 1'; 'flowers']",flowers
45343,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
45344,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
45345,7,"['household furniture'; 'insects']",household furniture
45346,10,"['non-insect invertebrates'; 'trees']",trees
45347,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
45348,1,"['insects'; 'large carnivores']",insects
45349,18,"['medium-sized mammals'; 'food containers']",food containers
45350,18,"['food containers'; 'medium-sized mammals']",food containers
45351,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45352,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
45353,3,"['food containers'; 'trees']",trees
45354,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
45355,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45356,11,"['people'; 'insects']",insects
45357,3,"['trees'; 'food containers']",trees
45358,19,"['vehicles 2'; 'large omnivores and herbivores']",vehicles 2
45359,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45360,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45361,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
45362,5,"['fish'; 'non-insect invertebrates']",fish
45363,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",large natural outdoor scenes
45364,17,"['flowers'; 'food containers']",flowers
45365,17,"['flowers'; 'food containers']",food containers
45366,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
45367,0,"['aquatic mammals'; 'food containers']",food containers
45368,7,"['insects'; 'household furniture']",Furniture
45369,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45370,4,"['flowers'; 'vehicles 1']",Vehicles
45371,2,"['fruit and vegetables'; 'insects']",insects
45372,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
45373,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
45374,9,"['household furniture'; 'trees']",trees
45375,4,"['vehicles 1'; 'flowers']",flowers
45376,7,"['insects'; 'household furniture']",insects
45377,3,"['trees'; 'food containers']",trees
45378,3,"['trees'; 'food containers']",trees
45379,18,"['food containers'; 'medium-sized mammals']",food containers
45380,1,"['insects'; 'large carnivores']",insects
45381,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
45382,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
45383,7,"['insects'; 'household furniture']",insects
45384,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
45385,5,"['fish'; 'non-insect invertebrates']",fish
45386,17,"['flowers'; 'food containers']",food containers
45387,7,"['household furniture'; 'insects']",household furniture
45388,5,"['fish'; 'non-insect invertebrates']",fish
45389,1,"['insects'; 'large carnivores']",insects
45390,11,"['insects'; 'people']",insects
45391,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45392,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45393,18,"['medium-sized mammals'; 'food containers']",food containers
45394,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45395,2,"['insects'; 'fruit and vegetables']",insects
45396,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45397,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
45398,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45399,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45400,12,"['vehicles 1'; 'large carnivores']",Vehicles
45401,12,"['vehicles 1'; 'large carnivores']",vehicles 1
45402,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45403,17,"['flowers'; 'food containers']",food containers
45404,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
45405,4,"['vehicles 1'; 'flowers']",flowers
45406,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45407,1,"['large carnivores'; 'insects']",insects
45408,9,"['household furniture'; 'trees']",household furniture
45409,17,"['food containers'; 'flowers']",flowers
45410,7,"['insects'; 'household furniture']",Furniture
45411,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45412,18,"['food containers'; 'medium-sized mammals']",food containers
45413,4,"['vehicles 1'; 'flowers']",flowers
45414,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
45415,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45416,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
45417,19,"['vehicles 2'; 'large omnivores and herbivores']",vehicles 2
45418,12,"['large carnivores'; 'vehicles 1']",Vehicles
45419,11,"['insects'; 'people']",insects
45420,5,"['fish'; 'non-insect invertebrates']",fish
45421,4,"['flowers'; 'vehicles 1']",Vehicles
45422,3,"['food containers'; 'trees']",trees
45423,7,"['insects'; 'household furniture']",household furniture
45424,17,"['flowers'; 'food containers']",flowers
45425,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45426,6,"['flowers'; 'aquatic mammals']",aquatic mammals
45427,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
45428,4,"['flowers'; 'vehicles 1']",Vehicles
45429,3,"['trees'; 'food containers']",trees
45430,7,"['insects'; 'household furniture']",insects
45431,9,"['trees'; 'household furniture']",household furniture
45432,13,"['household electrical devices'; 'aquatic mammals']",aquatic mammals
45433,1,"['large carnivores'; 'insects']",insects
45434,7,"['insects'; 'household furniture']",Furniture
45435,3,"['trees'; 'food containers']",trees
45436,0,"['food containers'; 'aquatic mammals']",food containers
45437,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
45438,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
45439,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45440,1,"['large carnivores'; 'insects']",insects
45441,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
45442,18,"['medium-sized mammals'; 'food containers']",food containers
45443,11,"['insects'; 'people']",insects
45444,0,"['aquatic mammals'; 'food containers']",food containers
45445,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",large natural outdoor scenes
45446,10,"['non-insect invertebrates'; 'trees']",trees
45447,3,"['food containers'; 'trees']",trees
45448,17,"['flowers'; 'food containers']",flowers
45449,18,"['food containers'; 'medium-sized mammals']",food containers
45450,7,"['household furniture'; 'insects']",household furniture
45451,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45452,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45453,6,"['flowers'; 'aquatic mammals']",flowers
45454,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45455,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45456,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45457,11,"['people'; 'insects']",insects
45458,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45459,19,"['vehicles 2'; 'large omnivores and herbivores']",vehicles 2
45460,18,"['medium-sized mammals'; 'food containers']",food containers
45461,18,"['food containers'; 'medium-sized mammals']",food containers
45462,2,"['insects'; 'fruit and vegetables']",insects
45463,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45464,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
45465,0,"['aquatic mammals'; 'food containers']",aquatic mammals
45466,4,"['vehicles 1'; 'flowers']",flowers
45467,12,"['vehicles 1'; 'large carnivores']",vehicles 1
45468,17,"['food containers'; 'flowers']",flowers
45469,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
45470,17,"['food containers'; 'flowers']",flowers
45471,4,"['vehicles 1'; 'flowers']",vehicles 1
45472,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45473,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45474,2,"['insects'; 'fruit and vegetables']",insects
45475,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
45476,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45477,0,"['food containers'; 'aquatic mammals']",food containers
45478,5,"['fish'; 'non-insect invertebrates']",fish
45479,9,"['household furniture'; 'trees']",household furniture
45480,6,"['flowers'; 'aquatic mammals']",flowers
45481,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
45482,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
45483,18,"['medium-sized mammals'; 'food containers']",food containers
45484,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45485,10,"['trees'; 'non-insect invertebrates']",trees
45486,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
45487,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45488,17,"['flowers'; 'food containers']",food containers
45489,18,"['medium-sized mammals'; 'food containers']",food containers
45490,12,"['vehicles 1'; 'large carnivores']",Vehicles
45491,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45492,1,"['insects'; 'large carnivores']",insects
45493,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",large natural outdoor scenes
45494,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45495,19,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
45496,4,"['vehicles 1'; 'flowers']",Vehicles
45497,6,"['flowers'; 'aquatic mammals']",aquatic mammals
45498,10,"['non-insect invertebrates'; 'trees']",trees
45499,12,"['vehicles 1'; 'large carnivores']",Vehicles
45500,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
45501,17,"['food containers'; 'flowers']",food containers
45502,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45503,1,"['insects'; 'large carnivores']",insects
45504,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
45505,9,"['trees'; 'household furniture']",household furniture
45506,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45507,7,"['insects'; 'household furniture']",household furniture
45508,7,"['household furniture'; 'insects']",household furniture
45509,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
45510,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45511,4,"['vehicles 1'; 'flowers']",Vehicles
45512,3,"['trees'; 'food containers']",trees
45513,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
45514,10,"['non-insect invertebrates'; 'trees']",trees
45515,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45516,1,"['insects'; 'large carnivores']",insects
45517,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45518,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45519,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
45520,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45521,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45522,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
45523,0,"['aquatic mammals'; 'food containers']",food containers
45524,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45525,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
45526,3,"['trees'; 'food containers']",food containers
45527,3,"['food containers'; 'trees']",trees
45528,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
45529,18,"['medium-sized mammals'; 'food containers']",food containers
45530,4,"['flowers'; 'vehicles 1']",Vehicles
45531,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
45532,0,"['aquatic mammals'; 'food containers']",food containers
45533,0,"['food containers'; 'aquatic mammals']",food containers
45534,7,"['household furniture'; 'insects']",household furniture
45535,0,"['food containers'; 'aquatic mammals']",food containers
45536,5,"['fish'; 'non-insect invertebrates']",fish
45537,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
45538,0,"['food containers'; 'aquatic mammals']",food containers
45539,9,"['trees'; 'household furniture']",trees
45540,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
45541,1,"['large carnivores'; 'insects']",insects
45542,3,"['trees'; 'food containers']",trees
45543,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45544,12,"['vehicles 1'; 'large carnivores']",Vehicles
45545,0,"['aquatic mammals'; 'food containers']",food containers
45546,12,"['large carnivores'; 'vehicles 1']",large carnivores
45547,5,"['fish'; 'non-insect invertebrates']",fish
45548,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45549,9,"['trees'; 'household furniture']",household furniture
45550,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
45551,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45552,12,"['vehicles 1'; 'large carnivores']",vehicles 1
45553,0,"['aquatic mammals'; 'food containers']",aquatic mammals
45554,10,"['trees'; 'non-insect invertebrates']",trees
45555,10,"['non-insect invertebrates'; 'trees']",trees
45556,12,"['vehicles 1'; 'large carnivores']",Vehicles
45557,6,"['aquatic mammals'; 'flowers']",aquatic mammals
45558,5,"['fish'; 'non-insect invertebrates']",fish
45559,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45560,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
45561,5,"['fish'; 'non-insect invertebrates']",fish
45562,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
45563,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45564,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
45565,9,"['household furniture'; 'trees']",household furniture
45566,17,"['flowers'; 'food containers']",food containers
45567,12,"['vehicles 1'; 'large carnivores']",Vehicles
45568,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
45569,11,"['people'; 'insects']",insects
45570,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
45571,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45572,18,"['food containers'; 'medium-sized mammals']",food containers
45573,6,"['flowers'; 'aquatic mammals']",flowers
45574,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
45575,6,"['flowers'; 'aquatic mammals']",aquatic mammals
45576,4,"['flowers'; 'vehicles 1']",flowers
45577,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
45578,19,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
45579,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
45580,0,"['aquatic mammals'; 'food containers']",food containers
45581,11,"['people'; 'insects']",insects
45582,0,"['food containers'; 'aquatic mammals']",aquatic mammals
45583,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
45584,4,"['vehicles 1'; 'flowers']",vehicles 1
