index,true_label,candidate_labels,complementary_label
51879,9,"['o'; 'ya'; 're'; 'su'; 'ha'; 'wo'; 'ma'; 'ki'; 'tsu']",su
51880,0,"['tsu'; 'ha'; 'ma'; 'wo'; 'ki'; 'na'; 're'; 'o'; 'su']",na
51881,0,"['ha'; 'tsu'; 're'; 'o'; 'su'; 'ma'; 'wo'; 'ki'; 'na']",na
51882,2,"['su'; 'ma'; 're'; 'o'; 'ki'; 'tsu'; 'ha'; 'na'; 'wo']",su
51883,3,"['re'; 'ma'; 'tsu'; 'wo'; 'su'; 'o'; 'ha'; 'na'; 'ki']",na
51884,9,"['ha'; 're'; 'ma'; 'o'; 'wo'; 'ki'; 'tsu'; 'ya'; 'su']",tsu
51885,9,"['o'; 're'; 'su'; 'ki'; 'ha'; 'wo'; 'ma'; 'ya'; 'tsu']",su
51886,6,"['ma'; 'wo'; 'ya'; 'su'; 'ki'; 're'; 'na'; 'o'; 'tsu']",su
51887,1,"['o'; 'wo'; 're'; 'su'; 'ha'; 'ya'; 'na'; 'ma'; 'ki']",na
51888,7,"['na'; 'wo'; 'ki'; 're'; 'ma'; 'su'; 'ya'; 'ha'; 'tsu']",su
51889,3,"['re'; 'wo'; 'ha'; 'o'; 'su'; 'tsu'; 'na'; 'ki'; 'ma']",su
51890,6,"['tsu'; 'ki'; 'wo'; 'ma'; 'o'; 'su'; 're'; 'na'; 'ya']",ki
51891,1,"['re'; 'o'; 'ma'; 'ki'; 'wo'; 'su'; 'ha'; 'na'; 'ya']",na
51892,7,"['re'; 'ya'; 'ma'; 'ki'; 'tsu'; 'su'; 'ha'; 'na'; 'wo']",tsu
51893,3,"['na'; 'ma'; 'ha'; 'su'; 're'; 'tsu'; 'wo'; 'o'; 'ki']",su
51894,8,"['ha'; 'ki'; 'wo'; 'tsu'; 're'; 'su'; 'o'; 'na'; 'ya']",tsu
51895,1,"['wo'; 'ha'; 'ya'; 'na'; 'ma'; 'su'; 'o'; 're'; 'ki']",na
51896,2,"['ki'; 'ma'; 're'; 'wo'; 'tsu'; 'su'; 'o'; 'na'; 'ha']",tsu
51897,0,"['na'; 're'; 'tsu'; 'ma'; 'o'; 'wo'; 'su'; 'ha'; 'ki']",na
51898,6,"['tsu'; 'ma'; 'wo'; 're'; 'ya'; 'na'; 'ki'; 'su'; 'o']",na
51899,7,"['wo'; 're'; 'su'; 'ma'; 'tsu'; 'na'; 'ki'; 'ya'; 'ha']",ha
51900,4,"['ha'; 'o'; 're'; 'na'; 'ya'; 'ma'; 'su'; 'ki'; 'tsu']",su
51901,2,"['tsu'; 're'; 'o'; 'wo'; 'na'; 'ki'; 'ma'; 'ha'; 'su']",na
51902,5,"['ki'; 'ma'; 'tsu'; 'na'; 'ya'; 'ha'; 'o'; 'wo'; 'su']",na
51903,3,"['o'; 'wo'; 'su'; 'ki'; 'ma'; 'tsu'; 're'; 'ha'; 'na']",su
51904,0,"['tsu'; 're'; 'su'; 'o'; 'na'; 'wo'; 'ki'; 'ha'; 'ma']",re
51905,5,"['ma'; 'wo'; 'ha'; 'su'; 'ya'; 'ki'; 'tsu'; 'o'; 'na']",na
51906,0,"['ki'; 'o'; 'na'; 'su'; 're'; 'wo'; 'tsu'; 'ma'; 'ha']",ha
51907,6,"['re'; 'su'; 'ki'; 'tsu'; 'ya'; 'wo'; 'ma'; 'na'; 'o']",su
51908,4,"['na'; 'tsu'; 'ki'; 'su'; 'ha'; 'ya'; 're'; 'o'; 'ma']",na
51909,9,"['ya'; 'ki'; 're'; 'su'; 'wo'; 'o'; 'ma'; 'ha'; 'tsu']",su
51910,9,"['tsu'; 'o'; 'ha'; 'wo'; 'su'; 'ya'; 'ma'; 'ki'; 're']",o
51911,6,"['re'; 'na'; 'o'; 'su'; 'ki'; 'ya'; 'wo'; 'ma'; 'tsu']",na
51912,3,"['su'; 'ha'; 'ma'; 're'; 'o'; 'wo'; 'na'; 'ki'; 'tsu']",su
51913,7,"['ya'; 'ki'; 'ma'; 'ha'; 're'; 'tsu'; 'su'; 'wo'; 'na']",tsu
51914,0,"['su'; 'ha'; 'tsu'; 'o'; 'na'; 'ki'; 're'; 'ma'; 'wo']",na
51915,1,"['ya'; 'su'; 're'; 'ki'; 'ha'; 'o'; 'na'; 'wo'; 'ma']",na
51916,4,"['ha'; 'ki'; 'su'; 'o'; 'ma'; 'tsu'; 'ya'; 're'; 'na']",su
51917,6,"['o'; 'ma'; 'ki'; 'ya'; 'na'; 'wo'; 'tsu'; 'su'; 're']",tsu
51918,2,"['su'; 'ha'; 'wo'; 're'; 'o'; 'ki'; 'na'; 'ma'; 'tsu']",su
51919,3,"['wo'; 'o'; 'ma'; 'ki'; 'su'; 'ha'; 're'; 'na'; 'tsu']",su
51920,5,"['wo'; 'ki'; 'ya'; 'su'; 'ma'; 'tsu'; 'o'; 'ha'; 'na']",ki
51921,8,"['re'; 'ha'; 'o'; 'su'; 'wo'; 'na'; 'tsu'; 'ya'; 'ki']",na
51922,2,"['wo'; 'tsu'; 'ki'; 'su'; 'ma'; 'o'; 'ha'; 're'; 'na']",tsu
51923,4,"['ya'; 'ha'; 'na'; 'su'; 'o'; 're'; 'ki'; 'tsu'; 'ma']",su
51924,9,"['ma'; 'ha'; 'wo'; 'ya'; 're'; 'su'; 'tsu'; 'ki'; 'o']",su
51925,0,"['wo'; 're'; 'su'; 'na'; 'o'; 'tsu'; 'ki'; 'ma'; 'ha']",su
51926,8,"['tsu'; 'ya'; 'ki'; 'o'; 'wo'; 're'; 'ha'; 'su'; 'na']",na
51927,8,"['tsu'; 'su'; 'o'; 'ha'; 'wo'; 'ya'; 'na'; 'ki'; 're']",na
51928,6,"['tsu'; 'wo'; 'su'; 'ya'; 'na'; 're'; 'ma'; 'o'; 'ki']",na
51929,0,"['wo'; 'na'; 'ma'; 're'; 'su'; 'ha'; 'ki'; 'o'; 'tsu']",na
51930,0,"['ma'; 'ha'; 'tsu'; 'su'; 'o'; 'ki'; 'wo'; 're'; 'na']",na
51931,2,"['tsu'; 'ma'; 'ki'; 'wo'; 'o'; 'ha'; 'na'; 're'; 'su']",na
51932,8,"['tsu'; 'wo'; 're'; 'ya'; 'o'; 'su'; 'ha'; 'ki'; 'na']",na
51933,8,"['wo'; 'ki'; 'ha'; 'tsu'; 'ya'; 'na'; 'su'; 're'; 'o']",ki
51934,5,"['ki'; 'tsu'; 'ma'; 'ha'; 'su'; 'o'; 'ya'; 'wo'; 'na']",na
51935,6,"['ma'; 'o'; 'wo'; 'ya'; 'ki'; 'na'; 'su'; 'tsu'; 're']",su
51936,0,"['ki'; 'na'; 'ha'; 'su'; 're'; 'o'; 'wo'; 'ma'; 'tsu']",na
51937,3,"['ma'; 'wo'; 'ki'; 're'; 'o'; 'su'; 'tsu'; 'ha'; 'na']",na
51938,7,"['wo'; 'na'; 'ma'; 'ki'; 'su'; 'tsu'; 're'; 'ya'; 'ha']",na
51939,8,"['ha'; 'wo'; 'ki'; 'ya'; 're'; 'su'; 'tsu'; 'o'; 'na']",su
51940,3,"['wo'; 'su'; 'ki'; 're'; 'ma'; 'ha'; 'na'; 'o'; 'tsu']",su
51941,6,"['na'; 'ya'; 'su'; 're'; 'ma'; 'tsu'; 'ki'; 'wo'; 'o']",na
51942,2,"['ha'; 'ma'; 'wo'; 'o'; 'ki'; 'tsu'; 'na'; 're'; 'su']",tsu
51943,9,"['ya'; 'ha'; 're'; 'wo'; 'ki'; 'ma'; 'o'; 'tsu'; 'su']",tsu
51944,2,"['wo'; 'ma'; 're'; 'ha'; 'ki'; 'tsu'; 'o'; 'na'; 'su']",tsu
51945,8,"['ki'; 'su'; 'ya'; 're'; 'tsu'; 'ha'; 'na'; 'wo'; 'o']",su
51946,8,"['ha'; 'ya'; 'na'; 're'; 'su'; 'o'; 'tsu'; 'wo'; 'ki']",na
51947,2,"['su'; 'ha'; 're'; 'ma'; 'o'; 'wo'; 'tsu'; 'ki'; 'na']",na
51948,6,"['ya'; 'na'; 'wo'; 'o'; 'ki'; 'tsu'; 'su'; 're'; 'ma']",tsu
51949,0,"['tsu'; 'o'; 'su'; 'wo'; 're'; 'ki'; 'ha'; 'ma'; 'na']",o
51950,5,"['ha'; 'wo'; 'su'; 'tsu'; 'ki'; 'ya'; 'o'; 'ma'; 'na']",na
51951,4,"['ya'; 'ha'; 'tsu'; 'ma'; 'na'; 'su'; 'o'; 're'; 'ki']",tsu
51952,2,"['na'; 'su'; 'wo'; 'o'; 're'; 'ha'; 'tsu'; 'ma'; 'ki']",na
51953,7,"['su'; 'na'; 'ya'; 'ha'; 'tsu'; 'ma'; 'ki'; 'wo'; 're']",na
51954,7,"['na'; 'ki'; 'su'; 'tsu'; 'ma'; 're'; 'ya'; 'wo'; 'ha']",ki
51955,7,"['wo'; 'tsu'; 'ya'; 'ha'; 'su'; 're'; 'ki'; 'ma'; 'na']",na
51956,6,"['ya'; 'su'; 'na'; 're'; 'tsu'; 'o'; 'ki'; 'wo'; 'ma']",su
51957,4,"['tsu'; 'ma'; 're'; 'su'; 'na'; 'ki'; 'o'; 'ha'; 'ya']",tsu
51958,3,"['su'; 'ma'; 'tsu'; 'ki'; 're'; 'ha'; 'o'; 'wo'; 'na']",na
51959,8,"['ki'; 'ha'; 'na'; 're'; 'su'; 'ya'; 'o'; 'tsu'; 'wo']",su
51960,7,"['ya'; 're'; 'su'; 'tsu'; 'ha'; 'ki'; 'na'; 'ma'; 'wo']",su
51961,3,"['tsu'; 'ma'; 'na'; 're'; 'su'; 'ha'; 'ki'; 'o'; 'wo']",na
51962,6,"['wo'; 'tsu'; 'na'; 're'; 'ma'; 'su'; 'ki'; 'o'; 'ya']",na
51963,3,"['na'; 'tsu'; 'ma'; 'wo'; 'ki'; 'su'; 'ha'; 're'; 'o']",na
51964,8,"['re'; 'na'; 'ya'; 'su'; 'ki'; 'ha'; 'o'; 'tsu'; 'wo']",na
51965,4,"['ha'; 'tsu'; 'na'; 're'; 'ma'; 'su'; 'ya'; 'ki'; 'o']",na
51966,8,"['ki'; 're'; 'na'; 'ya'; 'o'; 'su'; 'wo'; 'ha'; 'tsu']",su
51967,7,"['tsu'; 'wo'; 'na'; 're'; 'ha'; 'ya'; 'ma'; 'ki'; 'su']",wo
51968,2,"['re'; 'ha'; 'na'; 'ma'; 'tsu'; 'wo'; 'o'; 'su'; 'ki']",na
51969,7,"['ha'; 'ya'; 'na'; 'ma'; 'tsu'; 'su'; 'wo'; 'ki'; 're']",tsu
51970,5,"['su'; 'ma'; 'o'; 'na'; 'ha'; 'ki'; 'wo'; 'tsu'; 'ya']",su
51971,3,"['ma'; 'tsu'; 're'; 'na'; 'wo'; 'ha'; 'o'; 'su'; 'ki']",na
51972,5,"['o'; 'ha'; 'tsu'; 'ki'; 'ma'; 'wo'; 'na'; 'su'; 'ya']",na
51973,1,"['ma'; 'na'; 'o'; 'ha'; 'ki'; 'su'; 're'; 'wo'; 'ya']",na
51974,0,"['ma'; 'su'; 'o'; 'wo'; 'na'; 'ha'; 'ki'; 're'; 'tsu']",su
51975,5,"['tsu'; 'wo'; 'ki'; 'ma'; 'o'; 'na'; 'ha'; 'su'; 'ya']",na
51976,3,"['re'; 'ma'; 'su'; 'wo'; 'o'; 'tsu'; 'ha'; 'na'; 'ki']",su
51977,4,"['ha'; 'tsu'; 'ki'; 're'; 'su'; 'na'; 'o'; 'ya'; 'ma']",tsu
51978,2,"['re'; 'ki'; 'na'; 'ha'; 'o'; 'ma'; 'tsu'; 'wo'; 'su']",tsu
51979,8,"['na'; 'ki'; 'tsu'; 'wo'; 'o'; 'su'; 're'; 'ha'; 'ya']",na
51980,7,"['wo'; 'ya'; 'su'; 'ha'; 'na'; 'tsu'; 'ki'; 'ma'; 're']",su
51981,1,"['su'; 'ma'; 'ya'; 're'; 'wo'; 'ki'; 'ha'; 'o'; 'na']",na
51982,4,"['tsu'; 're'; 'ya'; 'na'; 'ha'; 'ma'; 'su'; 'o'; 'ki']",na
51983,2,"['su'; 'ma'; 'na'; 'ha'; 'wo'; 're'; 'tsu'; 'o'; 'ki']",su
51984,4,"['o'; 'ma'; 'ki'; 're'; 'ha'; 'tsu'; 'na'; 'ya'; 'su']",tsu
51985,8,"['ha'; 'ya'; 'su'; 'wo'; 'ki'; 'tsu'; 'o'; 'na'; 're']",su
51986,2,"['tsu'; 'wo'; 'ki'; 'na'; 're'; 'ha'; 'su'; 'ma'; 'o']",o
51987,2,"['re'; 'su'; 'wo'; 'o'; 'ki'; 'ha'; 'tsu'; 'ma'; 'na']",na
51988,4,"['tsu'; 'na'; 'su'; 'ma'; 'ya'; 'ki'; 'o'; 'ha'; 're']",na
51989,6,"['na'; 're'; 'ki'; 'su'; 'tsu'; 'o'; 'ma'; 'wo'; 'ya']",na
51990,9,"['su'; 'ma'; 'wo'; 'ha'; 'ya'; 'ki'; 're'; 'o'; 'tsu']",su
51991,2,"['tsu'; 'ha'; 'o'; 'wo'; 'ki'; 'na'; 'su'; 're'; 'ma']",na
51992,1,"['ha'; 'ki'; 'wo'; 'ma'; 'su'; 'ya'; 'na'; 'o'; 're']",na
51993,5,"['ki'; 'ha'; 'wo'; 'tsu'; 'ma'; 'o'; 'ya'; 'su'; 'na']",tsu
51994,2,"['ma'; 'su'; 'wo'; 'o'; 'ki'; 'na'; 'tsu'; 're'; 'ha']",na
51995,1,"['ma'; 'ki'; 'ha'; 'wo'; 'su'; 'o'; 're'; 'na'; 'ya']",ki
51996,1,"['su'; 'ha'; 'wo'; 're'; 'o'; 'na'; 'ki'; 'ya'; 'ma']",na
51997,7,"['ya'; 'wo'; 're'; 'su'; 'na'; 'ki'; 'ma'; 'ha'; 'tsu']",su
51998,8,"['o'; 'wo'; 'na'; 'ha'; 'ki'; 're'; 'su'; 'tsu'; 'ya']",na
51999,8,"['na'; 'wo'; 'ki'; 'su'; 'ya'; 'tsu'; 'ha'; 'o'; 're']",su
52000,7,"['ha'; 'ki'; 'ya'; 'tsu'; 'ma'; 're'; 'wo'; 'na'; 'su']",tsu
52001,8,"['o'; 'ki'; 'ha'; 'tsu'; 'su'; 'wo'; 'ya'; 're'; 'na']",ki
52002,1,"['su'; 'ma'; 'wo'; 'ha'; 'na'; 're'; 'ya'; 'ki'; 'o']",na
52003,8,"['wo'; 'ya'; 'ha'; 'ki'; 're'; 'su'; 'na'; 'tsu'; 'o']",su
52004,7,"['re'; 'wo'; 'ma'; 'su'; 'ya'; 'na'; 'ha'; 'ki'; 'tsu']",su
52005,2,"['ha'; 'o'; 'su'; 'ma'; 'tsu'; 're'; 'na'; 'ki'; 'wo']",na
52006,5,"['ya'; 'su'; 'o'; 'wo'; 'ma'; 'tsu'; 'na'; 'ki'; 'ha']",su
52007,8,"['na'; 'ya'; 're'; 'ha'; 'tsu'; 'su'; 'o'; 'wo'; 'ki']",tsu
52008,1,"['na'; 'ya'; 'ma'; 'o'; 'ki'; 'wo'; 're'; 'su'; 'ha']",na
52009,6,"['ki'; 're'; 'ma'; 'wo'; 'ya'; 'su'; 'o'; 'na'; 'tsu']",su
52010,4,"['re'; 'ki'; 'ma'; 'su'; 'tsu'; 'ha'; 'ya'; 'na'; 'o']",na
52011,7,"['ya'; 'su'; 'ki'; 'tsu'; 're'; 'ha'; 'ma'; 'na'; 'wo']",ki
52012,0,"['re'; 'ki'; 'na'; 'ma'; 'ha'; 'o'; 'wo'; 'su'; 'tsu']",na
52013,3,"['o'; 'na'; 'ma'; 'tsu'; 're'; 'su'; 'wo'; 'ki'; 'ha']",na
52014,4,"['tsu'; 'ya'; 'ha'; 'ma'; 'su'; 'ki'; 'o'; 'na'; 're']",na
52015,9,"['o'; 'wo'; 'ha'; 'ki'; 'ma'; 're'; 'su'; 'tsu'; 'ya']",su
52016,1,"['ha'; 'na'; 'ki'; 're'; 'ma'; 'ya'; 'wo'; 'o'; 'su']",na
52017,0,"['na'; 'wo'; 'ma'; 're'; 'tsu'; 'ki'; 'o'; 'su'; 'ha']",na
52018,1,"['ma'; 'ya'; 'su'; 'ki'; 'na'; 'o'; 'ha'; 'wo'; 're']",na
52019,6,"['tsu'; 'su'; 'o'; 'na'; 'ya'; 'wo'; 'ki'; 're'; 'ma']",na
52020,9,"['wo'; 'o'; 'ya'; 'tsu'; 'ha'; 'ma'; 're'; 'ki'; 'su']",tsu
52021,5,"['o'; 'ki'; 'ya'; 'wo'; 'tsu'; 'ha'; 'na'; 'su'; 'ma']",ki
52022,4,"['ha'; 'ya'; 'su'; 'ki'; 'na'; 'ma'; 're'; 'o'; 'tsu']",su
52023,8,"['re'; 'o'; 'ya'; 'wo'; 'tsu'; 'su'; 'na'; 'ki'; 'ha']",ha
52024,6,"['ma'; 'na'; 'o'; 'wo'; 'ki'; 'su'; 'tsu'; 'ya'; 're']",na
52025,7,"['tsu'; 'ki'; 're'; 'ha'; 'su'; 'wo'; 'na'; 'ya'; 'ma']",ki
52026,2,"['su'; 'ki'; 'ha'; 'o'; 'ma'; 'na'; 'tsu'; 'wo'; 're']",su
52027,5,"['o'; 'ma'; 'ki'; 'na'; 'wo'; 'su'; 'ha'; 'ya'; 'tsu']",su
52028,4,"['ki'; 'ya'; 'ha'; 'tsu'; 're'; 'ma'; 'na'; 'su'; 'o']",tsu
52029,0,"['ma'; 'tsu'; 'su'; 're'; 'na'; 'o'; 'ha'; 'wo'; 'ki']",na
52030,8,"['tsu'; 'wo'; 'ya'; 'na'; 'ha'; 'o'; 'su'; 're'; 'ki']",na
52031,9,"['tsu'; 'ma'; 're'; 'su'; 'ha'; 'wo'; 'ki'; 'ya'; 'o']",o
52032,1,"['wo'; 'ya'; 'ma'; 'ha'; 'su'; 're'; 'o'; 'na'; 'ki']",na
52033,0,"['o'; 'ma'; 'wo'; 'ha'; 'tsu'; 'su'; 'na'; 'ki'; 're']",tsu
52034,0,"['na'; 'ki'; 'o'; 're'; 'su'; 'ma'; 'ha'; 'wo'; 'tsu']",na
52035,5,"['ma'; 'na'; 'ki'; 'ha'; 'su'; 'ya'; 'wo'; 'tsu'; 'o']",na
52036,8,"['tsu'; 'ha'; 'ya'; 'su'; 'ki'; 'wo'; 'o'; 'na'; 're']",na
52037,4,"['o'; 'tsu'; 'ya'; 'ki'; 'ha'; 're'; 'ma'; 'su'; 'na']",tsu
52038,9,"['su'; 're'; 'ha'; 'tsu'; 'ya'; 'ki'; 'wo'; 'o'; 'ma']",su
52039,1,"['ma'; 'na'; 'wo'; 're'; 'ki'; 'ya'; 'su'; 'o'; 'ha']",na
52040,3,"['na'; 'tsu'; 'ha'; 'ma'; 'o'; 'wo'; 're'; 'ki'; 'su']",na
52041,9,"['o'; 'ki'; 'ma'; 're'; 'su'; 'ha'; 'wo'; 'ya'; 'tsu']",su
52042,5,"['o'; 'tsu'; 'ma'; 'wo'; 'ya'; 'na'; 'ki'; 'ha'; 'su']",tsu
52043,8,"['na'; 'ha'; 'su'; 'wo'; 'o'; 'ki'; 'ya'; 're'; 'tsu']",su
52044,1,"['ki'; 'ya'; 'su'; 'na'; 'o'; 'wo'; 'ha'; 're'; 'ma']",ki
52045,0,"['ma'; 'ha'; 'na'; 'o'; 'wo'; 're'; 'tsu'; 'su'; 'ki']",tsu
52046,1,"['re'; 'ma'; 'na'; 'su'; 'ya'; 'o'; 'ha'; 'ki'; 'wo']",na
52047,3,"['re'; 'o'; 'ki'; 'wo'; 'ma'; 'na'; 'tsu'; 'ha'; 'su']",tsu
52048,7,"['ya'; 'na'; 'ki'; 'ma'; 'tsu'; 're'; 'wo'; 'su'; 'ha']",tsu
52049,7,"['ki'; 're'; 'ya'; 'tsu'; 'ha'; 'wo'; 'na'; 'ma'; 'su']",tsu
52050,7,"['su'; 'wo'; 'tsu'; 'ya'; 'ki'; 'ma'; 'ha'; 'na'; 're']",na
52051,0,"['wo'; 'ma'; 'ha'; 'tsu'; 'na'; 're'; 'o'; 'su'; 'ki']",na
52052,7,"['su'; 're'; 'ki'; 'wo'; 'tsu'; 'na'; 'ma'; 'ya'; 'ha']",ha
52053,8,"['na'; 'wo'; 'ya'; 'tsu'; 'ha'; 'ki'; 're'; 'o'; 'su']",na
52054,8,"['ki'; 're'; 'ya'; 'tsu'; 'su'; 'wo'; 'ha'; 'o'; 'na']",tsu
52055,7,"['ma'; 'tsu'; 'na'; 'wo'; 'ha'; 'su'; 'ki'; 'ya'; 're']",tsu
52056,8,"['ha'; 're'; 'ki'; 'tsu'; 'na'; 'ya'; 'su'; 'o'; 'wo']",tsu
52057,8,"['ki'; 'wo'; 'su'; 're'; 'o'; 'tsu'; 'ya'; 'na'; 'ha']",su
52058,0,"['na'; 'su'; 're'; 'tsu'; 'o'; 'ma'; 'ha'; 'ki'; 'wo']",na
52059,4,"['re'; 'tsu'; 'na'; 'ma'; 'su'; 'ya'; 'ki'; 'ha'; 'o']",na
52060,1,"['ha'; 'na'; 'wo'; 'su'; 'ma'; 'o'; 'ki'; 're'; 'ya']",na
52061,1,"['re'; 'ma'; 'na'; 'ha'; 'o'; 'ya'; 'su'; 'wo'; 'ki']",na
52062,1,"['na'; 'o'; 'wo'; 'su'; 'ki'; 'ya'; 'ha'; 're'; 'ma']",na
52063,4,"['ma'; 'tsu'; 'su'; 'o'; 'ki'; 'ya'; 'na'; 're'; 'ha']",tsu
52064,0,"['ma'; 'ha'; 'o'; 'su'; 'wo'; 're'; 'ki'; 'tsu'; 'na']",na
52065,5,"['wo'; 'na'; 'ha'; 'ma'; 'su'; 'ki'; 'o'; 'tsu'; 'ya']",na
52066,5,"['tsu'; 'ya'; 'wo'; 'o'; 'ha'; 'ma'; 'su'; 'ki'; 'na']",na
52067,1,"['o'; 're'; 'na'; 'ki'; 'su'; 'wo'; 'ma'; 'ya'; 'ha']",na
52068,5,"['su'; 'wo'; 'ha'; 'ki'; 'tsu'; 'ya'; 'ma'; 'o'; 'na']",na
52069,2,"['re'; 'ma'; 'ha'; 'wo'; 'tsu'; 'su'; 'o'; 'na'; 'ki']",tsu
52070,6,"['tsu'; 'o'; 'ki'; 'na'; 'ya'; 'su'; 're'; 'wo'; 'ma']",o
52071,3,"['su'; 'o'; 'na'; 'ki'; 're'; 'ma'; 'tsu'; 'ha'; 'wo']",ha
52072,1,"['ya'; 'o'; 'ki'; 'ma'; 're'; 'ha'; 'wo'; 'na'; 'su']",na
52073,1,"['su'; 'ha'; 'wo'; 'na'; 're'; 'ki'; 'ma'; 'ya'; 'o']",na
52074,2,"['wo'; 'su'; 'tsu'; 'o'; 'na'; 'ha'; 'ki'; 're'; 'ma']",na
52075,1,"['re'; 'ya'; 'ma'; 'ha'; 'wo'; 'na'; 'o'; 'su'; 'ki']",na
52076,7,"['wo'; 'su'; 'tsu'; 'ya'; 'na'; 're'; 'ha'; 'ki'; 'ma']",na
52077,0,"['na'; 'o'; 'tsu'; 'wo'; 'ha'; 'ki'; 'su'; 'ma'; 're']",tsu
52078,8,"['ki'; 'ya'; 'tsu'; 're'; 'o'; 'wo'; 'su'; 'ha'; 'na']",na
52079,9,"['ki'; 'wo'; 'ya'; 'ma'; 'o'; 'ha'; 're'; 'su'; 'tsu']",su
52080,1,"['o'; 'ha'; 're'; 'na'; 'ya'; 'ma'; 'wo'; 'ki'; 'su']",na
52081,8,"['re'; 'ha'; 'wo'; 'ya'; 'na'; 'o'; 'ki'; 'tsu'; 'su']",tsu
52082,5,"['na'; 'ki'; 'wo'; 'tsu'; 'ha'; 'o'; 'ma'; 'su'; 'ya']",ki
52083,3,"['re'; 'wo'; 'su'; 'tsu'; 'ki'; 'na'; 'o'; 'ha'; 'ma']",na
52084,4,"['ya'; 'tsu'; 're'; 'o'; 'ki'; 'su'; 'na'; 'ha'; 'ma']",tsu
52085,2,"['re'; 'ha'; 'tsu'; 'ma'; 'wo'; 'o'; 'na'; 'ki'; 'su']",na
52086,8,"['wo'; 'na'; 'ki'; 're'; 'tsu'; 'o'; 'ya'; 'ha'; 'su']",na
52087,2,"['na'; 'su'; 'o'; 'wo'; 'tsu'; 'ki'; 'ha'; 're'; 'ma']",na
52088,1,"['na'; 'ki'; 'ma'; 'ha'; 'su'; 're'; 'ya'; 'wo'; 'o']",na
52089,1,"['ma'; 'su'; 'ki'; 'na'; 'ha'; 'wo'; 're'; 'ya'; 'o']",na
52090,0,"['o'; 'na'; 'ha'; 'wo'; 'ma'; 'tsu'; 're'; 'ki'; 'su']",tsu
52091,4,"['ha'; 'ya'; 'su'; 'tsu'; 're'; 'o'; 'na'; 'ma'; 'ki']",su
52092,2,"['su'; 'na'; 'o'; 'wo'; 'ki'; 're'; 'ma'; 'tsu'; 'ha']",ha
52093,3,"['ki'; 'na'; 're'; 'su'; 'tsu'; 'wo'; 'ha'; 'ma'; 'o']",na
52094,2,"['ki'; 'ma'; 'ha'; 'o'; 're'; 'wo'; 'tsu'; 'su'; 'na']",tsu
52095,9,"['ya'; 'ma'; 're'; 'o'; 'tsu'; 'wo'; 'ha'; 'ki'; 'su']",tsu
52096,1,"['su'; 'ki'; 'wo'; 're'; 'o'; 'ha'; 'ma'; 'ya'; 'na']",na
52097,0,"['re'; 'wo'; 'ha'; 'o'; 'ma'; 'tsu'; 'su'; 'ki'; 'na']",tsu
52098,7,"['wo'; 'na'; 'ya'; 'su'; 're'; 'ki'; 'tsu'; 'ma'; 'ha']",na
52099,0,"['na'; 're'; 'wo'; 'tsu'; 'o'; 'ki'; 'su'; 'ma'; 'ha']",na
52100,2,"['su'; 'wo'; 're'; 'ma'; 'ki'; 'tsu'; 'ha'; 'na'; 'o']",su
52101,3,"['tsu'; 'ki'; 're'; 'na'; 'ha'; 'ma'; 'o'; 'su'; 'wo']",ki
52102,9,"['su'; 'ya'; 'ha'; 're'; 'o'; 'ki'; 'ma'; 'wo'; 'tsu']",su
52103,5,"['tsu'; 'ki'; 'ha'; 'o'; 'ma'; 'ya'; 'wo'; 'na'; 'su']",ki
52104,1,"['ki'; 'na'; 'o'; 're'; 'su'; 'wo'; 'ha'; 'ya'; 'ma']",na
52105,6,"['o'; 'su'; 're'; 'ya'; 'na'; 'ki'; 'ma'; 'wo'; 'tsu']",na
52106,8,"['re'; 'ha'; 'na'; 'wo'; 'ki'; 'su'; 'ya'; 'tsu'; 'o']",su
52107,8,"['ha'; 'tsu'; 'na'; 're'; 'o'; 'wo'; 'su'; 'ya'; 'ki']",na
52108,1,"['ki'; 'ha'; 'su'; 'ya'; 'o'; 'na'; 'ma'; 'wo'; 're']",ki
52109,3,"['re'; 'ha'; 'ma'; 'su'; 'tsu'; 'ki'; 'o'; 'na'; 'wo']",na
52110,8,"['ki'; 're'; 'tsu'; 'na'; 'ya'; 'o'; 'wo'; 'ha'; 'su']",tsu
52111,4,"['ma'; 'su'; 'o'; 'ki'; 're'; 'tsu'; 'ya'; 'ha'; 'na']",su
52112,3,"['o'; 'ha'; 'ma'; 'tsu'; 'ki'; 're'; 'wo'; 'su'; 'na']",tsu
52113,3,"['wo'; 'ki'; 'o'; 'su'; 'ma'; 'na'; 're'; 'tsu'; 'ha']",ki
52114,4,"['ma'; 'na'; 'ha'; 'su'; 'ki'; 're'; 'o'; 'tsu'; 'ya']",su
52115,8,"['wo'; 'su'; 'na'; 'tsu'; 'o'; 're'; 'ha'; 'ki'; 'ya']",na
52116,1,"['na'; 'o'; 'ya'; 'wo'; 're'; 'ma'; 'su'; 'ki'; 'ha']",na
52117,1,"['ki'; 'o'; 'ya'; 'su'; 're'; 'wo'; 'ma'; 'ha'; 'na']",na
52118,3,"['tsu'; 'ma'; 'ki'; 'su'; 'wo'; 're'; 'o'; 'ha'; 'na']",tsu
52119,7,"['ma'; 'na'; 'ha'; 'su'; 'wo'; 'tsu'; 'ki'; 'ya'; 're']",na
52120,2,"['tsu'; 'o'; 'ma'; 'ha'; 're'; 'ki'; 'wo'; 'na'; 'su']",na
