index,true_label,candidate_labels,complementary_label
1870,14,"['medium_mammals'; 'large_man-made_outdoor_things'; 'aquatic_mammals'; 'food_containers'; 'insects'; 'fruit_and_vegetables'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates'; 'large_carnivores'; 'household_electrical_devices']",large_man-made_outdoor_things
1871,14,"['large_man-made_outdoor_things'; 'large_omnivores_and_herbivores'; 'food_containers'; 'insects'; 'aquatic_mammals'; 'non-insect_invertebrates'; 'medium_mammals'; 'fruit_and_vegetables'; 'large_carnivores'; 'household_electrical_devices']",large_omnivores_and_herbivores
1872,13,"['reptiles'; 'aquatic_mammals'; 'large_natural_outdoor_scenes'; 'large_carnivores'; 'household_electrical_devices'; 'medium_mammals'; 'trees'; 'fruit_and_vegetables'; 'vehicles_1'; 'food_containers']",large_carnivores
1873,14,"['fruit_and_vegetables'; 'large_carnivores'; 'food_containers'; 'medium_mammals'; 'household_electrical_devices'; 'large_man-made_outdoor_things'; 'aquatic_mammals'; 'insects'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates']",large_carnivores
1874,0,"['trees'; 'large_omnivores_and_herbivores'; 'large_carnivores'; 'fish'; 'medium_mammals'; 'vehicles_2'; 'food_containers'; 'large_man-made_outdoor_things'; 'flowers'; 'fruit_and_vegetables']",vehicles_2
1875,4,"['small_mammals'; 'medium_mammals'; 'vehicles_2'; 'trees'; 'large_carnivores'; 'large_man-made_outdoor_things'; 'vehicles_1'; 'reptiles'; 'insects'; 'fish']",trees
1876,3,"['large_man-made_outdoor_things'; 'reptiles'; 'household_furniture'; 'non-insect_invertebrates'; 'large_omnivores_and_herbivores'; 'medium_mammals'; 'fish'; 'household_electrical_devices'; 'small_mammals'; 'insects']",reptiles
1877,9,"['insects'; 'flowers'; 'medium_mammals'; 'household_electrical_devices'; 'reptiles'; 'food_containers'; 'non-insect_invertebrates'; 'large_carnivores'; 'large_omnivores_and_herbivores'; 'large_natural_outdoor_scenes']",household_electrical_devices
1878,16,"['non-insect_invertebrates'; 'reptiles'; 'large_man-made_outdoor_things'; 'household_electrical_devices'; 'vehicles_1'; 'trees'; 'large_omnivores_and_herbivores'; 'aquatic_mammals'; 'insects'; 'fish']",non-insect_invertebrates
1879,14,"['food_containers'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'large_carnivores'; 'aquatic_mammals'; 'non-insect_invertebrates'; 'insects']",fruit_and_vegetables
1880,15,"['large_man-made_outdoor_things'; 'small_mammals'; 'food_containers'; 'household_electrical_devices'; 'large_natural_outdoor_scenes'; 'flowers'; 'trees'; 'vehicles_1'; 'non-insect_invertebrates'; 'large_carnivores']",large_man-made_outdoor_things
1881,19,"['trees'; 'household_electrical_devices'; 'large_natural_outdoor_scenes'; 'insects'; 'vehicles_1'; 'non-insect_invertebrates'; 'large_man-made_outdoor_things'; 'household_furniture'; 'large_carnivores'; 'small_mammals']",household_furniture
1882,8,"['large_man-made_outdoor_things'; 'non-insect_invertebrates'; 'aquatic_mammals'; 'food_containers'; 'large_omnivores_and_herbivores'; 'household_electrical_devices'; 'vehicles_1'; 'medium_mammals'; 'insects'; 'reptiles']",household_electrical_devices
1883,6,"['medium_mammals'; 'large_carnivores'; 'household_electrical_devices'; 'flowers'; 'non-insect_invertebrates'; 'vehicles_2'; 'fruit_and_vegetables'; 'vehicles_1'; 'large_omnivores_and_herbivores'; 'food_containers']",vehicles_1
1884,5,"['fruit_and_vegetables'; 'fish'; 'large_omnivores_and_herbivores'; 'vehicles_1'; 'trees'; 'aquatic_mammals'; 'insects'; 'medium_mammals'; 'food_containers'; 'large_natural_outdoor_scenes']",fish
1885,18,"['large_carnivores'; 'reptiles'; 'household_furniture'; 'vehicles_2'; 'fruit_and_vegetables'; 'people'; 'large_man-made_outdoor_things'; 'flowers'; 'trees'; 'small_mammals']",fruit_and_vegetables
1886,16,"['large_man-made_outdoor_things'; 'large_omnivores_and_herbivores'; 'trees'; 'aquatic_mammals'; 'insects'; 'fish'; 'reptiles'; 'household_electrical_devices'; 'vehicles_1'; 'non-insect_invertebrates']",trees
1887,6,"['large_carnivores'; 'flowers'; 'medium_mammals'; 'non-insect_invertebrates'; 'vehicles_2'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'large_omnivores_and_herbivores'; 'food_containers'; 'vehicles_1']",vehicles_1
1888,2,"['people'; 'household_electrical_devices'; 'food_containers'; 'large_carnivores'; 'vehicles_1'; 'small_mammals'; 'insects'; 'aquatic_mammals'; 'vehicles_2'; 'large_natural_outdoor_scenes']",household_electrical_devices
1889,7,"['small_mammals'; 'non-insect_invertebrates'; 'large_man-made_outdoor_things'; 'household_furniture'; 'medium_mammals'; 'trees'; 'flowers'; 'food_containers'; 'large_omnivores_and_herbivores'; 'large_natural_outdoor_scenes']",household_furniture
1890,2,"['large_carnivores'; 'large_natural_outdoor_scenes'; 'people'; 'household_electrical_devices'; 'small_mammals'; 'vehicles_1'; 'food_containers'; 'aquatic_mammals'; 'insects'; 'vehicles_2']",large_natural_outdoor_scenes
1891,13,"['fruit_and_vegetables'; 'household_electrical_devices'; 'large_carnivores'; 'food_containers'; 'large_natural_outdoor_scenes'; 'reptiles'; 'medium_mammals'; 'vehicles_1'; 'trees'; 'aquatic_mammals']",large_natural_outdoor_scenes
1892,0,"['large_omnivores_and_herbivores'; 'trees'; 'fruit_and_vegetables'; 'fish'; 'large_man-made_outdoor_things'; 'food_containers'; 'vehicles_2'; 'flowers'; 'large_carnivores'; 'medium_mammals']",fish
1893,15,"['non-insect_invertebrates'; 'large_carnivores'; 'large_man-made_outdoor_things'; 'vehicles_1'; 'food_containers'; 'trees'; 'flowers'; 'small_mammals'; 'household_electrical_devices'; 'large_natural_outdoor_scenes']",large_carnivores
1894,2,"['large_natural_outdoor_scenes'; 'household_electrical_devices'; 'vehicles_1'; 'insects'; 'food_containers'; 'people'; 'aquatic_mammals'; 'large_carnivores'; 'small_mammals'; 'vehicles_2']",insects
1895,14,"['non-insect_invertebrates'; 'food_containers'; 'aquatic_mammals'; 'insects'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'large_carnivores'; 'fruit_and_vegetables'; 'household_electrical_devices']",non-insect_invertebrates
1896,2,"['food_containers'; 'aquatic_mammals'; 'insects'; 'vehicles_1'; 'small_mammals'; 'vehicles_2'; 'people'; 'household_electrical_devices'; 'large_natural_outdoor_scenes'; 'large_carnivores']",food_containers
1897,3,"['household_furniture'; 'large_omnivores_and_herbivores'; 'insects'; 'small_mammals'; 'large_man-made_outdoor_things'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'fish'; 'medium_mammals'; 'reptiles']",household_furniture
1898,3,"['fish'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'insects'; 'non-insect_invertebrates'; 'reptiles'; 'medium_mammals'; 'small_mammals'; 'household_electrical_devices'; 'household_furniture']",fish
1899,14,"['fruit_and_vegetables'; 'non-insect_invertebrates'; 'large_carnivores'; 'insects'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'household_electrical_devices'; 'aquatic_mammals'; 'large_omnivores_and_herbivores'; 'food_containers']",large_carnivores
1900,7,"['non-insect_invertebrates'; 'household_furniture'; 'large_natural_outdoor_scenes'; 'large_man-made_outdoor_things'; 'flowers'; 'trees'; 'food_containers'; 'large_omnivores_and_herbivores'; 'small_mammals'; 'medium_mammals']",household_furniture
1901,17,"['fish'; 'large_man-made_outdoor_things'; 'vehicles_2'; 'small_mammals'; 'reptiles'; 'insects'; 'medium_mammals'; 'people'; 'large_omnivores_and_herbivores'; 'vehicles_1']",fish
1902,11,"['vehicles_2'; 'large_carnivores'; 'fish'; 'flowers'; 'medium_mammals'; 'insects'; 'non-insect_invertebrates'; 'people'; 'aquatic_mammals'; 'food_containers']",fish
1903,14,"['large_man-made_outdoor_things'; 'large_omnivores_and_herbivores'; 'large_carnivores'; 'medium_mammals'; 'non-insect_invertebrates'; 'aquatic_mammals'; 'insects'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'food_containers']",large_man-made_outdoor_things
1904,15,"['non-insect_invertebrates'; 'large_carnivores'; 'trees'; 'food_containers'; 'large_man-made_outdoor_things'; 'flowers'; 'small_mammals'; 'large_natural_outdoor_scenes'; 'household_electrical_devices'; 'vehicles_1']",trees
1905,0,"['trees'; 'fish'; 'fruit_and_vegetables'; 'vehicles_2'; 'flowers'; 'large_carnivores'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'food_containers']",fish
1906,16,"['large_omnivores_and_herbivores'; 'aquatic_mammals'; 'large_man-made_outdoor_things'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'vehicles_1'; 'fish'; 'insects'; 'trees'; 'reptiles']",large_omnivores_and_herbivores
1907,18,"['trees'; 'fruit_and_vegetables'; 'large_carnivores'; 'small_mammals'; 'reptiles'; 'large_man-made_outdoor_things'; 'household_furniture'; 'people'; 'vehicles_2'; 'flowers']",large_carnivores
1908,14,"['large_carnivores'; 'food_containers'; 'insects'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'aquatic_mammals'; 'non-insect_invertebrates']",large_carnivores
1909,10,"['small_mammals'; 'non-insect_invertebrates'; 'food_containers'; 'vehicles_2'; 'fruit_and_vegetables'; 'large_carnivores'; 'trees'; 'flowers'; 'medium_mammals'; 'reptiles']",vehicles_2
1910,13,"['vehicles_1'; 'trees'; 'household_electrical_devices'; 'medium_mammals'; 'aquatic_mammals'; 'fruit_and_vegetables'; 'food_containers'; 'large_natural_outdoor_scenes'; 'large_carnivores'; 'reptiles']",fruit_and_vegetables
1911,4,"['insects'; 'large_man-made_outdoor_things'; 'small_mammals'; 'vehicles_1'; 'trees'; 'large_carnivores'; 'fish'; 'vehicles_2'; 'reptiles'; 'medium_mammals']",large_man-made_outdoor_things
1912,1,"['people'; 'large_man-made_outdoor_things'; 'small_mammals'; 'vehicles_1'; 'fruit_and_vegetables'; 'aquatic_mammals'; 'food_containers'; 'trees'; 'flowers'; 'large_natural_outdoor_scenes']",people
1913,2,"['vehicles_2'; 'household_electrical_devices'; 'vehicles_1'; 'small_mammals'; 'large_natural_outdoor_scenes'; 'insects'; 'aquatic_mammals'; 'food_containers'; 'large_carnivores'; 'people']",household_electrical_devices
1914,1,"['large_natural_outdoor_scenes'; 'flowers'; 'small_mammals'; 'trees'; 'fruit_and_vegetables'; 'vehicles_1'; 'people'; 'aquatic_mammals'; 'food_containers'; 'large_man-made_outdoor_things']",flowers
1915,9,"['large_omnivores_and_herbivores'; 'medium_mammals'; 'food_containers'; 'household_electrical_devices'; 'reptiles'; 'large_natural_outdoor_scenes'; 'non-insect_invertebrates'; 'large_carnivores'; 'flowers'; 'insects']",large_omnivores_and_herbivores
1916,14,"['large_omnivores_and_herbivores'; 'household_electrical_devices'; 'medium_mammals'; 'large_carnivores'; 'insects'; 'aquatic_mammals'; 'fruit_and_vegetables'; 'food_containers'; 'non-insect_invertebrates'; 'large_man-made_outdoor_things']",fruit_and_vegetables
1917,16,"['large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'trees'; 'insects'; 'aquatic_mammals'; 'reptiles'; 'fish'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'vehicles_1']",large_man-made_outdoor_things
1918,17,"['medium_mammals'; 'fish'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'people'; 'insects'; 'vehicles_2'; 'reptiles'; 'small_mammals'; 'vehicles_1']",people
1919,2,"['vehicles_1'; 'large_carnivores'; 'vehicles_2'; 'small_mammals'; 'household_electrical_devices'; 'aquatic_mammals'; 'large_natural_outdoor_scenes'; 'insects'; 'food_containers'; 'people']",large_carnivores
1920,3,"['large_omnivores_and_herbivores'; 'small_mammals'; 'medium_mammals'; 'large_man-made_outdoor_things'; 'household_electrical_devices'; 'fish'; 'household_furniture'; 'insects'; 'non-insect_invertebrates'; 'reptiles']",large_omnivores_and_herbivores
1921,7,"['large_natural_outdoor_scenes'; 'large_man-made_outdoor_things'; 'food_containers'; 'flowers'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates'; 'household_furniture'; 'trees'; 'small_mammals'; 'medium_mammals']",household_furniture
1922,19,"['household_electrical_devices'; 'large_man-made_outdoor_things'; 'vehicles_1'; 'small_mammals'; 'household_furniture'; 'trees'; 'large_carnivores'; 'large_natural_outdoor_scenes'; 'non-insect_invertebrates'; 'insects']",household_electrical_devices
1923,12,"['large_man-made_outdoor_things'; 'food_containers'; 'fruit_and_vegetables'; 'insects'; 'people'; 'fish'; 'household_electrical_devices'; 'household_furniture'; 'non-insect_invertebrates'; 'reptiles']",large_man-made_outdoor_things
1924,12,"['fish'; 'non-insect_invertebrates'; 'insects'; 'household_electrical_devices'; 'household_furniture'; 'people'; 'large_man-made_outdoor_things'; 'reptiles'; 'fruit_and_vegetables'; 'food_containers']",household_electrical_devices
1925,8,"['aquatic_mammals'; 'medium_mammals'; 'insects'; 'household_electrical_devices'; 'reptiles'; 'non-insect_invertebrates'; 'large_man-made_outdoor_things'; 'large_omnivores_and_herbivores'; 'vehicles_1'; 'food_containers']",aquatic_mammals
1926,6,"['fruit_and_vegetables'; 'large_omnivores_and_herbivores'; 'vehicles_1'; 'vehicles_2'; 'food_containers'; 'medium_mammals'; 'household_electrical_devices'; 'large_carnivores'; 'flowers'; 'non-insect_invertebrates']",large_carnivores
1927,17,"['vehicles_1'; 'vehicles_2'; 'large_omnivores_and_herbivores'; 'fish'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'small_mammals'; 'reptiles'; 'people'; 'insects']",large_omnivores_and_herbivores
1928,12,"['fish'; 'household_furniture'; 'large_man-made_outdoor_things'; 'fruit_and_vegetables'; 'insects'; 'non-insect_invertebrates'; 'reptiles'; 'food_containers'; 'people'; 'household_electrical_devices']",household_furniture
1929,0,"['food_containers'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'flowers'; 'fruit_and_vegetables'; 'vehicles_2'; 'large_carnivores'; 'trees'; 'fish']",fish
1930,7,"['trees'; 'non-insect_invertebrates'; 'large_natural_outdoor_scenes'; 'medium_mammals'; 'food_containers'; 'flowers'; 'large_man-made_outdoor_things'; 'large_omnivores_and_herbivores'; 'household_furniture'; 'small_mammals']",household_furniture
1931,12,"['people'; 'large_man-made_outdoor_things'; 'fish'; 'household_furniture'; 'food_containers'; 'reptiles'; 'insects'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'non-insect_invertebrates']",large_man-made_outdoor_things
1932,5,"['fruit_and_vegetables'; 'vehicles_1'; 'food_containers'; 'insects'; 'large_omnivores_and_herbivores'; 'fish'; 'large_natural_outdoor_scenes'; 'medium_mammals'; 'aquatic_mammals'; 'trees']",fish
1933,18,"['small_mammals'; 'large_carnivores'; 'household_furniture'; 'people'; 'reptiles'; 'trees'; 'large_man-made_outdoor_things'; 'fruit_and_vegetables'; 'flowers'; 'vehicles_2']",fruit_and_vegetables
1934,16,"['household_electrical_devices'; 'insects'; 'reptiles'; 'large_man-made_outdoor_things'; 'fish'; 'large_omnivores_and_herbivores'; 'trees'; 'non-insect_invertebrates'; 'aquatic_mammals'; 'vehicles_1']",household_electrical_devices
1935,7,"['flowers'; 'household_furniture'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'trees'; 'food_containers'; 'small_mammals'; 'large_natural_outdoor_scenes'; 'non-insect_invertebrates'; 'medium_mammals']",household_furniture
1936,7,"['flowers'; 'food_containers'; 'trees'; 'large_natural_outdoor_scenes'; 'large_man-made_outdoor_things'; 'small_mammals'; 'medium_mammals'; 'non-insect_invertebrates'; 'large_omnivores_and_herbivores'; 'household_furniture']",flowers
1937,12,"['household_electrical_devices'; 'fruit_and_vegetables'; 'household_furniture'; 'large_man-made_outdoor_things'; 'reptiles'; 'fish'; 'insects'; 'non-insect_invertebrates'; 'food_containers'; 'people']",fruit_and_vegetables
1938,12,"['people'; 'fruit_and_vegetables'; 'insects'; 'reptiles'; 'large_man-made_outdoor_things'; 'food_containers'; 'household_furniture'; 'non-insect_invertebrates'; 'fish'; 'household_electrical_devices']",fruit_and_vegetables
1939,17,"['large_man-made_outdoor_things'; 'reptiles'; 'large_omnivores_and_herbivores'; 'medium_mammals'; 'insects'; 'people'; 'vehicles_1'; 'vehicles_2'; 'small_mammals'; 'fish']",reptiles
1940,15,"['small_mammals'; 'household_electrical_devices'; 'flowers'; 'food_containers'; 'trees'; 'large_carnivores'; 'vehicles_1'; 'large_man-made_outdoor_things'; 'non-insect_invertebrates'; 'large_natural_outdoor_scenes']",household_electrical_devices
1941,5,"['aquatic_mammals'; 'trees'; 'vehicles_1'; 'medium_mammals'; 'food_containers'; 'insects'; 'large_omnivores_and_herbivores'; 'fruit_and_vegetables'; 'large_natural_outdoor_scenes'; 'fish']",fish
1942,18,"['flowers'; 'large_man-made_outdoor_things'; 'reptiles'; 'vehicles_2'; 'household_furniture'; 'small_mammals'; 'people'; 'trees'; 'large_carnivores'; 'fruit_and_vegetables']",large_man-made_outdoor_things
1943,19,"['vehicles_1'; 'household_electrical_devices'; 'large_carnivores'; 'non-insect_invertebrates'; 'household_furniture'; 'trees'; 'insects'; 'large_man-made_outdoor_things'; 'small_mammals'; 'large_natural_outdoor_scenes']",household_electrical_devices
1944,13,"['large_natural_outdoor_scenes'; 'food_containers'; 'reptiles'; 'trees'; 'fruit_and_vegetables'; 'large_carnivores'; 'vehicles_1'; 'medium_mammals'; 'household_electrical_devices'; 'aquatic_mammals']",large_natural_outdoor_scenes
1945,4,"['trees'; 'large_man-made_outdoor_things'; 'insects'; 'medium_mammals'; 'vehicles_2'; 'large_carnivores'; 'fish'; 'vehicles_1'; 'reptiles'; 'small_mammals']",insects
1946,1,"['flowers'; 'small_mammals'; 'food_containers'; 'people'; 'fruit_and_vegetables'; 'vehicles_1'; 'aquatic_mammals'; 'large_natural_outdoor_scenes'; 'large_man-made_outdoor_things'; 'trees']",flowers
1947,11,"['fish'; 'flowers'; 'large_carnivores'; 'insects'; 'aquatic_mammals'; 'people'; 'non-insect_invertebrates'; 'food_containers'; 'medium_mammals'; 'vehicles_2']",flowers
1948,2,"['people'; 'vehicles_2'; 'small_mammals'; 'household_electrical_devices'; 'large_natural_outdoor_scenes'; 'insects'; 'food_containers'; 'large_carnivores'; 'aquatic_mammals'; 'vehicles_1']",vehicles_2
1949,17,"['large_man-made_outdoor_things'; 'vehicles_2'; 'insects'; 'reptiles'; 'large_omnivores_and_herbivores'; 'small_mammals'; 'fish'; 'people'; 'medium_mammals'; 'vehicles_1']",insects
1950,10,"['vehicles_2'; 'food_containers'; 'reptiles'; 'flowers'; 'medium_mammals'; 'non-insect_invertebrates'; 'small_mammals'; 'trees'; 'fruit_and_vegetables'; 'large_carnivores']",reptiles
1951,12,"['fish'; 'household_electrical_devices'; 'household_furniture'; 'people'; 'insects'; 'large_man-made_outdoor_things'; 'reptiles'; 'food_containers'; 'fruit_and_vegetables'; 'non-insect_invertebrates']",household_electrical_devices
1952,19,"['small_mammals'; 'trees'; 'large_carnivores'; 'large_natural_outdoor_scenes'; 'large_man-made_outdoor_things'; 'insects'; 'vehicles_1'; 'household_furniture'; 'household_electrical_devices'; 'non-insect_invertebrates']",household_furniture
1953,16,"['vehicles_1'; 'non-insect_invertebrates'; 'fish'; 'large_man-made_outdoor_things'; 'reptiles'; 'trees'; 'large_omnivores_and_herbivores'; 'aquatic_mammals'; 'insects'; 'household_electrical_devices']",fish
1954,6,"['vehicles_2'; 'non-insect_invertebrates'; 'vehicles_1'; 'fruit_and_vegetables'; 'flowers'; 'large_carnivores'; 'large_omnivores_and_herbivores'; 'medium_mammals'; 'household_electrical_devices'; 'food_containers']",large_carnivores
1955,11,"['medium_mammals'; 'large_carnivores'; 'non-insect_invertebrates'; 'insects'; 'vehicles_2'; 'people'; 'fish'; 'aquatic_mammals'; 'flowers'; 'food_containers']",people
1956,18,"['fruit_and_vegetables'; 'vehicles_2'; 'trees'; 'reptiles'; 'small_mammals'; 'flowers'; 'household_furniture'; 'large_carnivores'; 'people'; 'large_man-made_outdoor_things']",trees
1957,19,"['household_furniture'; 'vehicles_1'; 'small_mammals'; 'large_natural_outdoor_scenes'; 'large_carnivores'; 'large_man-made_outdoor_things'; 'household_electrical_devices'; 'non-insect_invertebrates'; 'trees'; 'insects']",household_furniture
1958,4,"['small_mammals'; 'large_man-made_outdoor_things'; 'insects'; 'vehicles_1'; 'fish'; 'medium_mammals'; 'reptiles'; 'vehicles_2'; 'trees'; 'large_carnivores']",fish
1959,7,"['small_mammals'; 'household_furniture'; 'trees'; 'food_containers'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'flowers'; 'large_omnivores_and_herbivores'; 'large_natural_outdoor_scenes'; 'non-insect_invertebrates']",household_furniture
1960,9,"['large_omnivores_and_herbivores'; 'medium_mammals'; 'reptiles'; 'non-insect_invertebrates'; 'large_natural_outdoor_scenes'; 'food_containers'; 'insects'; 'household_electrical_devices'; 'flowers'; 'large_carnivores']",household_electrical_devices
1961,8,"['non-insect_invertebrates'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'household_electrical_devices'; 'vehicles_1'; 'insects'; 'aquatic_mammals'; 'medium_mammals'; 'food_containers'; 'reptiles']",large_man-made_outdoor_things
1962,3,"['household_furniture'; 'non-insect_invertebrates'; 'small_mammals'; 'large_omnivores_and_herbivores'; 'reptiles'; 'insects'; 'medium_mammals'; 'fish'; 'large_man-made_outdoor_things'; 'household_electrical_devices']",household_furniture
1963,12,"['insects'; 'large_man-made_outdoor_things'; 'household_furniture'; 'non-insect_invertebrates'; 'fish'; 'reptiles'; 'people'; 'fruit_and_vegetables'; 'food_containers'; 'household_electrical_devices']",household_furniture
1964,18,"['reptiles'; 'large_carnivores'; 'large_man-made_outdoor_things'; 'vehicles_2'; 'household_furniture'; 'flowers'; 'small_mammals'; 'fruit_and_vegetables'; 'people'; 'trees']",large_carnivores
1965,18,"['household_furniture'; 'fruit_and_vegetables'; 'vehicles_2'; 'large_carnivores'; 'trees'; 'flowers'; 'reptiles'; 'small_mammals'; 'people'; 'large_man-made_outdoor_things']",fruit_and_vegetables
1966,17,"['people'; 'small_mammals'; 'large_man-made_outdoor_things'; 'vehicles_1'; 'reptiles'; 'insects'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'vehicles_2'; 'fish']",people
1967,11,"['insects'; 'fish'; 'food_containers'; 'flowers'; 'people'; 'large_carnivores'; 'non-insect_invertebrates'; 'aquatic_mammals'; 'medium_mammals'; 'vehicles_2']",insects
1968,1,"['flowers'; 'people'; 'food_containers'; 'large_man-made_outdoor_things'; 'vehicles_1'; 'fruit_and_vegetables'; 'aquatic_mammals'; 'trees'; 'large_natural_outdoor_scenes'; 'small_mammals']",fruit_and_vegetables
1969,12,"['non-insect_invertebrates'; 'people'; 'reptiles'; 'large_man-made_outdoor_things'; 'food_containers'; 'household_electrical_devices'; 'fruit_and_vegetables'; 'fish'; 'household_furniture'; 'insects']",people
1970,13,"['medium_mammals'; 'fruit_and_vegetables'; 'large_natural_outdoor_scenes'; 'vehicles_1'; 'household_electrical_devices'; 'trees'; 'reptiles'; 'large_carnivores'; 'aquatic_mammals'; 'food_containers']",fruit_and_vegetables
1971,3,"['small_mammals'; 'medium_mammals'; 'large_man-made_outdoor_things'; 'insects'; 'household_furniture'; 'large_omnivores_and_herbivores'; 'household_electrical_devices'; 'reptiles'; 'fish'; 'non-insect_invertebrates']",large_omnivores_and_herbivores
1972,2,"['household_electrical_devices'; 'large_natural_outdoor_scenes'; 'small_mammals'; 'insects'; 'vehicles_1'; 'food_containers'; 'people'; 'vehicles_2'; 'large_carnivores'; 'aquatic_mammals']",household_electrical_devices
1973,1,"['people'; 'aquatic_mammals'; 'vehicles_1'; 'trees'; 'large_man-made_outdoor_things'; 'large_natural_outdoor_scenes'; 'flowers'; 'food_containers'; 'fruit_and_vegetables'; 'small_mammals']",trees
1974,6,"['non-insect_invertebrates'; 'vehicles_1'; 'flowers'; 'large_omnivores_and_herbivores'; 'vehicles_2'; 'medium_mammals'; 'large_carnivores'; 'household_electrical_devices'; 'food_containers'; 'fruit_and_vegetables']",vehicles_1
1975,3,"['fish'; 'large_man-made_outdoor_things'; 'reptiles'; 'insects'; 'small_mammals'; 'household_electrical_devices'; 'household_furniture'; 'large_omnivores_and_herbivores'; 'medium_mammals'; 'non-insect_invertebrates']",fish
1976,6,"['vehicles_1'; 'vehicles_2'; 'flowers'; 'medium_mammals'; 'household_electrical_devices'; 'food_containers'; 'large_carnivores'; 'non-insect_invertebrates'; 'large_omnivores_and_herbivores'; 'fruit_and_vegetables']",flowers
1977,13,"['household_electrical_devices'; 'medium_mammals'; 'large_carnivores'; 'aquatic_mammals'; 'reptiles'; 'large_natural_outdoor_scenes'; 'fruit_and_vegetables'; 'vehicles_1'; 'trees'; 'food_containers']",large_natural_outdoor_scenes
1978,12,"['fish'; 'people'; 'reptiles'; 'non-insect_invertebrates'; 'insects'; 'fruit_and_vegetables'; 'food_containers'; 'household_electrical_devices'; 'household_furniture'; 'large_man-made_outdoor_things']",fish
1979,4,"['large_man-made_outdoor_things'; 'insects'; 'vehicles_2'; 'trees'; 'large_carnivores'; 'small_mammals'; 'vehicles_1'; 'medium_mammals'; 'fish'; 'reptiles']",insects
1980,17,"['medium_mammals'; 'large_man-made_outdoor_things'; 'fish'; 'reptiles'; 'vehicles_2'; 'vehicles_1'; 'insects'; 'people'; 'small_mammals'; 'large_omnivores_and_herbivores']",fish
1981,7,"['household_furniture'; 'non-insect_invertebrates'; 'flowers'; 'small_mammals'; 'large_natural_outdoor_scenes'; 'trees'; 'food_containers'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things']",household_furniture
1982,16,"['fish'; 'trees'; 'large_man-made_outdoor_things'; 'vehicles_1'; 'large_omnivores_and_herbivores'; 'household_electrical_devices'; 'insects'; 'aquatic_mammals'; 'reptiles'; 'non-insect_invertebrates']",fish
1983,15,"['non-insect_invertebrates'; 'small_mammals'; 'large_natural_outdoor_scenes'; 'large_carnivores'; 'trees'; 'flowers'; 'food_containers'; 'large_man-made_outdoor_things'; 'household_electrical_devices'; 'vehicles_1']",large_carnivores
1984,18,"['small_mammals'; 'reptiles'; 'vehicles_2'; 'flowers'; 'large_carnivores'; 'household_furniture'; 'fruit_and_vegetables'; 'people'; 'large_man-made_outdoor_things'; 'trees']",household_furniture
1985,9,"['food_containers'; 'household_electrical_devices'; 'reptiles'; 'medium_mammals'; 'non-insect_invertebrates'; 'insects'; 'large_omnivores_and_herbivores'; 'large_natural_outdoor_scenes'; 'flowers'; 'large_carnivores']",reptiles
1986,14,"['large_man-made_outdoor_things'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates'; 'insects'; 'fruit_and_vegetables'; 'food_containers'; 'medium_mammals'; 'aquatic_mammals'; 'household_electrical_devices'; 'large_carnivores']",large_omnivores_and_herbivores
1987,10,"['non-insect_invertebrates'; 'small_mammals'; 'flowers'; 'food_containers'; 'medium_mammals'; 'fruit_and_vegetables'; 'trees'; 'large_carnivores'; 'reptiles'; 'vehicles_2']",vehicles_2
1988,11,"['people'; 'medium_mammals'; 'insects'; 'fish'; 'aquatic_mammals'; 'non-insect_invertebrates'; 'large_carnivores'; 'food_containers'; 'vehicles_2'; 'flowers']",people
