index,true_label,candidate_labels,complementary_label
52992,7,"['wo'; 'o'; 'tsu'; 'ya'; 're'; 'su'; 'ki'; 'ha']",tsu
52993,4,"['re'; 'su'; 'o'; 'ha'; 'tsu'; 'ki'; 'ma'; 'ya']",su
52994,0,"['ki'; 'su'; 'o'; 're'; 'na'; 'ma'; 'wo'; 'ha']",ha
52995,5,"['re'; 'na'; 'o'; 'wo'; 'ki'; 'tsu'; 'ha'; 'ya']",ha
52996,3,"['ki'; 'ha'; 'na'; 'o'; 'su'; 'ya'; 'ma'; 'tsu']",su
52997,0,"['ha'; 'o'; 'ki'; 'ma'; 'su'; 're'; 'na'; 'wo']",na
52998,6,"['ki'; 'ha'; 're'; 'tsu'; 'su'; 'ya'; 'na'; 'ma']",tsu
52999,2,"['ha'; 'wo'; 'ya'; 'o'; 'tsu'; 're'; 'na'; 'ma']",tsu
53000,0,"['na'; 'o'; 'ki'; 'wo'; 'ha'; 'su'; 're'; 'ma']",na
53001,6,"['su'; 'ki'; 're'; 'tsu'; 'ha'; 'na'; 'ma'; 'ya']",ki
53002,2,"['wo'; 'o'; 're'; 'ya'; 'na'; 'ha'; 'ma'; 'tsu']",tsu
53003,9,"['na'; 'ha'; 'wo'; 'o'; 'ma'; 'su'; 'tsu'; 'ki']",na
53004,9,"['ki'; 'tsu'; 'wo'; 'ha'; 'na'; 'su'; 'ma'; 'o']",na
53005,1,"['ya'; 'ma'; 'na'; 're'; 'ha'; 'o'; 'ki'; 'wo']",na
53006,2,"['o'; 'tsu'; 're'; 'na'; 'ya'; 'wo'; 'ha'; 'ma']",tsu
53007,6,"['ya'; 'tsu'; 'ma'; 'su'; 'na'; 'ki'; 're'; 'ha']",ha
53008,8,"['ki'; 'na'; 'ha'; 'su'; 'tsu'; 're'; 'ma'; 'wo']",na
53009,3,"['ki'; 'o'; 'su'; 'ma'; 'ha'; 'na'; 'tsu'; 'ya']",na
53010,2,"['wo'; 'ma'; 're'; 'ha'; 'tsu'; 'o'; 'ya'; 'na']",na
53011,9,"['wo'; 'tsu'; 'ha'; 'o'; 'ma'; 'ki'; 'na'; 'su']",na
53012,6,"['ma'; 'tsu'; 'ki'; 'ha'; 'su'; 'na'; 'ya'; 're']",tsu
53013,3,"['ma'; 'ha'; 'tsu'; 'ki'; 'su'; 'na'; 'o'; 'ya']",tsu
53014,2,"['ha'; 're'; 'wo'; 'na'; 'ma'; 'tsu'; 'ya'; 'o']",tsu
53015,8,"['wo'; 're'; 'ha'; 'tsu'; 'ki'; 'ma'; 'su'; 'na']",na
53016,2,"['ha'; 'ma'; 're'; 'ya'; 'na'; 'wo'; 'tsu'; 'o']",tsu
53017,3,"['su'; 'tsu'; 'ki'; 'na'; 'ha'; 'ya'; 'ma'; 'o']",na
53018,3,"['ya'; 'ma'; 'o'; 'na'; 'ha'; 'tsu'; 'su'; 'ki']",tsu
53019,2,"['o'; 'tsu'; 'ha'; 'na'; 'ya'; 'ma'; 're'; 'wo']",tsu
53020,6,"['su'; 'ma'; 're'; 'tsu'; 'ki'; 'na'; 'ya'; 'ha']",ha
53021,3,"['ki'; 'tsu'; 'o'; 'su'; 'ha'; 'ya'; 'ma'; 'na']",tsu
53022,2,"['o'; 'ha'; 'tsu'; 'ya'; 'ma'; 'na'; 're'; 'wo']",na
53023,8,"['ki'; 'wo'; 'na'; 'ha'; 'tsu'; 're'; 'ma'; 'su']",tsu
53024,8,"['su'; 'ma'; 'tsu'; 'na'; 'ha'; 'ki'; 're'; 'wo']",na
53025,1,"['wo'; 'ya'; 're'; 'ma'; 'na'; 'o'; 'ha'; 'ki']",na
53026,7,"['wo'; 'ha'; 'ki'; 'tsu'; 'ya'; 'o'; 're'; 'su']",tsu
53027,3,"['na'; 'ma'; 'ki'; 'tsu'; 'o'; 'su'; 'ha'; 'ya']",na
53028,9,"['na'; 'wo'; 'su'; 'ki'; 'tsu'; 'ha'; 'o'; 'ma']",na
53029,8,"['re'; 'na'; 'su'; 'ha'; 'ma'; 'ki'; 'tsu'; 'wo']",na
53030,1,"['ma'; 'ha'; 'wo'; 'o'; 're'; 'ya'; 'na'; 'ki']",na
53031,2,"['ma'; 'o'; 'na'; 'tsu'; 'ha'; 'wo'; 'ya'; 're']",tsu
53032,7,"['ya'; 'ha'; 'wo'; 're'; 'su'; 'o'; 'ki'; 'tsu']",ha
53033,2,"['ma'; 'o'; 'na'; 'tsu'; 'ya'; 'ha'; 'wo'; 're']",na
53034,9,"['na'; 'tsu'; 'wo'; 'o'; 'ma'; 'ha'; 'ki'; 'su']",na
53035,8,"['tsu'; 're'; 'ma'; 'na'; 'ki'; 'ha'; 'su'; 'wo']",ki
53036,1,"['wo'; 'ma'; 'ya'; 'ki'; 'o'; 're'; 'ha'; 'na']",na
53037,3,"['tsu'; 'ki'; 'ha'; 'na'; 'o'; 'ya'; 'ma'; 'su']",ki
53038,3,"['na'; 'tsu'; 'ma'; 'o'; 'ha'; 'su'; 'ki'; 'ya']",na
53039,0,"['wo'; 'ha'; 'o'; 'na'; 'ki'; 'su'; 're'; 'ma']",na
53040,0,"['re'; 'su'; 'wo'; 'ki'; 'o'; 'na'; 'ha'; 'ma']",na
53041,6,"['ma'; 're'; 'tsu'; 'na'; 'su'; 'ki'; 'ya'; 'ha']",ha
53042,8,"['ma'; 'wo'; 'ki'; 'na'; 'ha'; 're'; 'tsu'; 'su']",tsu
53043,8,"['tsu'; 'ma'; 'ki'; 'na'; 'su'; 'ha'; 'wo'; 're']",tsu
53044,1,"['ya'; 're'; 'wo'; 'na'; 'ha'; 'o'; 'ma'; 'ki']",ki
53045,4,"['o'; 're'; 'ki'; 'ya'; 'su'; 'ha'; 'ma'; 'tsu']",su
53046,3,"['su'; 'o'; 'na'; 'ya'; 'ma'; 'ki'; 'ha'; 'tsu']",su
53047,7,"['re'; 'tsu'; 'ki'; 'su'; 'ha'; 'wo'; 'ya'; 'o']",tsu
53048,5,"['re'; 'na'; 'wo'; 'ki'; 'tsu'; 'o'; 'ya'; 'ha']",ha
53049,7,"['su'; 'o'; 'wo'; 'ya'; 'ha'; 'tsu'; 're'; 'ki']",su
53050,3,"['ya'; 'na'; 'ha'; 'su'; 'tsu'; 'o'; 'ki'; 'ma']",na
53051,3,"['ki'; 'tsu'; 'o'; 'ha'; 'ya'; 'ma'; 'na'; 'su']",tsu
53052,3,"['na'; 'tsu'; 'ki'; 'ha'; 'su'; 'o'; 'ma'; 'ya']",na
53053,1,"['re'; 'ha'; 'ma'; 'o'; 'ki'; 'wo'; 'na'; 'ya']",na
53054,4,"['tsu'; 'o'; 'ya'; 'ki'; 're'; 'su'; 'ha'; 'ma']",o
53055,8,"['tsu'; 'wo'; 'ki'; 're'; 'su'; 'na'; 'ma'; 'ha']",wo
53056,1,"['ha'; 'ki'; 're'; 'o'; 'na'; 'ma'; 'wo'; 'ya']",ki
53057,0,"['su'; 'ha'; 'o'; 'wo'; 'ma'; 're'; 'na'; 'ki']",na
53058,4,"['tsu'; 'ma'; 'ya'; 'ha'; 'o'; 'ki'; 're'; 'su']",ha
53059,1,"['ki'; 'o'; 'ya'; 'ma'; 'ha'; 're'; 'na'; 'wo']",na
53060,4,"['ma'; 're'; 'o'; 'ya'; 'tsu'; 'ha'; 'su'; 'ki']",tsu
53061,5,"['tsu'; 'ya'; 're'; 'ha'; 'ki'; 'wo'; 'na'; 'o']",na
53062,8,"['ha'; 'ki'; 'ma'; 'tsu'; 'na'; 'wo'; 'su'; 're']",tsu
53063,1,"['ki'; 'ya'; 're'; 'na'; 'ha'; 'ma'; 'o'; 'wo']",na
53064,7,"['tsu'; 're'; 'ki'; 'su'; 'o'; 'ya'; 'wo'; 'ha']",ha
53065,1,"['na'; 'ya'; 'ma'; 'ki'; 'o'; 're'; 'ha'; 'wo']",na
53066,8,"['wo'; 'ha'; 'ma'; 'su'; 'na'; 're'; 'tsu'; 'ki']",su
53067,0,"['ma'; 'na'; 'wo'; 're'; 'su'; 'ha'; 'ki'; 'o']",na
53068,3,"['su'; 'tsu'; 'ki'; 'ma'; 'ha'; 'ya'; 'o'; 'na']",na
53069,2,"['re'; 'ha'; 'o'; 'tsu'; 'ma'; 'wo'; 'na'; 'ya']",tsu
53070,3,"['tsu'; 'ya'; 'ki'; 'na'; 'su'; 'o'; 'ma'; 'ha']",ki
53071,4,"['o'; 'ha'; 'su'; 're'; 'ki'; 'tsu'; 'ya'; 'ma']",su
53072,8,"['ha'; 'ma'; 'na'; 'wo'; 'su'; 'tsu'; 'ki'; 're']",re
53073,4,"['ki'; 'ya'; 'ha'; 'o'; 'ma'; 'tsu'; 'su'; 're']",tsu
53074,0,"['su'; 'na'; 'o'; 'ma'; 'ki'; 're'; 'wo'; 'ha']",na
53075,4,"['su'; 'ma'; 'ha'; 'tsu'; 'o'; 'ki'; 'ya'; 're']",su
53076,3,"['ki'; 'ya'; 'su'; 'tsu'; 'o'; 'na'; 'ma'; 'ha']",su
53077,6,"['su'; 'tsu'; 'ha'; 'ki'; 'ma'; 're'; 'na'; 'ya']",na
53078,8,"['ki'; 'wo'; 'tsu'; 'na'; 'ha'; 'su'; 'ma'; 're']",tsu
53079,6,"['su'; 'ya'; 'ki'; 'ma'; 're'; 'ha'; 'tsu'; 'na']",su
53080,5,"['na'; 'ha'; 'wo'; 'o'; 're'; 'ki'; 'ya'; 'tsu']",tsu
53081,5,"['wo'; 'tsu'; 're'; 'ha'; 'ya'; 'na'; 'o'; 'ki']",na
53082,7,"['su'; 'wo'; 'ki'; 'o'; 'ya'; 'ha'; 'tsu'; 're']",su
53083,8,"['tsu'; 'na'; 'ki'; 'ha'; 'ma'; 'wo'; 'su'; 're']",na
53084,2,"['ha'; 'ma'; 'tsu'; 'ya'; 'o'; 're'; 'na'; 'wo']",na
53085,0,"['o'; 're'; 'na'; 'ma'; 'wo'; 'su'; 'ki'; 'ha']",na
53086,3,"['ha'; 'ki'; 'na'; 'ma'; 'tsu'; 'ya'; 'o'; 'su']",ki
53087,9,"['tsu'; 'ki'; 'o'; 'su'; 'ma'; 'ha'; 'wo'; 'na']",ki
53088,7,"['ha'; 'ki'; 'wo'; 're'; 'su'; 'o'; 'ya'; 'tsu']",su
53089,0,"['wo'; 'na'; 'ma'; 'ha'; 'su'; 'ki'; 'o'; 're']",na
53090,4,"['tsu'; 'ma'; 'o'; 'ha'; 'ya'; 're'; 'su'; 'ki']",re
53091,7,"['wo'; 'ki'; 'ha'; 'su'; 'tsu'; 'o'; 're'; 'ya']",su
53092,1,"['ki'; 'o'; 'ma'; 're'; 'na'; 'ya'; 'ha'; 'wo']",na
53093,7,"['wo'; 'o'; 're'; 'ya'; 'tsu'; 'ki'; 'su'; 'ha']",tsu
53094,5,"['ya'; 'na'; 'tsu'; 'wo'; 'ki'; 'o'; 're'; 'ha']",na
53095,1,"['o'; 'na'; 'ki'; 'ya'; 'ha'; 'ma'; 're'; 'wo']",na
53096,2,"['wo'; 'na'; 'o'; 'ha'; 'tsu'; 're'; 'ma'; 'ya']",na
53097,0,"['o'; 'wo'; 're'; 'ha'; 'na'; 'ma'; 'ki'; 'su']",na
53098,3,"['ha'; 'o'; 'tsu'; 'ma'; 'su'; 'ya'; 'ki'; 'na']",tsu
53099,8,"['tsu'; 'ma'; 'wo'; 'ki'; 'ha'; 'su'; 'na'; 're']",na
53100,7,"['su'; 'ha'; 'wo'; 'tsu'; 're'; 'o'; 'ya'; 'ki']",re
53101,2,"['tsu'; 'ha'; 'wo'; 'na'; 'o'; 're'; 'ya'; 'ma']",na
53102,3,"['o'; 'ha'; 'na'; 'ki'; 'ma'; 'su'; 'tsu'; 'ya']",na
53103,1,"['ki'; 'ya'; 'ha'; 'na'; 'ma'; 're'; 'wo'; 'o']",na
53104,0,"['wo'; 'o'; 'na'; 'ki'; 're'; 'ma'; 'ha'; 'su']",na
53105,7,"['ya'; 'o'; 'ha'; 'wo'; 'su'; 'tsu'; 're'; 'ki']",su
53106,7,"['tsu'; 'wo'; 'ki'; 'ya'; 'ha'; 'su'; 'o'; 're']",wo
53107,9,"['ha'; 'ki'; 'su'; 'na'; 'tsu'; 'ma'; 'wo'; 'o']",ki
53108,6,"['ma'; 'tsu'; 'ha'; 'su'; 'ya'; 're'; 'ki'; 'na']",na
53109,1,"['ma'; 'ha'; 'o'; 'wo'; 'ki'; 'ya'; 're'; 'na']",na
53110,6,"['ha'; 'tsu'; 'ki'; 're'; 'na'; 'ma'; 'ya'; 'su']",tsu
53111,0,"['o'; 'ma'; 'ki'; 'na'; 'wo'; 're'; 'ha'; 'su']",na
53112,7,"['re'; 'o'; 'tsu'; 'wo'; 'su'; 'ya'; 'ki'; 'ha']",ha
53113,3,"['ya'; 'tsu'; 'ma'; 'na'; 'su'; 'o'; 'ha'; 'ki']",tsu
53114,1,"['ya'; 'ha'; 'wo'; 'na'; 'o'; 're'; 'ki'; 'ma']",na
53115,5,"['ha'; 'ki'; 'tsu'; 'ya'; 'wo'; 're'; 'na'; 'o']",ki
53116,1,"['ha'; 'ma'; 're'; 'na'; 'ki'; 'ya'; 'o'; 'wo']",na
53117,8,"['ha'; 'su'; 'ma'; 'na'; 'ki'; 'tsu'; 'wo'; 're']",su
53118,7,"['ha'; 'ya'; 'wo'; 'o'; 'tsu'; 'su'; 'ki'; 're']",tsu
53119,8,"['re'; 'ki'; 'wo'; 'ma'; 'tsu'; 'ha'; 'su'; 'na']",ki
53120,9,"['ha'; 'su'; 'na'; 'tsu'; 'o'; 'ki'; 'wo'; 'ma']",na
53121,9,"['tsu'; 'na'; 'o'; 'su'; 'ki'; 'wo'; 'ha'; 'ma']",na
53122,6,"['re'; 'su'; 'ha'; 'ma'; 'ya'; 'na'; 'ki'; 'tsu']",su
53123,7,"['tsu'; 'su'; 'wo'; 'ya'; 'ki'; 're'; 'ha'; 'o']",tsu
53124,6,"['su'; 'ha'; 'ya'; 'tsu'; 'ma'; 're'; 'ki'; 'na']",su
53125,7,"['ha'; 'ya'; 'o'; 're'; 'su'; 'tsu'; 'wo'; 'ki']",su
53126,5,"['ya'; 'ha'; 're'; 'tsu'; 'ki'; 'wo'; 'o'; 'na']",tsu
53127,0,"['ha'; 'ki'; 'ma'; 'su'; 'o'; 'wo'; 're'; 'na']",na
53128,6,"['ha'; 'su'; 'ki'; 'ya'; 'tsu'; 're'; 'ma'; 'na']",su
53129,9,"['tsu'; 'su'; 'ki'; 'ha'; 'na'; 'wo'; 'o'; 'ma']",ki
53130,7,"['o'; 'ya'; 'wo'; 'tsu'; 'ha'; 're'; 'ki'; 'su']",tsu
53131,5,"['wo'; 'ya'; 'ki'; 'na'; 'ha'; 'o'; 're'; 'tsu']",tsu
53132,6,"['ha'; 'ma'; 'ya'; 'tsu'; 'su'; 'na'; 'ki'; 're']",tsu
53133,0,"['ha'; 'ki'; 'ma'; 'na'; 'su'; 're'; 'wo'; 'o']",ki
53134,8,"['wo'; 'ha'; 're'; 'tsu'; 'ki'; 'ma'; 'na'; 'su']",tsu
53135,4,"['o'; 'ha'; 'su'; 'ki'; 'tsu'; 'ya'; 're'; 'ma']",su
53136,2,"['ha'; 'na'; 'ya'; 'wo'; 're'; 'o'; 'ma'; 'tsu']",na
53137,5,"['ha'; 'ya'; 'na'; 'ki'; 'wo'; 'tsu'; 're'; 'o']",tsu
53138,4,"['o'; 'ya'; 'ma'; 'ki'; 'ha'; 're'; 'su'; 'tsu']",ha
53139,3,"['ha'; 'ki'; 'na'; 'ma'; 'su'; 'o'; 'ya'; 'tsu']",su
53140,9,"['o'; 'ha'; 'wo'; 'ma'; 'su'; 'na'; 'ki'; 'tsu']",na
53141,9,"['ki'; 'su'; 'ma'; 'wo'; 'ha'; 'tsu'; 'na'; 'o']",su
53142,9,"['ha'; 'ma'; 'su'; 'ki'; 'o'; 'na'; 'tsu'; 'wo']",su
53143,9,"['su'; 'tsu'; 'na'; 'wo'; 'ki'; 'ha'; 'ma'; 'o']",na
53144,8,"['re'; 'su'; 'ha'; 'tsu'; 'ki'; 'wo'; 'na'; 'ma']",na
53145,4,"['o'; 'ma'; 'ya'; 're'; 'tsu'; 'su'; 'ha'; 'ki']",tsu
53146,7,"['re'; 'wo'; 'su'; 'ya'; 'tsu'; 'ki'; 'ha'; 'o']",ha
53147,2,"['wo'; 'o'; 'ma'; 'ya'; 're'; 'ha'; 'na'; 'tsu']",tsu
53148,0,"['ma'; 'ki'; 'na'; 're'; 'su'; 'o'; 'wo'; 'ha']",ki
53149,7,"['re'; 'ki'; 'o'; 'ya'; 'ha'; 'su'; 'tsu'; 'wo']",ki
53150,8,"['ha'; 'su'; 'ma'; 'wo'; 'na'; 'tsu'; 'ki'; 're']",su
53151,1,"['ya'; 'ki'; 'na'; 'wo'; 'ha'; 'o'; 're'; 'ma']",ki
53152,9,"['tsu'; 'ma'; 'na'; 'wo'; 'o'; 'ha'; 'ki'; 'su']",na
53153,0,"['o'; 'ma'; 'ha'; 're'; 'wo'; 'ki'; 'su'; 'na']",na
53154,9,"['o'; 'tsu'; 'su'; 'ma'; 'ha'; 'wo'; 'na'; 'ki']",tsu
53155,2,"['re'; 'ha'; 'ma'; 'wo'; 'o'; 'ya'; 'tsu'; 'na']",tsu
53156,8,"['ha'; 'wo'; 'tsu'; 'ki'; 'su'; 'na'; 're'; 'ma']",tsu
53157,1,"['re'; 'wo'; 'ma'; 'o'; 'ya'; 'na'; 'ha'; 'ki']",na
53158,8,"['na'; 'ha'; 'su'; 're'; 'ma'; 'ki'; 'wo'; 'tsu']",su
53159,5,"['na'; 'ha'; 're'; 'o'; 'ki'; 'wo'; 'ya'; 'tsu']",tsu
53160,6,"['su'; 'ma'; 'ha'; 'tsu'; 'ya'; 'na'; 'ki'; 're']",su
53161,3,"['ha'; 'tsu'; 'na'; 'o'; 'ma'; 'su'; 'ki'; 'ya']",na
53162,0,"['ki'; 'su'; 'ma'; 'o'; 're'; 'wo'; 'na'; 'ha']",na
53163,8,"['su'; 're'; 'ki'; 'ma'; 'ha'; 'tsu'; 'wo'; 'na']",su
53164,7,"['ya'; 'tsu'; 'ha'; 'su'; 'o'; 'wo'; 're'; 'ki']",tsu
53165,6,"['re'; 'ya'; 'ma'; 'ha'; 'ki'; 'su'; 'tsu'; 'na']",su
53166,4,"['tsu'; 'ha'; 'ki'; 'ma'; 're'; 'o'; 'ya'; 'su']",ha
53167,5,"['ki'; 'na'; 'tsu'; 'wo'; 'ya'; 're'; 'ha'; 'o']",na
53168,8,"['ha'; 'na'; 'wo'; 'ki'; 're'; 'tsu'; 'ma'; 'su']",tsu
53169,6,"['ma'; 'tsu'; 'ki'; 'na'; 're'; 'ha'; 'su'; 'ya']",na
53170,8,"['ki'; 'ha'; 're'; 'su'; 'tsu'; 'wo'; 'na'; 'ma']",su
53171,0,"['wo'; 'ma'; 'na'; 'o'; 'ki'; 'ha'; 're'; 'su']",na
53172,5,"['o'; 'wo'; 'ya'; 'tsu'; 'ha'; 'na'; 'ki'; 're']",tsu
53173,4,"['o'; 're'; 'tsu'; 'ha'; 'ya'; 'ki'; 'su'; 'ma']",tsu
53174,5,"['o'; 'ki'; 'wo'; 'ha'; 'tsu'; 're'; 'na'; 'ya']",tsu
53175,6,"['ki'; 're'; 'ya'; 'ma'; 'su'; 'tsu'; 'ha'; 'na']",su
53176,2,"['ha'; 'ya'; 'o'; 'ma'; 'na'; 'wo'; 'tsu'; 're']",tsu
53177,0,"['o'; 'su'; 'ha'; 'ki'; 're'; 'na'; 'ma'; 'wo']",na
53178,3,"['na'; 'su'; 'ha'; 'ya'; 'o'; 'ki'; 'ma'; 'tsu']",su
53179,7,"['ki'; 'tsu'; 'wo'; 'su'; 're'; 'ha'; 'o'; 'ya']",tsu
53180,8,"['ha'; 'su'; 'ki'; 'tsu'; 'ma'; 'wo'; 're'; 'na']",na
53181,0,"['o'; 'su'; 're'; 'ha'; 'wo'; 'na'; 'ki'; 'ma']",na
53182,6,"['na'; 'ki'; 'ha'; 'tsu'; 'su'; 'ya'; 'ma'; 're']",ki
53183,5,"['tsu'; 'ya'; 'na'; 'ki'; 'ha'; 're'; 'o'; 'wo']",na
53184,7,"['ya'; 'su'; 're'; 'ha'; 'wo'; 'o'; 'tsu'; 'ki']",su
53185,4,"['ya'; 'tsu'; 'ha'; 'su'; 'ma'; 'o'; 're'; 'ki']",tsu
53186,5,"['wo'; 'ya'; 're'; 'na'; 'o'; 'tsu'; 'ki'; 'ha']",tsu
53187,3,"['o'; 'ki'; 'su'; 'tsu'; 'ha'; 'na'; 'ma'; 'ya']",ki
53188,7,"['su'; 're'; 'tsu'; 'ya'; 'o'; 'ki'; 'wo'; 'ha']",ha
53189,2,"['wo'; 'o'; 'na'; 're'; 'tsu'; 'ya'; 'ma'; 'ha']",ha
53190,1,"['re'; 'wo'; 'o'; 'ki'; 'ma'; 'na'; 'ya'; 'ha']",ha
53191,9,"['o'; 'ha'; 'ma'; 'tsu'; 'na'; 'ki'; 'wo'; 'su']",na
53192,6,"['ki'; 'na'; 'tsu'; 'ha'; 'ya'; 'ma'; 'su'; 're']",na
53193,6,"['ya'; 'na'; 'ha'; 'ma'; 'ki'; 'tsu'; 're'; 'su']",tsu
53194,1,"['ma'; 'ha'; 'na'; 're'; 'o'; 'ya'; 'ki'; 'wo']",na
53195,3,"['tsu'; 'ki'; 'o'; 'na'; 'ma'; 'ya'; 'ha'; 'su']",ki
53196,9,"['ki'; 'wo'; 'ma'; 'o'; 'tsu'; 'su'; 'ha'; 'na']",tsu
53197,1,"['o'; 'wo'; 'ki'; 'ma'; 're'; 'na'; 'ha'; 'ya']",na
53198,8,"['tsu'; 'na'; 'wo'; 'ha'; 're'; 'ma'; 'su'; 'ki']",na
53199,6,"['na'; 'ma'; 'ya'; 'tsu'; 'ha'; 'su'; 'ki'; 're']",tsu
53200,6,"['na'; 'tsu'; 're'; 'ya'; 'su'; 'ha'; 'ma'; 'ki']",na
53201,3,"['o'; 'ya'; 'ma'; 'ha'; 'na'; 'tsu'; 'ki'; 'su']",tsu
53202,3,"['ki'; 'ha'; 'tsu'; 'ya'; 'ma'; 'o'; 'na'; 'su']",tsu
53203,2,"['ma'; 'o'; 're'; 'ha'; 'tsu'; 'wo'; 'ya'; 'na']",na
53204,4,"['ya'; 'tsu'; 're'; 'o'; 'ha'; 'ki'; 'ma'; 'su']",tsu
53205,8,"['re'; 'ha'; 'ma'; 'su'; 'tsu'; 'na'; 'wo'; 'ki']",na
53206,3,"['ma'; 'tsu'; 'ki'; 'ya'; 'su'; 'o'; 'ha'; 'na']",na
53207,7,"['ya'; 'o'; 'su'; 'tsu'; 'ki'; 'wo'; 'ha'; 're']",ha
53208,6,"['ya'; 'ki'; 're'; 'su'; 'ma'; 'ha'; 'na'; 'tsu']",su
53209,8,"['tsu'; 'su'; 'ki'; 'ha'; 'wo'; 're'; 'na'; 'ma']",na
53210,3,"['ma'; 'ya'; 'ha'; 'na'; 'ki'; 'o'; 'su'; 'tsu']",na
53211,1,"['na'; 'ma'; 'ya'; 're'; 'ha'; 'wo'; 'o'; 'ki']",na
53212,8,"['na'; 're'; 'ma'; 'ki'; 'tsu'; 'su'; 'wo'; 'ha']",ha
53213,3,"['ma'; 'ya'; 'ki'; 'na'; 'su'; 'tsu'; 'ha'; 'o']",su
53214,7,"['su'; 're'; 'ha'; 'ki'; 'ya'; 'tsu'; 'o'; 'wo']",su
53215,8,"['ha'; 'wo'; 'tsu'; 're'; 'ma'; 'na'; 'ki'; 'su']",na
53216,7,"['tsu'; 'o'; 'su'; 'ya'; 'ha'; 're'; 'wo'; 'ki']",ha
53217,9,"['ki'; 'ha'; 'ma'; 'tsu'; 'na'; 'wo'; 'su'; 'o']",na
53218,4,"['o'; 're'; 'ki'; 'ha'; 'ya'; 'ma'; 'tsu'; 'su']",tsu
53219,5,"['wo'; 're'; 'tsu'; 'ki'; 'o'; 'ya'; 'na'; 'ha']",tsu
53220,7,"['wo'; 'ki'; 'ya'; 'tsu'; 'ha'; 'su'; 're'; 'o']",tsu
53221,1,"['wo'; 'na'; 'ma'; 'ki'; 'o'; 'ha'; 're'; 'ya']",na
53222,1,"['ma'; 'o'; 'na'; 're'; 'wo'; 'ha'; 'ki'; 'ya']",na
53223,7,"['ya'; 'wo'; 'ki'; 'o'; 'ha'; 're'; 'su'; 'tsu']",wo
53224,6,"['ki'; 'ha'; 're'; 'tsu'; 'ma'; 'su'; 'ya'; 'na']",tsu
53225,2,"['o'; 'ma'; 'na'; 'ha'; 'tsu'; 're'; 'wo'; 'ya']",tsu
53226,6,"['ya'; 'su'; 'ma'; 'ki'; 're'; 'na'; 'ha'; 'tsu']",su
53227,7,"['re'; 'tsu'; 'ki'; 'ha'; 'o'; 'su'; 'wo'; 'ya']",tsu
53228,8,"['ma'; 'ki'; 'tsu'; 'ha'; 'na'; 'wo'; 'su'; 're']",ki
53229,8,"['tsu'; 'ki'; 'su'; 're'; 'ma'; 'ha'; 'wo'; 'na']",ki
53230,0,"['o'; 'na'; 'ma'; 're'; 'ki'; 'wo'; 'ha'; 'su']",na
53231,6,"['ya'; 'tsu'; 'ha'; 'na'; 'su'; 'ki'; 'ma'; 're']",tsu
53232,7,"['su'; 'ha'; 'tsu'; 're'; 'ya'; 'wo'; 'o'; 'ki']",wo
53233,5,"['wo'; 'tsu'; 'ya'; 'na'; 'o'; 'ha'; 're'; 'ki']",na
53234,1,"['ya'; 'o'; 'ma'; 'ha'; 'wo'; 'na'; 'ki'; 're']",o
53235,7,"['su'; 'wo'; 're'; 'ya'; 'tsu'; 'o'; 'ha'; 'ki']",su
53236,4,"['tsu'; 're'; 'ya'; 'ki'; 'o'; 'ha'; 'ma'; 'su']",ha
53237,8,"['re'; 'wo'; 'na'; 'ma'; 'tsu'; 'su'; 'ki'; 'ha']",wo
53238,9,"['wo'; 'o'; 'ki'; 'ma'; 'su'; 'na'; 'tsu'; 'ha']",na
53239,5,"['na'; 'ya'; 'o'; 'wo'; 'ha'; 're'; 'ki'; 'tsu']",tsu
53240,2,"['ha'; 'tsu'; 're'; 'ma'; 'o'; 'na'; 'ya'; 'wo']",na
53241,8,"['ma'; 'ha'; 'su'; 'ki'; 're'; 'wo'; 'na'; 'tsu']",su
53242,4,"['tsu'; 're'; 'su'; 'o'; 'ma'; 'ha'; 'ki'; 'ya']",re
53243,4,"['su'; 'o'; 're'; 'ya'; 'ma'; 'ki'; 'ha'; 'tsu']",su
53244,0,"['o'; 'na'; 'su'; 'ma'; 'ki'; 'wo'; 'ha'; 're']",na
53245,5,"['na'; 're'; 'ha'; 'ya'; 'o'; 'tsu'; 'wo'; 'ki']",tsu
53246,6,"['tsu'; 'ma'; 'ki'; 'su'; 'ha'; 'ya'; 're'; 'na']",na
53247,6,"['ya'; 'su'; 're'; 'ma'; 'ki'; 'tsu'; 'na'; 'ha']",su
53248,8,"['wo'; 'na'; 'ha'; 'tsu'; 'ma'; 'su'; 're'; 'ki']",na
53249,8,"['na'; 'ki'; 'ha'; 'tsu'; 'su'; 'ma'; 'wo'; 're']",ki
53250,4,"['ya'; 'o'; 'su'; 'tsu'; 'ha'; 'ki'; 'ma'; 're']",o
53251,7,"['su'; 're'; 'o'; 'tsu'; 'ya'; 'ha'; 'ki'; 'wo']",ha
53252,5,"['re'; 'wo'; 'tsu'; 'ha'; 'ya'; 'o'; 'na'; 'ki']",tsu
53253,0,"['re'; 'ha'; 'ki'; 'wo'; 'su'; 'ma'; 'na'; 'o']",na
53254,4,"['ha'; 'su'; 're'; 'tsu'; 'ki'; 'ya'; 'o'; 'ma']",su
53255,7,"['ki'; 'o'; 'wo'; 'ya'; 're'; 'su'; 'ha'; 'tsu']",su
53256,0,"['ha'; 'na'; 'ma'; 'su'; 'ki'; 're'; 'o'; 'wo']",na
